거래금액,거래유형,건물면적,건물주용도,건축년도,년,대지면적,법정동,시군구,용도지역,월,유형,일,지역코드,층,구분,건물m2당가격,토지m2당가격
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,307.633,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,280.845,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,281.004,inf
15150,0,56.72,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.102,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.343,inf
10530,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.871,inf
10530,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,267.871,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,281.004,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
760,0,10.65,제2종근린생활,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,0.0,0,71.362,inf
760,0,10.65,제2종근린생활,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,0.0,0,71.362,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
10530,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.871,inf
10530,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.871,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.004,inf
18610,0,66.44,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,280.102,inf
10900,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.073,inf
10900,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.073,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,307.633,inf
13670,0,44.38,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,308.022,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,294.327,inf
10770,0,38.25,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.569,inf
10770,0,38.25,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.569,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,294.327,inf
34370,0,214.5,제2종근린생활,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,1.0,0,160.233,inf
77940,0,522.34,제1종근린생활,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,1.0,0,149.213,inf
13580,0,126.95,제1종근린생활,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,1.0,0,106.971,inf
5310,0,49.1,제1종근린생활,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,1.0,0,108.147,inf
20370,0,66.44,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,306.592,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,307.633,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
10530,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.871,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,307.633,inf
13670,0,44.38,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,308.022,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,280.845,inf
10530,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.871,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,281.004,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,280.845,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,281.004,inf
15150,0,56.72,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.102,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,267.343,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,307.633,inf
13670,0,44.38,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,308.022,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,294.327,inf
10770,0,38.25,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,281.569,inf
10770,0,38.25,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,281.569,inf
20370,0,66.44,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,306.592,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,307.633,inf
13670,0,44.38,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,308.022,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,280.845,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,281.004,inf
18610,0,66.44,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,280.102,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,307.633,inf
13670,0,44.38,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,308.022,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,294.327,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,281.004,inf
15150,0,56.72,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.102,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,5.0,0,267.343,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,294.327,inf
10770,0,38.25,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,281.569,inf
10770,0,38.25,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,2.0,0,281.569,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,307.633,inf
13670,0,44.38,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,308.022,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,280.845,inf
11040,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,280.845,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,281.004,inf
15150,0,56.72,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.102,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
10530,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.871,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,281.004,inf
9630,0,34.27,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,281.004,inf
20370,0,66.44,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,306.592,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,307.633,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,307.633,inf
13670,0,44.38,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,308.022,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,294.327,inf
11570,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,294.327,inf
10770,0,38.25,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,281.569,inf
10770,0,38.25,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,281.569,inf
20370,0,66.44,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,306.592,inf
11930,0,38.78,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,4.0,0,307.633,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
11600,0,43.39,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.343,inf
10530,0,39.31,기타,2006.0,2012,0.0,평창동,종로구,제2종일반주거,10,집합,29,11110,3.0,0,267.871,inf
11000,0,21.45,제2종근린생활,1980.0,2012,0.0,무악동,종로구,제3종일반주거,10,집합,12,11110,1.0,0,512.821,inf
6110,0,11.21,제2종근린생활,1990.0,2012,0.0,적선동,종로구,일반상업,11,집합,6,11110,-1.0,0,545.049,inf
5718,0,10.37,제2종근린생활,1990.0,2012,0.0,적선동,종로구,일반상업,11,집합,6,11110,-1.0,0,551.398,inf
21000,0,18.09,제2종근린생활,0.0,2012,11.55,적선동,종로구,제2종일반주거,11,일반,15,11110,0.0,지분,1160.862,1818.182
120000,0,42.67,제1종근린생활,0.0,2012,79.68,내자동,종로구,제3종일반주거,11,일반,26,11110,0.0,0,2812.28,1506.024
7400,0,21.28,판매,1984.0,2012,0.0,도렴동,종로구,일반상업,11,집합,28,11110,-1.0,0,347.744,inf
32500,0,39.67,숙박,2005.0,2012,0.0,수송동,종로구,일반상업,11,집합,13,11110,7.0,0,819.259,inf
70000,0,21.02,제2종근린생활,1928.0,2012,39.7,관훈동,종로구,일반상업,11,일반,13,11110,0.0,0,3330.162,1763.224
15800,0,53.55,제1종근린생활,2003.0,2012,0.0,익선동,종로구,일반상업,11,집합,14,11110,-1.0,0,295.051,inf
58800,0,79.0,업무,1968.0,2012,0.0,경운동,종로구,일반상업,11,집합,16,11110,2.0,0,744.304,inf
5000,0,10.92,기타,1992.0,2012,0.0,인사동,종로구,일반상업,11,집합,19,11110,2.0,0,457.875,inf
80500,0,96.36,제1종근린생활,1967.0,2012,67.8,팔판동,종로구,제1종일반주거,11,일반,20,11110,0.0,0,835.409,1187.316
54000,0,26.53,제1종근린생활,0.0,2012,46.3,예지동,종로구,일반상업,11,일반,9,11110,0.0,0,2035.432,1166.307
29700,0,79.8,제2종근린생활,1986.0,2012,0.0,종로5가,종로구,일반상업,11,집합,15,11110,0.0,0,372.18,inf
50000,0,8.17,판매,1973.0,2012,0.0,종로6가,종로구,일반상업,11,집합,1,11110,2.0,0,6119.951,inf
40500,0,33.06,제1종근린생활,0.0,2012,89.3,종로6가,종로구,일반상업,11,일반,9,11110,0.0,0,1225.045,453.527
200000,0,370.62,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,4.0,0,539.636,inf
200000,0,370.62,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,3.0,0,539.636,inf
180000,0,370.62,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,9.0,0,485.673,inf
180000,0,370.62,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,8.0,0,485.673,inf
180000,0,370.62,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,7.0,0,485.673,inf
200000,0,370.62,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,5.0,0,539.636,inf
200000,0,370.62,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,6.0,0,539.636,inf
200000,0,370.62,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,10.0,0,539.636,inf
200000,0,370.62,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,11.0,0,539.636,inf
179000,0,321.43,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,12.0,0,556.886,inf
171000,0,339.12,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,-1.0,0,504.246,inf
260000,0,563.24,업무,1997.0,2012,0.0,연건동,종로구,일반상업,11,집합,19,11110,2.0,0,461.615,inf
15000,0,92.07,제1종근린생활,1984.0,2012,44.7,창신동,종로구,제3종일반주거,11,일반,19,11110,0.0,0,162.92,335.57
12000,0,96.96,제1종근린생활,1989.0,2012,27.29,창신동,종로구,제2종일반주거,11,일반,19,11110,0.0,0,123.762,439.722
1350,0,16.88,판매,1993.0,2012,0.0,창신동,종로구,제3종일반주거,11,집합,21,11110,0.0,0,79.976,inf
13000,0,40.45,업무,1997.0,2012,0.0,창신동,종로구,일반상업,11,집합,30,11110,7.0,0,321.384,inf
15200,0,29.25,제2종근린생활,2000.0,2012,0.0,무악동,종로구,제3종일반주거,11,집합,19,11110,1.0,0,519.658,inf
86000,0,51.17,제1종근린생활,0.0,2013,82.6,필운동,종로구,제2종일반주거,1,일반,12,11110,0.0,0,1680.672,1041.162
49722,0,132.42,제1종근린생활,2008.0,2013,0.0,사직동,종로구,준주거,1,집합,22,11110,0.0,0,375.487,inf
47780,0,127.26,제1종근린생활,2008.0,2013,0.0,사직동,종로구,준주거,1,집합,22,11110,0.0,0,375.452,inf
10329,0,22.61,제2종근린생활,1981.0,2013,0.0,당주동,종로구,일반상업,1,집합,30,11110,0.0,0,456.833,inf
879087,0,1977.76,기타,1993.0,2013,612.2,관훈동,종로구,일반상업,1,일반,17,11110,0.0,0,444.486,1435.947
4000,0,15.12,제1종근린생활,1998.0,2013,0.0,운니동,종로구,일반상업,1,집합,18,11110,1.0,0,264.55,inf
16300,0,24.49,판매,2003.0,2013,0.0,익선동,종로구,일반상업,1,집합,24,11110,1.0,0,665.578,inf
32500,0,37.83,업무,2005.0,2013,0.0,경운동,종로구,일반상업,1,집합,16,11110,2.0,0,859.107,inf
30000,0,35.89,업무,2005.0,2013,0.0,경운동,종로구,일반상업,1,집합,16,11110,2.0,0,835.887,inf
10000,0,8.08,제1종근린생활,1992.0,2013,0.0,인사동,종로구,일반상업,1,집합,14,11110,1.0,0,1237.624,inf
160000,0,337.25,제2종근린생활,0.0,2013,102.5,돈의동,종로구,일반상업,1,일반,30,11110,0.0,0,474.426,1560.976
73500,0,200.26,제2종근린생활,2009.0,2013,91.9,충신동,종로구,일반상업,1,일반,18,11110,0.0,0,367.023,799.782
13000,0,39.36,업무,1997.0,2013,0.0,창신동,종로구,일반상업,1,집합,8,11110,8.0,0,330.285,inf
10000,0,40.45,교육연구,1997.0,2013,0.0,창신동,종로구,일반상업,1,집합,22,11110,9.0,0,247.219,inf
35000,0,40.26,제2종근린생활,1960.0,2013,66.1,숭인동,종로구,일반상업,1,일반,15,11110,0.0,0,869.349,529.501
4500,0,16.0,제2종근린생활,1995.0,2013,0.0,교북동,종로구,제3종일반주거,1,집합,21,11110,0.0,0,281.25,inf
31000,0,77.65,제1종근린생활,2005.0,2013,33.0,부암동,종로구,제2종일반주거,1,일반,9,11110,0.0,0,399.227,939.394
8300,0,23.02,제2종근린생활,1983.0,2013,0.0,당주동,종로구,일반상업,2,집합,18,11110,0.0,0,360.556,inf
10747,0,23.5,제2종근린생활,1981.0,2013,0.0,당주동,종로구,일반상업,2,집합,19,11110,0.0,0,457.319,inf
6160,0,12.65,제1종근린생활,1985.0,2013,0.0,당주동,종로구,일반상업,2,집합,25,11110,-1.0,0,486.957,inf
