거래금액,거래유형,건물면적,건물주용도,건축년도,년,대지면적,법정동,시군구,용도지역,월,유형,일,지역코드,층,구분,건물m2당가격,토지m2당가격
16315,0,19.98,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.567,inf
16315,0,19.98,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.567,inf
16618,0,20.35,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.609,inf
16618,0,20.35,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.609,inf
16618,0,20.35,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.609,inf
16618,0,20.35,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.609,inf
24576,0,30.1,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.478,inf
15336,0,18.78,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.613,inf
17065,0,20.9,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.507,inf
12410,0,15.2,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.447,inf
19714,0,24.15,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.315,inf
16916,0,20.72,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.409,inf
16916,0,20.72,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.409,inf
16916,0,20.72,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.409,inf
16916,0,20.72,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.409,inf
17376,0,21.28,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.541,inf
16916,0,20.72,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.409,inf
16916,0,20.72,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.409,inf
16916,0,20.72,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.409,inf
16916,0,20.72,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.409,inf
17376,0,21.28,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.541,inf
12084,0,14.8,제2종근린생활,1994.0,2017,0.0,혜화동,종로구,제3종일반주거,6,집합,30,11110,3.0,0,816.486,inf
162000,0,388.18,제2종근린생활,2010.0,2017,164.6,명륜1가,종로구,제2종일반주거,6,일반,12,11110,0.0,0,417.332,984.204
11550,0,33.75,교육연구,1997.0,2017,0.0,창신동,종로구,일반상업,6,집합,8,11110,0.0,0,342.222,inf
36032,0,18.55,제2종근린생활,0.0,2017,39.7,창신동,종로구,준주거,6,일반,23,11110,0.0,0,1942.426,907.607
743968,0,309.82,제1종근린생활,1966.0,2017,364.3,창신동,종로구,준주거,6,일반,23,11110,0.0,0,2401.291,2042.185
750000,0,762.06,제2종근린생활,0.0,2017,475.3,창신동,종로구,일반상업,6,일반,29,11110,0.0,0,984.174,1577.951
30000,0,39.6,제2종근린생활,2005.0,2017,0.0,숭인동,종로구,일반상업,6,집합,2,11110,1.0,0,757.576,inf
179000,0,469.24,제2종근린생활,1989.0,2017,158.7,숭인동,종로구,일반상업,6,일반,8,11110,0.0,0,381.468,1127.914
12000,0,9.22,제1종근린생활,1971.0,2017,0.0,숭인동,종로구,일반상업,6,집합,12,11110,0.0,0,1301.518,inf
137400,0,327.63,제1종근린생활,2017.0,2017,156.7,숭인동,종로구,제2종일반주거,6,일반,30,11110,0.0,0,419.376,876.835
43000,0,63.11,제2종근린생활,1991.0,2017,0.0,평창동,종로구,제2종일반주거,6,집합,7,11110,2.0,0,681.35,inf
198000,0,818.47,제2종근린생활,1989.0,2017,423.0,부암동,종로구,제2종일반주거,6,일반,23,11110,0.0,0,241.915,468.085
89325,0,129.88,업무,1986.0,2017,0.0,적선동,종로구,일반상업,7,집합,28,11110,6.0,0,687.75,inf
11400,0,20.8,제2종근린생활,2008.0,2017,0.0,사직동,종로구,준주거,7,집합,17,11110,0.0,0,548.077,inf
9000,0,21.06,제1종근린생활,2004.0,2017,0.0,내수동,종로구,준주거,7,집합,4,11110,0.0,0,427.35,inf
13000,0,29.4,판매,2004.0,2017,0.0,내수동,종로구,일반상업,7,집합,15,11110,0.0,0,442.177,inf
38500,0,51.03,업무,1994.0,2017,0.0,내수동,종로구,일반상업,7,집합,25,11110,0.0,0,754.458,inf
326386,0,358.74,업무,1994.0,2017,0.0,내수동,종로구,일반상업,7,집합,27,11110,0.0,0,909.812,inf
178614,0,196.39,업무,1994.0,2017,0.0,내수동,종로구,일반상업,7,집합,27,11110,0.0,0,909.486,inf
22000,0,25.74,제1종근린생활,2005.0,2017,0.0,신문로1가,종로구,일반상업,7,집합,12,11110,0.0,0,854.701,inf
46500,0,48.76,업무,2005.0,2017,0.0,신문로1가,종로구,일반상업,7,집합,14,11110,9.0,0,953.651,inf
39000,0,43.46,업무,2005.0,2017,0.0,신문로1가,종로구,일반상업,7,집합,17,11110,0.0,0,897.377,inf
40300,0,43.46,업무,2005.0,2017,0.0,신문로1가,종로구,일반상업,7,집합,17,11110,0.0,0,927.289,inf
39000,0,43.46,업무,2005.0,2017,0.0,신문로1가,종로구,일반상업,7,집합,17,11110,0.0,0,897.377,inf
3092000,0,1925.02,제2종근린생활,1999.0,2017,0.0,서린동,종로구,일반상업,7,집합,5,11110,0.0,0,1606.217,inf
29000,0,29.31,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,7,집합,4,11110,16.0,0,989.423,inf
42000,0,40.07,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,7,집합,13,11110,16.0,0,1048.166,inf
34180,0,39.45,판매,2004.0,2017,0.0,수송동,종로구,일반상업,7,집합,17,11110,2.0,0,866.413,inf
38000,0,39.67,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,7,집합,20,11110,14.0,0,957.903,inf
40500,0,40.07,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,7,집합,24,11110,9.0,0,1010.731,inf
50000,0,86.09,제2종근린생활,2004.0,2017,0.0,수송동,종로구,일반상업,7,집합,25,11110,0.0,0,580.788,inf
43700,0,70.81,제2종근린생활,2007.0,2017,0.0,종로1가,종로구,일반상업,7,집합,4,11110,0.0,0,617.144,inf
153000,0,80.83,제1종근린생활,2007.0,2017,0.0,종로1가,종로구,일반상업,7,집합,7,11110,3.0,0,1892.862,inf
53000,0,29.8,제1종근린생활,2007.0,2017,0.0,종로1가,종로구,일반상업,7,집합,7,11110,0.0,0,1778.523,inf
46000,0,56.1,판매,2007.0,2017,0.0,종로1가,종로구,일반상업,7,집합,10,11110,3.0,0,819.964,inf
110000,0,122.84,교육연구,2005.0,2017,0.0,관철동,종로구,일반상업,7,집합,26,11110,2.0,0,895.474,inf
235000,0,94.38,제1종근린생활,1964.0,2017,92.9,계동,종로구,제1종일반주거,7,일반,8,11110,0.0,0,2489.934,2529.602
20000,0,23.89,제2종근린생활,1996.0,2017,9.44,계동,종로구,제1종일반주거,7,일반,24,11110,0.0,0,837.17,2118.644
456204,0,648.21,제2종근린생활,1995.0,2017,296.1,봉익동,종로구,일반상업,7,일반,26,11110,0.0,0,703.79,1540.709
145500,0,68.76,제1종근린생활,1970.0,2017,135.5,돈의동,종로구,일반상업,7,일반,7,11110,0.0,0,2116.056,1073.801
38000,0,81.92,업무,1967.0,2017,0.0,장사동,종로구,일반상업,7,집합,13,11110,0.0,0,463.867,inf
270750,0,345.59,제1종근린생활,1966.0,2017,128.9,관수동,종로구,일반상업,7,일반,18,11110,0.0,0,783.443,2100.465
312000,0,212.7,제1종근린생활,0.0,2017,119.0,관수동,종로구,일반상업,7,일반,18,11110,0.0,0,1466.855,2621.849
837250,0,330.78,제2종근린생활,0.0,2017,509.1,관수동,종로구,일반상업,7,일반,18,11110,0.0,0,2531.139,1644.569
3000,0,4.22,판매,1984.0,2017,0.0,종로5가,종로구,일반상업,7,집합,12,11110,0.0,0,710.9,inf
3000,0,4.22,판매,1984.0,2017,0.0,종로5가,종로구,일반상업,7,집합,12,11110,0.0,0,710.9,inf
193000,0,229.75,숙박,1955.0,2017,152.1,종로5가,종로구,일반상업,7,일반,17,11110,0.0,0,840.044,1268.902
450000,0,403.43,제1종근린생활,1963.0,2017,124.6,종로5가,종로구,일반상업,7,일반,22,11110,0.0,0,1115.435,3611.557
95000,0,9.92,판매,0.0,2017,0.0,종로6가,종로구,일반상업,7,집합,24,11110,21.0,0,9576.613,inf
41000,0,17.9,기타,2008.0,2017,0.0,동숭동,종로구,제3종일반주거,7,집합,17,11110,0.0,0,2290.503,inf
18000,0,23.46,제2종근린생활,1995.0,2017,0.0,명륜2가,종로구,제3종일반주거,7,집합,22,11110,0.0,0,767.263,inf
88000,0,99.4,제2종근린생활,1985.0,2017,75.0,명륜4가,종로구,제2종일반주거,7,일반,26,11110,0.0,0,885.312,1173.333
86500,0,99.4,제2종근린생활,1985.0,2017,75.0,명륜4가,종로구,제2종일반주거,7,일반,26,11110,0.0,0,870.221,1153.333
20000,0,8.41,판매,1997.0,2017,0.0,창신동,종로구,일반상업,7,집합,19,11110,0.0,0,2378.121,inf
1200000,0,1929.55,업무,1978.0,2017,474.8,창신동,종로구,일반상업,7,일반,28,11110,0.0,0,621.907,2527.38
103000,0,299.96,제1종근린생활,1993.0,2017,149.0,평창동,종로구,제2종일반주거,7,일반,10,11110,0.0,0,343.379,691.275
57486,0,66.44,기타,2006.0,2017,0.0,평창동,종로구,제2종일반주거,7,집합,21,11110,3.0,0,865.232,inf
57486,0,66.44,기타,2006.0,2017,0.0,평창동,종로구,제2종일반주거,7,집합,21,11110,4.0,0,865.232,inf
38404,0,44.38,기타,2006.0,2017,0.0,평창동,종로구,제2종일반주거,7,집합,21,11110,2.0,0,865.345,inf
12000,0,39.28,제1종근린생활,1970.0,2017,15.42,신영동,종로구,제2종일반주거,7,일반,14,11110,0.0,0,305.499,778.21
44037,0,100.03,제2종근린생활,2008.0,2017,0.0,사직동,종로구,준주거,8,집합,17,11110,0.0,0,440.238,inf
4750,0,10.63,제2종근린생활,2004.0,2017,0.0,내수동,종로구,준주거,8,집합,17,11110,0.0,0,446.849,inf
4750,0,10.63,제2종근린생활,2004.0,2017,0.0,내수동,종로구,준주거,8,집합,17,11110,0.0,0,446.849,inf
525000,0,469.52,제2종근린생활,0.0,2017,105.6,청진동,종로구,일반상업,8,일반,16,11110,0.0,0,1118.163,4971.591
38000,0,39.67,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,8,집합,16,11110,7.0,0,957.903,inf
60000,0,70.81,판매,2007.0,2017,0.0,종로1가,종로구,일반상업,8,집합,9,11110,0.0,0,847.338,inf
60500,0,79.0,업무,1968.0,2017,0.0,경운동,종로구,일반상업,8,집합,18,11110,2.0,0,765.823,inf
440000,0,421.69,제2종근린생활,1975.0,2017,114.0,관철동,종로구,일반상업,8,일반,28,11110,0.0,0,1043.421,3859.649
160000,0,55.17,제2종근린생활,0.0,2017,92.6,인사동,종로구,일반상업,8,일반,22,11110,0.0,0,2900.127,1727.862
500000,0,364.76,제2종근린생활,2012.0,2017,188.4,삼청동,종로구,제1종일반주거,8,일반,11,11110,0.0,0,1370.764,2653.928
1890000,0,1211.93,제1종근린생활,1986.0,2017,611.2,안국동,종로구,제2종일반주거,8,일반,4,11110,0.0,0,1559.496,3092.277
1750,0,4.0,판매,2004.0,2017,0.0,돈의동,종로구,일반상업,8,집합,7,11110,0.0,0,437.5,inf
1750,0,4.0,판매,2004.0,2017,0.0,돈의동,종로구,일반상업,8,집합,7,11110,0.0,0,437.5,inf
39000,0,37.88,제1종근린생활,1991.0,2017,0.0,돈의동,종로구,일반상업,8,집합,10,11110,0.0,0,1029.567,inf
13000,0,26.05,제1종근린생활,1967.0,2017,0.0,장사동,종로구,일반상업,8,집합,10,11110,0.0,0,499.04,inf
23500,0,42.89,제2종근린생활,2006.0,2017,0.0,인의동,종로구,일반상업,8,집합,23,11110,0.0,0,547.913,inf
23500,0,42.89,제2종근린생활,2006.0,2017,0.0,인의동,종로구,일반상업,8,집합,23,11110,0.0,0,547.913,inf
25500,0,43.8,제2종근린생활,2006.0,2017,0.0,인의동,종로구,일반상업,8,집합,23,11110,0.0,0,582.192,inf
23500,0,42.89,제2종근린생활,2006.0,2017,0.0,인의동,종로구,일반상업,8,집합,23,11110,0.0,0,547.913,inf
23500,0,42.89,제2종근린생활,2006.0,2017,0.0,인의동,종로구,일반상업,8,집합,23,11110,0.0,0,547.913,inf
25500,0,43.8,제2종근린생활,2006.0,2017,0.0,인의동,종로구,일반상업,8,집합,23,11110,0.0,0,582.192,inf
13000,0,5.78,판매,2006.0,2017,0.0,인의동,종로구,일반상업,8,집합,28,11110,0.0,0,2249.135,inf
122500,0,95.87,제1종근린생활,0.0,2017,115.7,효제동,종로구,일반상업,8,일반,1,11110,0.0,0,1277.772,1058.773
1100,0,4.2,판매,1984.0,2017,0.0,종로5가,종로구,일반상업,8,집합,24,11110,0.0,0,261.905,inf
35000,0,8.07,판매,0.0,2017,0.0,종로6가,종로구,일반상업,8,집합,4,11110,2.0,0,4337.051,inf
107000,0,11.8,판매,0.0,2017,0.0,종로6가,종로구,일반상업,8,집합,24,11110,0.0,0,9067.797,inf
223000,0,132.0,제2종근린생활,1966.0,2017,74.0,동숭동,종로구,제3종일반주거,8,일반,7,11110,0.0,0,1689.394,3013.514
1210000,0,1108.62,제2종근린생활,1985.0,2017,378.9,동숭동,종로구,제3종일반주거,8,일반,16,11110,0.0,0,1091.447,3193.455
123000,0,69.72,제2종근린생활,1963.0,2017,72.7,명륜4가,종로구,제2종일반주거,8,일반,1,11110,0.0,0,1764.2,1691.884
90000,0,59.5,제2종근린생활,0.0,2017,125.3,명륜4가,종로구,제2종일반주거,8,일반,18,11110,0.0,0,1512.605,718.276
40000,0,28.15,판매,2006.0,2017,0.0,창신동,종로구,제2종일반주거,8,집합,3,11110,1.0,0,1420.959,inf
7500,0,8.41,판매,1997.0,2017,0.0,창신동,종로구,일반상업,8,집합,4,11110,0.0,0,891.795,inf
22700,0,21.49,제1종근린생활,1937.0,2017,31.4,창신동,종로구,일반상업,8,일반,14,11110,0.0,0,1056.305,722.93
21566,0,37.12,제2종근린생활,2016.0,2017,0.0,숭인동,종로구,일반상업,8,집합,1,11110,2.0,0,580.981,inf
22934,0,39.44,제2종근린생활,2016.0,2017,0.0,숭인동,종로구,일반상업,8,집합,1,11110,2.0,0,581.491,inf
830000,0,2392.4,교육연구,0.0,2017,1099.2,숭인동,종로구,제3종일반주거,8,일반,30,11110,0.0,0,346.932,755.095
340000,0,237.68,제2종근린생활,0.0,2017,183.8,교남동,종로구,일반상업,8,일반,4,11110,0.0,0,1430.495,1849.837
125000,0,504.7,기타,1984.0,2017,420.0,평창동,종로구,제1종전용주거,8,일반,1,11110,0.0,0,247.672,297.619
134000,0,221.76,제2종근린생활,1988.0,2017,239.0,평창동,종로구,제1종전용주거,8,일반,4,11110,0.0,0,604.257,560.669
28769,0,34.27,기타,2006.0,2017,0.0,평창동,종로구,제2종일반주거,8,집합,30,11110,3.0,0,839.481,inf
236500,0,1525.03,제2종근린생활,2011.0,2017,823.0,신영동,종로구,제1종일반주거,8,일반,21,11110,0.0,0,155.079,287.363
108000,0,146.58,제2종근린생활,1974.0,2017,176.5,옥인동,종로구,제2종일반주거,9,일반,26,11110,0.0,0,736.799,611.898
120000,0,32.6,제1종근린생활,0.0,2017,64.1,내자동,종로구,일반상업,9,일반,1,11110,0.0,0,3680.982,1872.075
30000,0,63.63,제1종근린생활,2008.0,2017,0.0,사직동,종로구,준주거,9,집합,14,11110,0.0,0,471.476,inf
30000,0,19.18,제2종근린생활,2008.0,2017,0.0,사직동,종로구,준주거,9,집합,14,11110,0.0,0,1564.129,inf
450000,0,266.05,제2종근린생활,1963.0,2017,327.6,당주동,종로구,일반상업,9,일반,4,11110,0.0,0,1691.411,1373.626
4300,0,20.1,판매,1981.0,2017,0.0,신문로1가,종로구,일반상업,9,집합,14,11110,0.0,0,213.93,inf
318000,0,105.79,제1종근린생활,0.0,2017,87.6,청진동,종로구,일반상업,9,일반,29,11110,0.0,0,3005.955,3630.137
39700,0,40.07,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,9,집합,20,11110,8.0,0,990.766,inf
56750,0,33.06,제1종근린생활,0.0,2017,52.9,익선동,종로구,일반상업,9,일반,14,11110,0.0,0,1716.576,1072.779
61750,0,19.83,제1종근린생활,0.0,2017,46.3,익선동,종로구,일반상업,9,일반,14,11110,0.0,0,3113.969,1333.693
112000,0,170.64,업무,1968.0,2017,0.0,경운동,종로구,일반상업,9,집합,2,11110,3.0,0,656.353,inf
680000,0,467.2,제2종근린생활,1965.0,2017,78.7,관철동,종로구,일반상업,9,일반,22,11110,0.0,0,1455.479,8640.407
275000,0,102.61,제2종근린생활,0.0,2017,181.8,인사동,종로구,일반상업,9,일반,7,11110,0.0,0,2680.051,1512.651
150000,0,152.85,제2종근린생활,1991.0,2017,88.4,삼청동,종로구,제1종일반주거,9,일반,6,11110,0.0,0,981.354,1696.833
205000,0,89.26,제2종근린생활,0.0,2017,199.3,삼청동,종로구,제1종일반주거,9,일반,22,11110,0.0,0,2296.661,1028.6
34000,0,62.99,업무,1967.0,2017,0.0,장사동,종로구,일반상업,9,집합,4,11110,8.0,0,539.768,inf
38500,0,83.44,업무,1967.0,2017,0.0,장사동,종로구,일반상업,9,집합,4,11110,5.0,0,461.409,inf
17000,0,17.92,제1종근린생활,1967.0,2017,0.0,장사동,종로구,일반상업,9,집합,5,11110,0.0,0,948.661,inf
32000,0,32.5,제1종근린생활,1967.0,2017,0.0,장사동,종로구,일반상업,9,집합,11,11110,0.0,0,984.615,inf
110000,0,318.97,판매,2006.0,2017,0.0,인의동,종로구,일반상업,9,집합,19,11110,20.0,0,344.86,inf
290000,0,569.12,제2종근린생활,1966.0,2017,0.0,예지동,종로구,일반상업,9,집합,29,11110,0.0,0,509.559,inf
245000,0,425.11,업무,1998.0,2017,244.0,연지동,종로구,일반상업,9,일반,15,11110,0.0,0,576.321,1004.098
1500,0,4.95,판매,1984.0,2017,0.0,종로5가,종로구,일반상업,9,집합,12,11110,0.0,0,303.03,inf
546177,0,603.08,제2종근린생활,1995.0,2017,0.0,혜화동,종로구,제3종일반주거,9,집합,25,11110,2.0,0,905.646,inf
441678,0,660.53,제2종근린생활,1995.0,2017,0.0,혜화동,종로구,제3종일반주거,9,집합,25,11110,3.0,0,668.672,inf
398100,0,660.53,제2종근린생활,1995.0,2017,0.0,혜화동,종로구,제3종일반주거,9,집합,25,11110,4.0,0,602.698,inf
364767,0,222.6,제2종근린생활,1995.0,2017,0.0,혜화동,종로구,제3종일반주거,9,집합,25,11110,0.0,0,1638.666,inf
344650,0,777.82,제1종근린생활,1995.0,2017,0.0,혜화동,종로구,제3종일반주거,9,집합,25,11110,0.0,0,443.097,inf
898880,0,1069.74,제2종근린생활,1995.0,2017,0.0,혜화동,종로구,제3종일반주거,9,집합,25,11110,0.0,0,840.279,inf
289737,0,544.2,제2종근린생활,1995.0,2017,0.0,혜화동,종로구,제3종일반주거,9,집합,25,11110,6.0,0,532.409,inf
586011,0,340.98,제2종근린생활,1995.0,2017,0.0,혜화동,종로구,제3종일반주거,9,집합,25,11110,0.0,0,1718.608,inf
54000,0,131.1,제2종근린생활,1960.0,2017,91.6,창신동,종로구,제2종일반주거,9,일반,1,11110,0.0,0,411.899,589.52
319212,0,302.94,제1종근린생활,1966.0,2017,143.8,창신동,종로구,일반상업,9,일반,8,11110,0.0,0,1053.714,2219.833
145788,0,208.42,제1종근린생활,1970.0,2017,169.3,창신동,종로구,준주거,9,일반,8,11110,0.0,0,699.491,861.122
14500,0,37.17,제2종근린생활,1998.0,2017,0.0,창신동,종로구,제2종일반주거,9,집합,12,11110,1.0,0,390.1,inf
13000,0,38.16,제1종근린생활,1997.0,2017,0.0,창신동,종로구,제2종일반주거,9,집합,15,11110,1.0,0,340.671,inf
5000,0,14.89,제1종근린생활,1997.0,2017,0.0,창신동,종로구,제2종일반주거,9,집합,15,11110,1.0,0,335.796,inf
184000,0,364.94,제2종근린생활,1996.0,2017,0.0,창신동,종로구,일반상업,9,집합,28,11110,8.0,0,504.192,inf
11800,0,11.28,판매,1968.0,2017,0.0,창신동,종로구,일반상업,9,집합,28,11110,0.0,0,1046.099,inf
483600,0,224.17,제2종근린생활,1942.0,2017,307.4,숭인동,종로구,일반상업,9,일반,1,11110,0.0,0,2157.291,1573.195
340000,0,266.42,제2종근린생활,2002.0,2017,176.6,숭인동,종로구,일반상업,9,일반,21,11110,0.0,0,1276.18,1925.255
41500,0,77.65,제1종근린생활,2005.0,2017,33.0,부암동,종로구,제2종일반주거,9,일반,27,11110,0.0,0,534.449,1257.576
146000,0,386.17,제1종근린생활,1991.0,2017,190.5,청운동,종로구,제2종일반주거,10,일반,11,11110,0.0,0,378.072,766.404
124000,0,49.59,제2종근린생활,0.0,2017,82.5,필운동,종로구,제2종일반주거,10,일반,20,11110,0.0,0,2500.504,1503.03
27300,0,29.31,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,10,집합,13,11110,5.0,0,931.423,inf
40500,0,39.67,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,10,집합,13,11110,14.0,0,1020.923,inf
41000,0,39.67,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,10,집합,18,11110,16.0,0,1033.527,inf
43000,0,97.7,업무,1998.0,2017,0.0,익선동,종로구,일반상업,10,집합,19,11110,5.0,0,440.123,inf
170000,0,69.42,제1종근린생활,0.0,2017,122.3,익선동,종로구,일반상업,10,일반,27,11110,0.0,0,2448.862,1390.025
18000,0,52.48,제2종근린생활,2005.0,2017,0.0,관철동,종로구,일반상업,10,집합,12,11110,0.0,0,342.988,inf
18000,0,28.69,제2종근린생활,2005.0,2017,0.0,관철동,종로구,일반상업,10,집합,12,11110,0.0,0,627.396,inf
20000,0,28.96,제2종근린생활,1969.0,2017,0.0,인사동,종로구,일반상업,10,집합,1,11110,0.0,0,690.608,inf
1099000,0,1999.82,숙박,2001.0,2017,1144.1,낙원동,종로구,일반상업,10,일반,12,11110,0.0,0,549.549,960.58
320000,0,155.65,제2종근린생활,1972.0,2017,115.7,소격동,종로구,제1종일반주거,10,일반,23,11110,0.0,0,2055.895,2765.774
353000,0,92.56,제1종근린생활,0.0,2017,166.8,화동,종로구,제1종일반주거,10,일반,31,11110,0.0,0,3813.742,2116.307
264000,0,231.67,제2종근린생활,2006.0,2017,109.1,사간동,종로구,제1종일반주거,10,일반,13,11110,0.0,0,1139.552,2419.798
70000,0,89.96,판매,2004.0,2017,0.0,돈의동,종로구,일반상업,10,집합,27,11110,0.0,0,778.124,inf
19000,0,10.55,제1종근린생활,1967.0,2017,0.0,장사동,종로구,일반상업,10,집합,27,11110,0.0,0,1800.948,inf
24355844,0,52476.31,업무,1992.0,2017,596.1,연지동,종로구,일반상업,10,일반,12,11110,0.0,0,464.13,40858.655
103400,0,52.89,숙박,0.0,2017,124.3,효제동,종로구,일반상업,10,일반,30,11110,0.0,0,1955.001,831.858
30000,0,15.93,판매,0.0,2017,0.0,종로6가,종로구,일반상업,10,집합,1,11110,11.0,0,1883.239,inf
65000,0,13.26,판매,0.0,2017,0.0,종로6가,종로구,일반상업,10,집합,10,11110,10.0,0,4901.961,inf
37000,0,9.36,판매,1973.0,2017,0.0,종로6가,종로구,일반상업,10,집합,25,11110,0.0,0,3952.991,inf
670000,0,1657.7,제2종근린생활,2004.0,2017,429.8,이화동,종로구,제2종일반주거,10,일반,11,11110,0.0,0,404.174,1558.865
59300,0,46.28,제2종근린생활,1991.0,2017,64.7,이화동,종로구,제2종일반주거,10,일반,23,11110,0.0,0,1281.331,916.538
42000,0,56.9,숙박,1983.0,2017,69.4,창신동,종로구,일반상업,10,일반,10,11110,0.0,0,738.137,605.187
15000,0,40.45,업무,1997.0,2017,0.0,창신동,종로구,일반상업,10,집합,23,11110,0.0,0,370.828,inf
6000,0,18.9,제2종근린생활,1993.0,2017,0.0,창신동,종로구,제3종일반주거,10,집합,28,11110,0.0,0,317.46,inf
5000,0,18.77,업무,1995.0,2017,0.0,교북동,종로구,제3종일반주거,10,집합,25,11110,0.0,0,266.383,inf
60000,0,478.02,제2종근린생활,1994.0,2017,174.0,구기동,종로구,제2종일반주거,10,일반,23,11110,0.0,0,125.518,344.828
303000,0,1154.16,제2종근린생활,2005.0,2017,453.0,평창동,종로구,제2종일반주거,10,일반,13,11110,0.0,0,262.529,668.874
28769,0,34.27,기타,2006.0,2017,0.0,평창동,종로구,제2종일반주거,10,집합,18,11110,3.0,0,839.481,inf
84000,0,120.34,기타,2001.0,2017,162.8,평창동,종로구,제1종전용주거,10,일반,31,11110,0.0,0,698.022,515.971
28500,0,45.95,제1종근린생활,1986.0,2017,32.0,부암동,종로구,제2종일반주거,10,일반,23,11110,0.0,0,620.239,890.625
28000,0,80.49,업무,2002.0,2017,0.0,부암동,종로구,제2종일반주거,10,집합,31,11110,5.0,0,347.869,inf
5400,0,28.5,제1종근린생활,1980.0,2017,0.0,무악동,종로구,제3종일반주거,10,집합,17,11110,2.0,0,189.474,inf
240000,0,84.73,제2종근린생활,0.0,2017,164.0,통의동,종로구,제1종일반주거,11,일반,16,11110,0.0,0,2832.527,1463.415
237500,0,193.02,제2종근린생활,1968.0,2017,121.88,통의동,종로구,제2종일반주거,11,일반,22,11110,0.0,0,1230.442,1948.638
47500,0,38.6,제2종근린생활,1968.0,2017,24.38,통의동,종로구,제2종일반주거,11,일반,22,11110,0.0,0,1230.57,1948.318
47500,0,38.6,제2종근린생활,1968.0,2017,24.38,통의동,종로구,제2종일반주거,11,일반,22,11110,0.0,0,1230.57,1948.318
47500,0,38.6,제2종근린생활,1968.0,2017,24.38,통의동,종로구,제2종일반주거,11,일반,22,11110,0.0,0,1230.57,1948.318
1430788,0,311.14,기타,1945.0,2017,2605.0,사직동,종로구,제2종일반주거,11,일반,16,11110,0.0,0,4598.534,549.247
28000,0,29.31,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,11,집합,4,11110,13.0,0,955.305,inf
39500,0,39.67,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,11,집합,17,11110,12.0,0,995.715,inf
36500,0,36.86,숙박,2005.0,2017,0.0,수송동,종로구,일반상업,11,집합,21,11110,8.0,0,990.233,inf
65000,0,86.15,판매,2007.0,2017,0.0,종로1가,종로구,일반상업,11,집합,15,11110,3.0,0,754.498,inf
350000,0,375.97,제2종근린생활,2016.0,2017,182.9,권농동,종로구,일반상업,11,일반,28,11110,0.0,0,930.925,1913.614
158000,0,57.75,제2종근린생활,0.0,2017,128.9,익선동,종로구,일반상업,11,일반,7,11110,0.0,0,2735.931,1225.756
47000,0,24.73,제2종근린생활,0.0,2017,37.7,익선동,종로구,일반상업,11,일반,20,11110,0.0,0,1900.526,1246.684
