거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"125,000",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,2,11710-6249,84.99,,22,11710,21,,
"141,800",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,4,11710-164,81.75,,27,11710,9,,
"89,500",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,4,11710-6346,59.96,,19,11710,3,,
"106,000",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,4,11710-6249,84.99,,22,11710,29,,
"112,000",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,5,11710-6249,84.99,,22,11710,30,,
"130,500",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,6,11710-164,76.5,,27,11710,13,,
"107,000",,2006,2017,잠실로,00088,00000,11710,01,0,3123015,잠실동,0044,0000,11710,10100,1,레이크팰리스,1,6,11710-5957,84.82,,44,11710,21,,
"149,000",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,6,11710-164,82.51,,27,11710,13,,
"63,000",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,7,11710-6249,27.68,,22,11710,22,,
"90,000",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,7,11710-6346,59.96,,19,11710,5,,
"56,500",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,9,11710-6249,27.68,,22,11710,30,,
"114,000",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,9,11710-6346,84.8,,19,11710,11,,
"149,000",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,10,11710-164,82.61,,27,11710,7,,
"140,000",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,10,11710-6346,119.93,,19,11710,26,,
"120,800",,2005,2017,올림픽로,00212,00000,11710,01,0,3123023,잠실동,0040,0000,11710,10100,1,갤러리아팰리스,1,11,11710-281,123.291,,40,11710,22,,
"90,000",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,11,11710-6346,59.96,,19,11710,15,,
"108,000",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,11,11710-6249,84.99,,22,11710,6,,
"122,500",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,11,11710-6249,84.99,,22,11710,17,,
"148,500",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,12,11710-164,82.61,,27,11710,2,,
"117,000",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,12,11710-6249,84.99,,22,11710,11,,
"134,000",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,13,11710-164,76.5,,27,11710,15,,
"90,000",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,13,11710-6346,59.96,,19,11710,3,,
"95,000",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,14,11710-6346,59.96,,19,11710,19,,
"152,300",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,20,11710-164,82.61,,27,11710,8,,
"105,500",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,20,11710-6346,84.8,,19,11710,18,,
"121,500",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,20,11710-6249,84.99,,22,11710,15,,
"111,000",,2007,2017,잠실로,00062,00000,11710,01,0,3123015,잠실동,0035,0000,11710,10100,1,트리지움,1,20,11710-6028,84.83,,35,11710,13,,
"89,900",,2007,2017,잠실로,00062,00000,11710,01,0,3123015,잠실동,0035,0000,11710,10100,1,트리지움,1,20,11710-6028,59.88,,35,11710,26,,
"105,500",,1981,2017,올림픽로4길,00042,00000,11710,01,0,4169439,잠실동,0101,0001,11710,10100,1,우성아파트,1,21,11710-159,84.96,,101-1,11710,5,,
"119,000",,2008,2017,올림픽로,00135,00000,11710,01,0,3123023,잠실동,0022,0000,11710,10100,1,리센츠,1,21,11710-6249,84.99,,22,11710,21,,
"137,200",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,21,11710-164,76.5,,27,11710,11,,
"139,000",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,23,11710-164,76.5,,27,11710,3,,
"110,500",,1981,2017,올림픽로4길,00042,00000,11710,01,0,4169439,잠실동,0101,0001,11710,10100,1,우성아파트,1,24,11710-159,96.65,,101-1,11710,10,,
"109,500",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,24,11710-6346,84.97,,19,11710,25,,
"86,000",,2006,2017,잠실로,00088,00000,11710,01,0,3123015,잠실동,0044,0000,11710,10100,1,레이크팰리스,1,24,11710-5957,59.97,,44,11710,23,,
"147,000",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,24,11710-164,81.75,,27,11710,5,,
"152,300",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,24,11710-164,82.51,,27,11710,8,,
"140,000",,1978,2017,송파대로,00567,00000,11710,01,0,2005011,잠실동,0027,0000,11710,10100,1,주공아파트 5단지,1,24,11710-164,76.5,,27,11710,3,,
"127,000",,2006,2017,잠실로,00088,00000,11710,01,0,3123015,잠실동,0044,0000,11710,10100,1,레이크팰리스,1,25,11710-5957,116.19,,44,11710,24,,
"91,500",,2008,2017,올림픽로,00099,00000,11710,01,0,3123023,잠실동,0019,0000,11710,10100,1,잠실엘스,1,30,11710-6346,59.96,,19,11710,22,,
