거래금액,거래유형,건물면적,건물주용도,건축년도,년,대지면적,법정동,시군구,용도지역,월,유형,일,중개사소재지,지역코드,층,해제사유발생일,해제여부,구분
"47,262",,45,제1종근린생활,2016,2017,,아현동,마포구,제2종일반주거,1,집합,6,,11440,1,,,
"10,900",,19.6,업무,1987,2017,,아현동,마포구,준주거,1,집합,10,,11440,,,,
"20,500",,45.86,업무,2002,2017,,공덕동,마포구,일반상업,1,집합,9,,11440,,,,
"45,000",,90.96,업무,2002,2017,,공덕동,마포구,일반상업,1,집합,11,,11440,13,,,
"21,700",,45.86,업무,2002,2017,,공덕동,마포구,일반상업,1,집합,14,,11440,23,,,
"12,300",,27.7,제1종근린생활,2005,2017,,신공덕동,마포구,일반상업,1,집합,18,,11440,,,,
"14,250",,30.38,제1종근린생활,2000,2017,,도화동,마포구,제3종일반주거,1,집합,6,,11440,,,,
"87,000",,28.48,제1종근린생활,2007,2017,,도화동,마포구,일반상업,1,집합,18,,11440,1,,,
"11,000",,26.13,업무,1987,2017,,도화동,마포구,일반상업,1,집합,19,,11440,13,,,
"20,000",,83.94,판매,1984,2017,,도화동,마포구,일반상업,1,집합,20,,11440,,,,
"20,000",,110.17,판매,1984,2017,,도화동,마포구,일반상업,1,집합,20,,11440,,,,
"123,000",,257.65,제2종근린생활,1977,2017,140.2,도화동,마포구,제3종일반주거,1,일반,24,,11440,,,,
"11,900",,29.06,업무,1986,2017,,마포동,마포구,준주거,1,집합,9,,11440,9,,,
"30,000",,53,제2종근린생활,2016,2017,,마포동,마포구,제3종일반주거,1,집합,11,,11440,,,,
"43,000",,44.01,제2종근린생활,2014,2017,,대흥동,마포구,일반상업,1,집합,5,,11440,,,,
"132,000",,96.56,제1종근린생활,1960,2017,185,대흥동,마포구,제2종일반주거,1,일반,13,,11440,,,,
"30,000",,23.94,제2종근린생활,1956,2017,33,염리동,마포구,제2종일반주거,1,일반,10,,11440,,,,
"7,250",,14.05,업무,2006,2017,,노고산동,마포구,일반상업,1,집합,14,,11440,,,,
"20,850",,22.12,숙박,2006,2017,,노고산동,마포구,일반상업,1,집합,19,,11440,11,,,
"17,200",,60,제2종근린생활,2008,2017,,서교동,마포구,제2종일반주거,1,집합,26,,11440,1,,,
"333,041",,929.35,제2종근린생활,2010,2017,165.1,동교동,마포구,제3종일반주거,1,일반,2,,11440,,,,
"33,090",,9.86,판매,2007,2017,,동교동,마포구,근린상업,1,집합,12,,11440,,,,
"26,370",,8.41,판매,2007,2017,,동교동,마포구,근린상업,1,집합,24,,11440,,,,
"17,000",,37.93,제2종근린생활,2014,2017,,합정동,마포구,제2종일반주거,1,집합,3,,11440,,,,
"16,700",,37.93,제2종근린생활,2014,2017,,합정동,마포구,제2종일반주거,1,집합,31,,11440,1,,,
"85,000",,379.95,제2종근린생활,2014,2017,,망원동,마포구,제2종일반주거,1,집합,11,,11440,,,,
"337,000",,346.05,제2종근린생활,1989,2017,198,연남동,마포구,제2종일반주거,1,일반,7,,11440,,,,
"62,500",,26.3,제1종근린생활,2014,2017,,성산동,마포구,유통상업,1,집합,12,,11440,1,,,
"436,450",,1257.02,제2종근린생활,2014,2017,392.7,성산동,마포구,제2종일반주거,1,일반,18,,11440,,,,
"10,000",,19.8,업무,2002,2017,,성산동,마포구,제2종일반주거,1,집합,18,,11440,,,,
"27,300",,64.45,제1종근린생활,1986,2017,39.2,아현동,마포구,제2종일반주거,2,일반,10,,11440,,,,
"10,000",,19.6,업무,1987,2017,,아현동,마포구,준주거,2,집합,21,,11440,,,,
"11,000",,19.6,업무,1987,2017,,아현동,마포구,준주거,2,집합,23,,11440,,,,
"190,000",,520.56,제1종근린생활,1989,2017,172,공덕동,마포구,일반상업,2,일반,1,,11440,,,,
"190,000",,520.56,제1종근린생활,1989,2017,172,공덕동,마포구,일반상업,2,일반,1,,11440,,,,
"9,100",,19.08,업무,2002,2017,,공덕동,마포구,일반상업,2,집합,6,,11440,4,,,
"31,500",,103.11,업무,1985,2017,,공덕동,마포구,일반상업,2,집합,17,,11440,12,,,
"21,000",,45.86,업무,2002,2017,,공덕동,마포구,일반상업,2,집합,22,,11440,19,,,
"20,500",,64.17,업무,1985,2017,,공덕동,마포구,일반상업,2,집합,24,,11440,,,,
"22,000",,45.86,업무,2002,2017,,공덕동,마포구,일반상업,2,집합,27,,11440,15,,,
"22,000",,45.86,업무,2002,2017,,공덕동,마포구,일반상업,2,집합,27,,11440,15,,,
"12,000",,31.97,제2종근린생활,2005,2017,,신공덕동,마포구,일반상업,2,집합,28,,11440,,,,
"22,000",,76.4,업무,1985,2017,,도화동,마포구,일반상업,2,집합,3,,11440,8,,,
"98,000",,34.65,제2종근린생활,2006,2017,,도화동,마포구,일반상업,2,집합,17,,11440,1,,,
"165,000",,199.15,제2종근린생활,1983,2017,162.6,도화동,마포구,제2종일반주거,2,일반,25,,11440,,,,
"14,500",,41.66,업무,1987,2017,,마포동,마포구,준주거,2,집합,9,,11440,13,,,
"15,000",,44.11,업무,1987,2017,,마포동,마포구,준주거,2,집합,21,,11440,9,,,
"33,500",,129.42,판매,1980,2017,,염리동,마포구,제3종일반주거,2,집합,18,,11440,,,,
"33,500",,130.05,판매,1980,2017,,염리동,마포구,제3종일반주거,2,집합,18,,11440,,,,
"20,000",,26.48,제2종근린생활,2010,2017,,노고산동,마포구,제2종일반주거,2,집합,3,,11440,3,,,
"98,000",,36.36,제2종근린생활,,2017,81,노고산동,마포구,일반상업,2,일반,3,,11440,,,,
"6,500",,17.16,제1종근린생활,1999,2017,,노고산동,마포구,일반상업,2,집합,17,,11440,,,,
"340,000",,684.05,제1종근린생활,2011,2017,276,창전동,마포구,제3종일반주거,2,일반,21,,11440,,,,
"170,000",,189.91,제1종근린생활,2015,2017,116,상수동,마포구,제2종일반주거,2,일반,21,,11440,,,,
"307,000",,261.93,제2종근린생활,2009,2017,131.6,서교동,마포구,제2종일반주거,2,일반,1,,11440,,,,
"543,000",,998.91,제2종근린생활,2015,2017,443,서교동,마포구,제2종일반주거,2,일반,2,,11440,,,,
"17,000",,20.46,업무,2001,2017,,서교동,마포구,제2종일반주거,2,집합,3,,11440,8,,,
"500,000",,1559.4,제2종근린생활,1997,2017,375.2,서교동,마포구,제3종일반주거,2,일반,16,,11440,,,,
"82,000",,144.68,제2종근린생활,2004,2017,,서교동,마포구,제3종일반주거,2,집합,22,,11440,,,,
"40,000",,74.57,제2종근린생활,2004,2017,,서교동,마포구,제3종일반주거,2,집합,22,,11440,,,,
"25,000",,37.43,제2종근린생활,2004,2017,,서교동,마포구,제3종일반주거,2,집합,22,,11440,,,,
"36,000",,72.37,제2종근린생활,2004,2017,,서교동,마포구,제3종일반주거,2,집합,22,,11440,,,,
"30,000",,60.38,제2종근린생활,2004,2017,,서교동,마포구,제3종일반주거,2,집합,22,,11440,,,,
"42,000",,83.33,제2종근린생활,2004,2017,,서교동,마포구,제3종일반주거,2,집합,22,,11440,,,,
"45,000",,82.21,제2종근린생활,2004,2017,,서교동,마포구,제3종일반주거,2,집합,22,,11440,,,,
"15,750",,26.98,업무,2001,2017,,서교동,마포구,제2종일반주거,2,집합,23,,11440,7,,,
"145,000",,215.28,제2종근린생활,1996,2017,81,서교동,마포구,제2종일반주거,2,일반,27,,11440,,,,
"49,500",,129.76,제2종근린생활,1988,2017,49.34,동교동,마포구,제2종일반주거,2,일반,20,,11440,,,,
"33,000",,86.51,제2종근린생활,1988,2017,32.89,동교동,마포구,제2종일반주거,2,일반,20,,11440,,,,
"13,500",,24.57,제2종근린생활,1999,2017,,동교동,마포구,근린상업,2,집합,24,,11440,,,,
"5,000",,24.97,제2종근린생활,1999,2017,,동교동,마포구,근린상업,2,집합,27,,11440,1,,,
"25,000",,33.78,제1종근린생활,2006,2017,,합정동,마포구,일반상업,2,집합,14,,11440,1,,,
"237,000",,510.32,제2종근린생활,1990,2017,207,연남동,마포구,제2종일반주거,2,일반,2,,11440,,,,
"237,000",,510.32,제2종근린생활,1990,2017,207,연남동,마포구,제2종일반주거,2,일반,3,,11440,,,,
"200,000",,648.74,제1종근린생활,1994,2017,198,연남동,마포구,제2종일반주거,2,일반,17,,11440,,,,
"18,500",,32.34,제1종근린생활,2008,2017,,연남동,마포구,제2종일반주거,2,집합,21,,11440,1,,,
"30,000",,25.22,제2종근린생활,2012,2017,,성산동,마포구,제2종일반주거,2,집합,27,,11440,,,,
"30,000",,83.02,제1종근린생활,2012,2017,,상암동,마포구,준주거,2,집합,1,,11440,4,,,
"22,000",,31.63,판매,2007,2017,,상암동,마포구,일반상업,2,집합,2,,11440,,,,
"40,950",,41,제2종근린생활,2007,2017,,상암동,마포구,일반상업,2,집합,25,,11440,,,,
"114,000",,118.59,기타,2010,2017,,상암동,마포구,제3종일반주거,2,집합,28,,11440,10,,,
"10,700",,19.6,업무,1987,2017,,아현동,마포구,준주거,3,집합,20,,11440,,,,
"120,000",,35.53,제2종근린생활,2013,2017,,공덕동,마포구,준주거,3,집합,2,,11440,,,,
"21,400",,45.86,업무,2002,2017,,공덕동,마포구,일반상업,3,집합,9,,11440,23,,,
"33,000",,89.15,제1종근린생활,1961,2017,60,공덕동,마포구,제2종일반주거,3,일반,13,,11440,,,,
"85,000",,132.37,제1종근린생활,1997,2017,93,공덕동,마포구,제2종일반주거,3,일반,14,,11440,,,,
"10,000",,23.34,업무,1987,2017,,도화동,마포구,일반상업,3,집합,3,,11440,12,,,
"101,270",,25,제2종근린생활,1961,2017,40.85,도화동,마포구,일반상업,3,일반,24,,11440,,,,
"198,000",,493.82,제1종근린생활,1995,2017,205,용강동,마포구,제2종일반주거,3,일반,6,,11440,,,,
"70,000",,23.23,제2종근린생활,2016,2017,,용강동,마포구,제2종일반주거,3,집합,30,,11440,,,,
"74,000",,117.64,업무,1986,2017,,마포동,마포구,준주거,3,집합,17,,11440,1,,,
"92,000",,209.32,제2종근린생활,1969,2017,53,대흥동,마포구,준주거,3,일반,2,,11440,,,,
"57,000",,81.24,제1종근린생활,,2017,113,대흥동,마포구,준주거,3,일반,2,,11440,,,,
"85,000",,234,제2종근린생활,2009,2017,,신수동,마포구,제3종일반주거,3,집합,21,,11440,,,,
"259,630",,591.86,제2종근린생활,2011,2017,122,신수동,마포구,제2종일반주거,3,일반,28,,11440,,,,
"248,000",,591.86,제2종근린생활,2011,2017,122,신수동,마포구,제2종일반주거,3,일반,28,,11440,,,,
"69,000",,39.49,제1종근린생활,2007,2017,,창전동,마포구,제2종일반주거,3,집합,30,,11440,1,,,
"1,430,000",,505.49,제2종근린생활,1968,2017,573.9,서교동,마포구,근린상업,3,일반,2,,11440,,,,
"81,000",,57.66,판매,2012,2017,,서교동,마포구,일반상업,3,집합,3,,11440,,,,
"99,000",,67.22,판매,2012,2017,,서교동,마포구,일반상업,3,집합,3,,11440,,,,
"80,000",,78.05,제1종근린생활,2016,2017,,서교동,마포구,제2종일반주거,3,집합,10,,11440,2,,,
"100,000",,92.2,제1종근린생활,2016,2017,,서교동,마포구,제2종일반주거,3,집합,10,,11440,1,,,
"72,500",,688.26,판매,2012,2017,,서교동,마포구,일반상업,3,집합,15,,11440,1,,,
"12,200",,34.58,판매,1971,2017,,서교동,마포구,제2종일반주거,3,집합,17,,11440,,,,
"1,270,000",,1621.5,업무,2004,2017,436.7,서교동,마포구,제2종일반주거,3,일반,31,,11440,,,,
"5,000",,24.97,제2종근린생활,1999,2017,,동교동,마포구,근린상업,3,집합,10,,11440,,,,
"37,478",,58.06,제1종근린생활,2003,2017,,합정동,마포구,제2종일반주거,3,집합,15,,11440,1,,,
"65,961",,102.19,제2종근린생활,2003,2017,,합정동,마포구,제2종일반주거,3,집합,15,,11440,2,,,
"41,000",,58.06,제1종근린생활,,2017,,합정동,마포구,제2종일반주거,3,집합,15,,11440,1,,,
"72,000",,102.19,제2종근린생활,,2017,,합정동,마포구,제2종일반주거,3,집합,15,,11440,2,,,
"67,820",,102.19,제2종근린생활,2003,2017,,합정동,마포구,제2종일반주거,3,집합,15,,11440,2,,,
"38,534",,58.06,제1종근린생활,2003,2017,,합정동,마포구,제2종일반주거,3,집합,15,,11440,1,,,
"210,000",,460.47,제2종근린생활,2005,2017,162,망원동,마포구,제2종일반주거,3,일반,14,,11440,,,,
"9,300",,16.32,제2종근린생활,2008,2017,,망원동,마포구,제2종일반주거,3,집합,18,,11440,1,,,
"118,000",,89.91,제2종근린생활,1970,2017,89.6,연남동,마포구,제2종일반주거,3,일반,29,,11440,,,,
"10,000",,18,업무,2002,2017,,성산동,마포구,제2종일반주거,3,집합,8,,11440,2,,,
"550,000",,2332.27,기타,2010,2017,753.8,상암동,마포구,제3종일반주거,3,일반,10,,11440,,,,
"6,201",,31.32,제2종근린생활,2005,2017,,상암동,마포구,제3종일반주거,3,집합,20,,11440,,,,
"23,730",,46.08,제1종근린생활,2015,2017,,상암동,마포구,제3종일반주거,3,집합,21,,11440,,,,
"89,000",,84.78,기타,2010,2017,,상암동,마포구,제3종일반주거,3,집합,24,,11440,25,,,
"33,324",,94.68,제1종근린생활,2016,2017,,상암동,마포구,제3종일반주거,3,집합,24,,11440,3,,,
"30,199",,84.27,제2종근린생활,2016,2017,,아현동,마포구,제2종일반주거,4,집합,5,,11440,,,,
"12,900",,23.1,업무,1987,2017,,아현동,마포구,준주거,4,집합,11,,11440,,,,
"10,800",,19.6,업무,1987,2017,,아현동,마포구,준주거,4,집합,11,,11440,,,,
"10,000",,19.6,업무,1987,2017,,아현동,마포구,준주거,4,집합,18,,11440,,,,
"79,792",,65.82,판매,1970,2017,,아현동,마포구,제3종일반주거,4,집합,20,,11440,1,,,
"10,300",,19.6,업무,1987,2017,,아현동,마포구,준주거,4,집합,25,,11440,,,,
"10,400",,19.6,업무,1987,2017,,아현동,마포구,준주거,4,집합,25,,11440,,,,
"10,300",,19.6,업무,1987,2017,,아현동,마포구,준주거,4,집합,25,,11440,,,,
"67,000",,39.67,제1종근린생활,,2017,63,공덕동,마포구,일반상업,4,일반,5,,11440,,,,
"85,000",,281.62,제1종근린생활,1997,2017,139,공덕동,마포구,제2종일반주거,4,일반,17,,11440,,,,
"12,000",,26.14,업무,1987,2017,,도화동,마포구,일반상업,4,집합,20,,11440,13,,,
"20,000",,43.74,제1종근린생활,1972,2017,19.73,용강동,마포구,제3종일반주거,4,일반,11,,11440,,,,
"51,000",,84.9,제1종근린생활,2016,2017,,마포동,마포구,제3종일반주거,4,집합,1,,11440,,,,
"16,750",,47.16,제1종근린생활,1992,2017,,마포동,마포구,준주거,4,집합,17,,11440,1,,,
"90,000",,67.32,제1종근린생활,2007,2017,,대흥동,마포구,제3종일반주거,4,집합,6,,11440,1,,,
"126,000",,297.74,제1종근린생활,1990,2017,122,대흥동,마포구,제2종일반주거,4,일반,9,,11440,,,,
"136,000",,125.73,제1종근린생활,1985,2017,89,대흥동,마포구,제2종일반주거,4,일반,24,,11440,,,,
"90,000",,148.2,제2종근린생활,2003,2017,,염리동,마포구,제3종일반주거,4,집합,6,,11440,2,,,
"105,000",,178.22,제2종근린생활,2003,2017,,염리동,마포구,제3종일반주거,4,집합,6,,11440,2,,,
"265,000",,462.87,제1종근린생활,2002,2017,186.1,노고산동,마포구,제2종일반주거,4,일반,10,,11440,,,,
"56,308",,88.28,업무,2017,2017,,노고산동,마포구,일반상업,4,집합,26,,11440,14,,,
"15,750",,32.67,제2종근린생활,2003,2017,,창전동,마포구,제2종일반주거,4,집합,11,,11440,2,,,
"130,000",,309.66,제2종근린생활,1994,2017,124.45,창전동,마포구,제2종일반주거,4,일반,13,,11440,,,,
"245,000",,329.55,제2종근린생활,2010,2017,182.1,서교동,마포구,제2종일반주거,4,일반,14,,11440,,,,
"475,000",,524.5,제2종근린생활,1973,2017,406.3,서교동,마포구,제2종일반주거,4,일반,19,,11440,,,,
"35,700",,16.23,제2종근린생활,2012,2017,,서교동,마포구,일반상업,4,집합,19,,11440,1,,,
"150,000",,312.78,제2종근린생활,2011,2017,145.1,서교동,마포구,제2종일반주거,4,일반,20,,11440,,,,
"280,000",,230.38,제2종근린생활,1988,2017,145.1,서교동,마포구,제2종일반주거,4,일반,21,,11440,,,,
"585,000",,627.53,제1종근린생활,1976,2017,330.9,서교동,마포구,제2종일반주거,4,일반,23,,11440,,,,
"62,000",,30.72,제2종근린생활,2004,2017,,서교동,마포구,제3종일반주거,4,집합,26,,11440,1,,,
"5,000",,24.97,제2종근린생활,1999,2017,,동교동,마포구,근린상업,4,집합,24,,11440,,,,
"5,000",,24.97,제2종근린생활,1999,2017,,동교동,마포구,근린상업,4,집합,24,,11440,,,,
"5,000",,24.97,제2종근린생활,1999,2017,,동교동,마포구,근린상업,4,집합,25,,11440,,,,
"5,000",,24.97,제2종근린생활,1999,2017,,동교동,마포구,근린상업,4,집합,25,,11440,,,,
"14,900",,24.57,제2종근린생활,1999,2017,,동교동,마포구,근린상업,4,집합,29,,11440,,,,
"25,480",,55.6,제2종근린생활,2001,2017,,합정동,마포구,제2종일반주거,4,집합,24,,11440,1,,,
"410,000",,164.39,제2종근린생활,1977,2017,359,합정동,마포구,제2종일반주거,4,일반,28,,11440,,,,
"193,000",,263.36,제1종근린생활,1985,2017,127.9,연남동,마포구,제2종일반주거,4,일반,1,,11440,,,,
"323,000",,313.98,제1종근린생활,1985,2017,155,연남동,마포구,제2종일반주거,4,일반,21,,11440,,,,
"276,000",,493.56,제1종근린생활,1984,2017,229.2,성산동,마포구,제2종일반주거,4,일반,27,,11440,,,,
"50,000",,72.05,제2종근린생활,1998,2017,,중동,마포구,제2종일반주거,4,집합,28,,11440,1,,,
"14,000",,45.36,제2종근린생활,1998,2017,,중동,마포구,제2종일반주거,4,집합,28,,11440,2,,,
"14,000",,43.41,제2종근린생활,1998,2017,,중동,마포구,제2종일반주거,4,집합,28,,11440,2,,,
"16,000",,93.12,제2종근린생활,1998,2017,,중동,마포구,제2종일반주거,4,집합,28,,11440,,,,
"133,000",,139.98,기타,2010,2017,,상암동,마포구,제3종일반주거,4,집합,6,,11440,5,,,
"110,000",,118.59,기타,2010,2017,,상암동,마포구,제3종일반주거,4,집합,9,,11440,12,,,
"19,500",,25.6,제2종근린생활,2010,2017,,상암동,마포구,제2종일반주거,4,집합,11,,11440,1,,,
"150,000",,273.26,제2종근린생활,1995,2017,109,상암동,마포구,제3종일반주거,4,일반,22,,11440,,,,
"33,853",,93.28,제1종근린생활,2016,2017,,상암동,마포구,제3종일반주거,4,집합,25,,11440,2,,,
"78,000",,84.78,기타,2010,2017,,상암동,마포구,제3종일반주거,4,집합,27,,11440,2,,,
"10,000",,19.6,업무,1987,2017,,아현동,마포구,준주거,5,집합,9,,11440,,,,
"31,000",,68.99,제1종근린생활,1986,2017,48.1,아현동,마포구,제2종일반주거,5,일반,17,,11440,,,,
"9,500",,19.6,업무,1987,2017,,아현동,마포구,준주거,5,집합,18,,11440,,,,
"9,500",,19.6,업무,1987,2017,,아현동,마포구,준주거,5,집합,22,,11440,,,,
"9,750",,19.6,업무,1987,2017,,아현동,마포구,준주거,5,집합,25,,11440,,,,
"14,750",,53.64,제1종근린생활,1985,2017,,공덕동,마포구,일반상업,5,집합,10,,11440,,,,
"9,500",,22.68,업무,2002,2017,,공덕동,마포구,일반상업,5,집합,20,,11440,7,,,
"10,500",,19.08,업무,2002,2017,,공덕동,마포구,일반상업,5,집합,21,,11440,5,,,
"32,000",,59.1,업무,2002,2017,,공덕동,마포구,일반상업,5,집합,24,,11440,23,,,
"89,800",,83.54,제1종근린생활,2005,2017,,신공덕동,마포구,일반상업,5,집합,31,,11440,,,,
"4,000",,18.75,제1종근린생활,1988,2017,,도화동,마포구,일반상업,5,집합,12,,11440,,,,
"13,000",,12.94,제2종근린생활,2000,2017,,도화동,마포구,제3종일반주거,5,집합,12,,11440,1,,,
"20,000",,12.94,제2종근린생활,2000,2017,,도화동,마포구,제3종일반주거,5,집합,12,,11440,1,,,
"1,500",,11.56,제1종근린생활,1988,2017,,도화동,마포구,일반상업,5,집합,16,,11440,,,,
"22,700",,357.72,업무,1984,2017,,도화동,마포구,일반상업,5,집합,18,,11440,8,,,
"257,300",,406.4,업무,1984,2017,,도화동,마포구,일반상업,5,집합,18,,11440,8,,,
"6,000",,38.43,판매,1984,2017,,도화동,마포구,일반상업,5,집합,23,,11440,,,,
"5,000",,16.88,제2종근린생활,1988,2017,,도화동,마포구,일반상업,5,집합,26,,11440,,,,
"16,000",,37.62,업무,1987,2017,,도화동,마포구,일반상업,5,집합,31,,11440,13,,,
"22,997",,72.7,업무,1986,2017,,마포동,마포구,준주거,5,집합,4,,11440,14,,,
"9,000",,23.5,업무,1986,2017,,마포동,마포구,준주거,5,집합,10,,11440,,,,
250,,3.78,제1종근린생활,1999,2017,,노고산동,마포구,일반상업,5,집합,25,,11440,,,,
200,,3.53,제1종근린생활,1999,2017,,노고산동,마포구,일반상업,5,집합,25,,11440,,,,
350,,7.03,제1종근린생활,1999,2017,,노고산동,마포구,일반상업,5,집합,25,,11440,,,,
"489,000",,404.05,제2종근린생활,2015,2017,136,상수동,마포구,제3종일반주거,5,일반,18,,11440,,,,
"53,710",,35.72,제2종근린생활,2013,2017,,서교동,마포구,준주거,5,집합,6,,11440,1,,,
"70,684",,94.13,업무,2013,2017,,서교동,마포구,준주거,5,집합,6,,11440,5,,,
"70,684",,94.13,업무,2013,2017,,서교동,마포구,준주거,5,집합,6,,11440,4,,,
"79,212",,118.01,제2종근린생활,2013,2017,,서교동,마포구,준주거,5,집합,6,,11440,,,,
"70,684",,94.13,업무,2013,2017,,서교동,마포구,준주거,5,집합,6,,11440,6,,,
"83,640",,100.66,제2종근린생활,2013,2017,,서교동,마포구,준주거,5,집합,6,,11440,2,,,
"70,684",,94.13,업무,2013,2017,,서교동,마포구,준주거,5,집합,6,,11440,3,,,
"15,500",,16.7,업무,2001,2017,,서교동,마포구,제2종일반주거,5,집합,9,,11440,7,,,
"760,000",,870.21,제2종근린생활,2012,2017,318.7,서교동,마포구,제2종일반주거,5,일반,25,,11440,,,,
"800,000",,941.93,제2종근린생활,2001,2017,477.6,서교동,마포구,제3종일반주거,5,일반,25,,11440,,,,
"5,100",,24.97,제2종근린생활,1999,2017,,동교동,마포구,근린상업,5,집합,1,,11440,,,,
"240,000",,243.36,제2종근린생활,1991,2017,144.1,동교동,마포구,제2종일반주거,5,일반,19,,11440,,,,
"5,100",,24.97,제2종근린생활,1999,2017,,동교동,마포구,근린상업,5,집합,19,,11440,,,,
"7,750",,17.01,제2종근린생활,2008,2017,,합정동,마포구,제2종일반주거,5,집합,20,,11440,1,,,
"12,400",,16.06,판매,2009,2017,,망원동,마포구,제2종일반주거,5,집합,4,,11440,,,,
"28,300",,27.93,제1종근린생활,2012,2017,,망원동,마포구,제2종일반주거,5,집합,25,,11440,1,,,
"90,000",,379.95,제2종근린생활,2014,2017,,망원동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"140,000",,219.67,제2종근린생활,1992,2017,123,연남동,마포구,제2종일반주거,5,일반,20,,11440,,,,
"20,000",,41.02,제2종근린생활,2012,2017,,연남동,마포구,제2종일반주거,5,집합,26,,11440,6,,,
"10,000",,31.32,제2종근린생활,2002,2017,,연남동,마포구,제2종일반주거,5,집합,30,,11440,2,,,
"25,000",,120.76,제2종근린생활,2002,2017,,연남동,마포구,제2종일반주거,5,집합,30,,11440,2,,,
"16,000",,43.91,제2종근린생활,2002,2017,,연남동,마포구,제2종일반주거,5,집합,30,,11440,1,,,
"16,000",,50.19,제2종근린생활,2002,2017,,연남동,마포구,제2종일반주거,5,집합,30,,11440,1,,,
"535,000",,328.37,제2종근린생활,1972,2017,666.1,성산동,마포구,제2종일반주거,5,일반,2,,11440,,,,
"535,000",,328.37,제2종근린생활,1972,2017,666.1,성산동,마포구,제2종일반주거,5,일반,2,,11440,,,,
"28,000",,45.13,제2종근린생활,2014,2017,,성산동,마포구,제2종일반주거,5,집합,7,,11440,2,,,
"19,556",,31.3,제2종근린생활,2017,2017,,성산동,마포구,제2종일반주거,5,집합,24,,11440,1,,,
"14,794",,23.68,제2종근린생활,2017,2017,,성산동,마포구,제2종일반주거,5,집합,24,,11440,1,,,
"198,000",,581.4,제2종근린생활,1988,2017,234,성산동,마포구,제2종일반주거,5,일반,30,,11440,,,,
"80,000",,32.6,제1종근린생활,2006,2017,,상암동,마포구,제3종일반주거,5,집합,8,,11440,1,,,
"59,500",,84.78,기타,2010,2017,,상암동,마포구,제3종일반주거,5,집합,22,,11440,26,,,
"133,500",,118.59,기타,2010,2017,,상암동,마포구,제3종일반주거,5,집합,24,,11440,28,,,
"32,500",,94.81,제1종근린생활,2016,2017,,상암동,마포구,제3종일반주거,5,집합,25,,11440,3,,,
"20,000",,41.25,업무,2007,2017,,상암동,마포구,일반상업,5,집합,31,,11440,,,,
"10,000",,19.6,업무,1987,2017,,아현동,마포구,준주거,6,집합,1,,11440,,,,
"46,000",,192.62,제2종근린생활,1986,2017,92.2,아현동,마포구,제2종일반주거,6,일반,14,,11440,,,,
"15,000",,53.64,제2종근린생활,1994,2017,,아현동,마포구,제2종일반주거,6,집합,14,,11440,,,,
"111,000",,279.58,제1종근린생활,2000,2017,126,아현동,마포구,제3종일반주거,6,일반,15,,11440,,,,
"9,700",,19.6,업무,1987,2017,,아현동,마포구,준주거,6,집합,17,,11440,,,,
"96,800",,48.5,제2종근린생활,2017,2017,,아현동,마포구,제2종일반주거,6,집합,23,,11440,1,,,
"118,565",,51.7,제2종근린생활,2017,2017,,아현동,마포구,제2종일반주거,6,집합,23,,11440,1,,,
"25,981",,26.28,제2종근린생활,2017,2017,,아현동,마포구,제2종일반주거,6,집합,23,,11440,2,,,
"48,251",,46.96,제2종근린생활,2017,2017,,아현동,마포구,제2종일반주거,6,집합,23,,11440,2,,,
"145,887",,78.47,제2종근린생활,2017,2017,,아현동,마포구,제2종일반주거,6,집합,23,,11440,1,,,
"169,744",,76.88,제2종근린생활,2017,2017,,아현동,마포구,제2종일반주거,6,집합,23,,11440,1,,,
"10,000",,19.6,업무,1987,2017,,아현동,마포구,준주거,6,집합,25,,11440,,,,
"20,000",,45.85,업무,1987,2017,,아현동,마포구,준주거,6,집합,27,,11440,,,,
"108,399",,55.09,제2종근린생활,2017,2017,,아현동,마포구,제2종일반주거,6,집합,28,,11440,1,,,
"34,023",,11.59,제2종근린생활,2017,2017,,아현동,마포구,제2종일반주거,6,집합,28,,11440,1,,,
"141,453",,119.25,제2종근린생활,2017,2017,,아현동,마포구,제2종일반주거,6,집합,30,,11440,2,,,
"20,992",,14.74,판매,,2017,,공덕동,마포구,준주거,6,집합,3,,11440,,,,
"97,000",,139.48,제1종근린생활,2002,2017,,공덕동,마포구,일반상업,6,집합,10,,11440,2,,,
"35,000",,30,제1종근린생활,1988,2017,,공덕동,마포구,제3종일반주거,6,집합,26,,11440,1,,,
"18,000",,68.09,제1종근린생활,1991,2017,31,공덕동,마포구,제2종일반주거,6,일반,28,,11440,,,,
"11,500",,31.25,제1종근린생활,2005,2017,,신공덕동,마포구,일반상업,6,집합,1,,11440,,,,
"9,500",,23.54,제2종근린생활,2005,2017,,신공덕동,마포구,일반상업,6,집합,17,,11440,,,,
"10,800",,38.22,제2종근린생활,2005,2017,,도화동,마포구,일반상업,6,집합,8,,11440,,,,
"25,200",,90.25,제2종근린생활,2005,2017,,도화동,마포구,일반상업,6,집합,8,,11440,,,,
"3,550",,13.34,제1종근린생활,1988,2017,,도화동,마포구,일반상업,6,집합,9,,11440,,,,
"11,500",,5.53,제1종근린생활,2007,2017,,도화동,마포구,일반상업,6,집합,29,,11440,1,,,
"340,000",,564.97,제2종근린생활,2014,2017,288,용강동,마포구,제2종일반주거,6,일반,27,,11440,,,,
"16,000",,41.66,업무,1987,2017,,마포동,마포구,준주거,6,집합,15,,11440,18,,,
