거래금액,거래유형,건물면적,건물주용도,건축년도,년,대지면적,법정동,시군구,용도지역,월,유형,일,중개사소재지,지역코드,층,해제사유발생일,해제여부,구분
"87,124",,174.41,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"34,926",,65.84,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"35,309",,65.14,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"28,149",,60.37,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"71,875",,174.94,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"49,028",,89.54,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"21,371",,40.23,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"20,934",,40.23,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"35,801",,68.16,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"36,675",,69.87,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"39,354",,72.59,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"38,916",,72.59,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"47,716",,90.86,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"40,884",,78.66,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"29,624",,62.27,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"10,057",,20.7,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"14,156",,29.08,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"14,211",,29.21,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"40,829",,86.49,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"12,954",,23.93,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"42,524",,87.08,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"30,280",,63,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"29,133",,61.73,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"46,459",,101.66,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"22,956",,48.32,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"13,992",,29.04,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"23,721",,49.28,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"22,902",,47.66,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"32,303",,67.95,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"31,865",,67.07,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"30,991",,61.42,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"30,690",,60.51,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"24,282",,47.5,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"38,309",,78.65,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"34,108",,69.95,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"33,752",,69.2,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"59,529",,133.93,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"21,362",,45.59,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"23,213",,52.33,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"26,845",,60.48,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"24,424",,50.1,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"46,071",,104.85,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"46,071",,104.85,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"46,641",,106.18,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"46,854",,106.69,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"33,040",,80.45,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"24,638",,58.67,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"41,870",,113.88,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"86,089",,214.77,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"13,529",,32.21,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"12,319",,32.44,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"30,833",,82.37,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"16,378",,43.81,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"19,938",,57.67,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"19,938",,57.67,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"19,938",,57.67,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"19,938",,57.67,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"26,347",,65.36,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"19,938",,57.67,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"15,523",,44.92,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"16,876",,48.83,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"18,229",,52.79,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"18,229",,52.79,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"20,152",,52.79,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"17,944",,43.26,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"43,009",,127.89,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"19,155",,43.76,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"33,254",,64.95,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"31,616",,58.49,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"33,823",,62.31,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"47,139",,96.76,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"28,483",,57.6,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"22,074",,45,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"22,145",,45.23,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"32,043",,62.7,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"20,223",,41.53,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"22,573",,49.68,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"35,532",,55.02,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"35,960",,55.69,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"36,956",,57.59,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"20,009",,42.72,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"17,944",,42.72,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"21,576",,33.46,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"36,885",,56.48,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"16,022",,33.49,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"11,393",,30.09,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"11,536",,30.09,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"34,179",,52.94,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"18,087",,52.36,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"45,074",,70.8,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"18,087",,52.36,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"18,087",,52.36,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"35,532",,64.31,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"15,096",,41.42,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"15,523",,44.96,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"15,523",,44.96,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"16,164",,44.96,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"20,721",,49.33,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"24,424",,49.33,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"22,003",,44.96,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"22,003",,44.96,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"22,003",,44.96,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"20,508",,41.42,판매,2016,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"95,390",,97.16,판매,2015,2019,,합정동,마포구,준주거,2,집합,21,,11440,,,,
"13,000",,18.56,제1종근린생활,2008,2019,,망원동,마포구,제2종일반주거,2,집합,21,,11440,1,,,
"227,000",,344.44,기타,2014,2019,181.2,연남동,마포구,제2종일반주거,2,일반,1,,11440,,,,
"280,000",,546.71,업무,2007,2019,,상암동,마포구,일반상업,2,집합,28,,11440,22,,,
"12,500",,19.6,업무,1987,2019,,아현동,마포구,준주거,3,집합,18,,11440,,,,
"13,000",,42.72,제2종근린생활,2004,2019,,아현동,마포구,제2종일반주거,3,집합,25,,11440,2,,,
"13,230",,66.35,업무,1985,2019,,공덕동,마포구,일반상업,3,집합,14,,11440,6,,,
"10,000",,23.54,제1종근린생활,2005,2019,,신공덕동,마포구,일반상업,3,집합,9,,11440,,,,
"12,000",,31.97,제2종근린생활,2005,2019,,신공덕동,마포구,일반상업,3,집합,13,,11440,,,,
"20,800",,33.84,기타,1997,2019,,도화동,마포구,제3종일반주거,3,집합,12,,11440,3,,,
"13,000",,20.16,제2종근린생활,2008,2019,,용강동,마포구,제2종일반주거,3,집합,21,,11440,1,,,
"14,000",,31.68,업무,2000,2019,,대흥동,마포구,일반상업,3,집합,1,,11440,11,,,
"60,000",,31.54,제2종근린생활,1980,2019,,염리동,마포구,제3종일반주거,3,집합,25,,11440,1,,,
"30,000",,31.53,제2종근린생활,1980,2019,,염리동,마포구,제3종일반주거,3,집합,25,,11440,1,,,
"4,750",,10.31,업무,2006,2019,,노고산동,마포구,일반상업,3,집합,1,,11440,5,,,
"17,000",,35.82,판매,2005,2019,,서교동,마포구,제2종일반주거,3,집합,11,,11440,,,,
"17,000",,35.82,판매,2005,2019,,서교동,마포구,제2종일반주거,3,집합,11,,11440,,,,
"138,440",,69.23,제2종근린생활,1974,2019,87.85,서교동,마포구,제2종일반주거,3,일반,22,,11440,,,,
"270,000",,221.2,제2종근린생활,1972,2019,198.3,서교동,마포구,제2종일반주거,3,일반,25,,11440,,,,
"16,000",,26.98,업무,2001,2019,,서교동,마포구,제2종일반주거,3,집합,28,,11440,6,,,
"13,500",,24.57,제2종근린생활,1999,2019,,동교동,마포구,근린상업,3,집합,4,,11440,,,,
"35,000",,82.08,제2종근린생활,2000,2019,,동교동,마포구,제3종일반주거,3,집합,16,,11440,,,,
"7,500",,24.97,제2종근린생활,1999,2019,,동교동,마포구,근린상업,3,집합,25,,11440,,,,
"152,740",,159.91,제1종근린생활,1978,2019,,망원동,마포구,제2종일반주거,3,집합,4,,11440,,,,
"172,000",,158.91,제2종근린생활,1971,2019,144.8,망원동,마포구,제3종일반주거,3,일반,13,,11440,,,,
"80,000",,32.76,제2종근린생활,2007,2019,,상암동,마포구,일반상업,3,집합,13,,11440,1,,,
"58,800",,55.25,제2종근린생활,2007,2019,,상암동,마포구,일반상업,3,집합,15,,11440,3,,,
"5,000",,24.96,제1종근린생활,2005,2019,,상암동,마포구,제3종일반주거,3,집합,15,,11440,,,,
"128,000",,118.59,기타,2010,2019,,상암동,마포구,제3종일반주거,3,집합,16,,11440,10,,,
"20,282",,98.12,제2종근린생활,2007,2019,,상암동,마포구,일반상업,3,집합,18,,11440,,,,
"14,500",,33,제2종근린생활,2003,2019,,상암동,마포구,제3종일반주거,3,집합,19,,11440,2,,,
"1,100",,10.55,제1종근린생활,1972,2019,,아현동,마포구,준주거,4,집합,6,,11440,1,,,
"12,500",,19.6,업무,1987,2019,,아현동,마포구,준주거,4,집합,28,,11440,,,,
"15,000",,36.37,제2종근린생활,2005,2019,,신공덕동,마포구,일반상업,4,집합,26,,11440,,,,
"27,600",,90.9,업무,1985,2019,,도화동,마포구,일반상업,4,집합,11,,11440,7,,,
"22,400",,53.58,업무,1988,2019,,도화동,마포구,일반상업,4,집합,12,,11440,,,,
"73,000",,85.65,제2종근린생활,2007,2019,,도화동,마포구,일반상업,4,집합,16,,11440,7,,,
"20,000",,66.84,업무,1984,2019,,도화동,마포구,일반상업,4,집합,23,,11440,8,,,
"8,500",,8.69,제2종근린생활,2006,2019,,도화동,마포구,일반상업,4,집합,23,,11440,2,,,
"355,000",,399.75,제2종근린생활,1984,2019,,도화동,마포구,일반상업,4,집합,29,,11440,1,,,
"10,000",,8.69,제2종근린생활,2006,2019,,도화동,마포구,일반상업,4,집합,29,,11440,2,,,
"16,300",,41.66,업무,1987,2019,,마포동,마포구,준주거,4,집합,2,,11440,16,,,
"10,000",,19.04,제2종근린생활,1999,2019,,대흥동,마포구,제3종일반주거,4,집합,19,,11440,2,,,
"7,700",,14.56,제2종근린생활,1999,2019,,대흥동,마포구,제3종일반주거,4,집합,19,,11440,2,,,
"290,000",,504.69,제2종근린생활,1995,2019,181.2,대흥동,마포구,제2종일반주거,4,일반,26,,11440,,,,
"5,850",,10.41,업무,2006,2019,,노고산동,마포구,일반상업,4,집합,1,,11440,8,,,
"257,000",,525.32,기타,1992,2019,215,창전동,마포구,제2종일반주거,4,일반,9,,11440,,,,
"31,000",,72.24,제2종근린생활,1995,2019,,상수동,마포구,제2종일반주거,4,집합,12,,11440,7,,,
"2,500",,17.43,교육연구,2005,2019,8.37,서교동,마포구,제2종일반주거,4,일반,18,,11440,,,,
"17,000",,21.87,제2종근린생활,1999,2019,,동교동,마포구,근린상업,4,집합,25,,11440,,,,
"32,000",,68.36,제1종근린생활,2000,2019,,합정동,마포구,제2종일반주거,4,집합,6,,11440,1,,,
"10,800",,18.56,제1종근린생활,2008,2019,,망원동,마포구,제2종일반주거,4,집합,9,,11440,1,,,
"23,300",,58.48,제2종근린생활,2001,2019,,연남동,마포구,제2종일반주거,4,집합,10,,11440,5,,,
"33,500",,78.59,제2종근린생활,2004,2019,,연남동,마포구,제2종일반주거,4,집합,30,,11440,1,,,
"40,500",,51.97,제2종근린생활,2014,2019,,성산동,마포구,유통상업,4,집합,3,,11440,2,,,
"70,000",,27.53,제1종근린생활,2014,2019,,성산동,마포구,유통상업,4,집합,29,,11440,1,,,
"60,000",,22.88,제1종근린생활,2014,2019,,성산동,마포구,유통상업,4,집합,29,,11440,1,,,
"174,900",,335.86,제2종근린생활,1990,2019,117.28,성산동,마포구,제2종일반주거,4,일반,30,,11440,,,,
"262,400",,503.79,제2종근린생활,1990,2019,175.92,성산동,마포구,제2종일반주거,4,일반,30,,11440,,,,
"65,352",,283.83,업무,2007,2019,,상암동,마포구,일반상업,4,집합,4,,11440,1,,,
"69,040",,65.2,제2종근린생활,2007,2019,,상암동,마포구,일반상업,4,집합,10,,11440,3,,,
"69,040",,65.2,제2종근린생활,2007,2019,,상암동,마포구,일반상업,4,집합,15,,11440,3,,,
"135,000",,88.14,판매,2017,2019,,상암동,마포구,일반상업,4,집합,20,,11440,2,,,
"30,000",,25.65,제1종근린생활,2005,2019,,상암동,마포구,제3종일반주거,4,집합,30,,11440,1,,,
"114,000",,132.69,제1종근린생활,1974,2019,126,공덕동,마포구,제2종일반주거,5,일반,17,,11440,,,,
"29,000",,9.86,제2종근린생활,2007,2019,36,공덕동,마포구,제2종일반주거,5,일반,20,,11440,,,,
"64,186",,34.5,제2종근린생활,2005,2019,,공덕동,마포구,준주거,5,집합,24,,11440,1,,,
"47,279",,25.44,제2종근린생활,2005,2019,,공덕동,마포구,준주거,5,집합,24,,11440,1,,,
"47,279",,25.44,제2종근린생활,2005,2019,,공덕동,마포구,준주거,5,집합,24,,11440,1,,,
"71,127",,38.22,제2종근린생활,2005,2019,,공덕동,마포구,준주거,5,집합,24,,11440,1,,,
"95,401",,53.24,제2종근린생활,2005,2019,,공덕동,마포구,준주거,5,집합,24,,11440,1,,,
"51,402",,27.65,제2종근린생활,2005,2019,,공덕동,마포구,준주거,5,집합,24,,11440,1,,,
"51,663",,27.79,제2종근린생활,2005,2019,,공덕동,마포구,준주거,5,집합,24,,11440,1,,,
"51,663",,27.79,제2종근린생활,2005,2019,,공덕동,마포구,준주거,5,집합,24,,11440,1,,,
"48,000",,138.82,제2종근린생활,2017,2019,,신공덕동,마포구,제2종일반주거,5,집합,25,,11440,,,,
"10,000",,8.59,제2종근린생활,2006,2019,,도화동,마포구,일반상업,5,집합,1,,11440,2,,,
"12,500",,55.96,기타,1984,2019,,도화동,마포구,일반상업,5,집합,9,,11440,,,,
"118,000",,107.92,제2종근린생활,2007,2019,,도화동,마포구,일반상업,5,집합,18,,11440,7,,,
"10,000",,8.33,제2종근린생활,2006,2019,,도화동,마포구,일반상업,5,집합,23,,11440,2,,,
"60,000",,133.73,업무,1983,2019,,도화동,마포구,일반상업,5,집합,27,,11440,,,,
"35,000",,128.68,업무,1984,2019,,도화동,마포구,일반상업,5,집합,29,,11440,5,,,
"10,600",,22.53,업무,1987,2019,,도화동,마포구,일반상업,5,집합,29,,11440,15,,,
"6,200",,38.4,제1종근린생활,2003,2019,,용강동,마포구,제3종일반주거,5,집합,2,,11440,,,,
"12,000",,22.97,업무,1986,2019,,마포동,마포구,준주거,5,집합,9,,11440,7,,,
"15,500",,41.66,업무,1987,2019,,마포동,마포구,준주거,5,집합,30,,11440,7,,,
"14,100",,25.68,업무,2000,2019,,대흥동,마포구,일반상업,5,집합,6,,11440,10,,,
"14,000",,37.08,업무,2000,2019,,대흥동,마포구,일반상업,5,집합,10,,11440,9,,,
"1,150,000",,2969.56,기타,1970,2019,844.9,염리동,마포구,준주거,5,일반,17,,11440,,,,
"61,500",,31.85,제2종근린생활,1980,2019,,염리동,마포구,제3종일반주거,5,집합,30,,11440,1,,,
"5,000",,12.13,업무,2006,2019,,노고산동,마포구,일반상업,5,집합,6,,11440,3,,,
"15,000",,42.32,숙박,2006,2019,,노고산동,마포구,일반상업,5,집합,7,,11440,9,,,
"21,800",,33.17,숙박,2006,2019,,노고산동,마포구,일반상업,5,집합,15,,11440,11,,,
"1,182,000",,4096.72,기타,2005,2019,950.38,신수동,마포구,제2종일반주거,5,일반,15,,11440,,,,
"1,630,000",,3851.75,업무,1999,2019,938,창전동,마포구,제3종일반주거,5,일반,27,,11440,,,,
"193,000",,215.68,제2종근린생활,2008,2019,130.9,서교동,마포구,제2종일반주거,5,일반,2,,11440,,,,
"528,000",,546.73,제1종근린생활,2000,2019,207.6,서교동,마포구,제2종일반주거,5,일반,3,,11440,,,,
"270,000",,139.04,제1종근린생활,1969,2019,82.6,서교동,마포구,제2종일반주거,5,일반,15,,11440,,,,
"155,700",,323.61,제2종근린생활,2000,2019,248.9,서교동,마포구,제2종일반주거,5,일반,27,,11440,,,,
"155,700",,80.9,제2종근린생활,2000,2019,62.23,서교동,마포구,제2종일반주거,5,일반,27,,11440,,,,
"220,000",,190.62,제1종근린생활,2010,2019,96.5,서교동,마포구,제2종일반주거,5,일반,30,,11440,,,,
"96,767",,106.74,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"52,984",,51.84,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"58,343",,54.95,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"54,299",,56.34,제1종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"49,041",,51.84,제1종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"54,299",,56.34,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"49,041",,51.84,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"53,995",,55.98,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"57,838",,59.94,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"56,624",,59.94,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"57,838",,59.94,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"113,248",,58.59,제1종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"104,148",,51.84,제1종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"79,375",,85.74,제2종근린생활,2018,2019,,서교동,마포구,제2종일반주거,5,집합,31,,11440,,,,
"36,000",,24,제1종근린생활,2005,2019,,합정동,마포구,제3종일반주거,5,집합,18,,11440,1,,,
"36,000",,24,제1종근린생활,2005,2019,,합정동,마포구,제3종일반주거,5,집합,18,,11440,1,,,
"10,900",,20.38,제2종근린생활,2010,2019,,합정동,마포구,제2종일반주거,5,집합,23,,11440,1,,,
"13,400",,27.95,제2종근린생활,2007,2019,,망원동,마포구,제2종일반주거,5,집합,28,,11440,4,,,
"46,000",,103.2,제2종근린생활,2011,2019,,망원동,마포구,제2종일반주거,5,집합,31,,11440,6,,,
"581,000",,391.2,제2종근린생활,1990,2019,375,성산동,마포구,유통상업,5,일반,7,,11440,,,,
"52,000",,37.2,판매,1986,2019,,성산동,마포구,제3종일반주거,5,집합,28,,11440,2,,,
"58,500",,63.51,판매,2017,2019,,상암동,마포구,일반상업,5,집합,2,,11440,,,,
"22,000",,32.38,제1종근린생활,2007,2019,,상암동,마포구,일반상업,5,집합,10,,11440,3,,,
"124,500",,118.35,기타,2010,2019,,상암동,마포구,제3종일반주거,5,집합,13,,11440,22,,,
"18,122",,30.97,제1종근린생활,2007,2019,,상암동,마포구,일반상업,5,집합,27,,11440,,,,
"44,000",,27.75,제2종근린생활,2017,2019,,아현동,마포구,제3종일반주거,6,집합,4,,11440,,,,
"41,000",,27,제2종근린생활,2017,2019,,아현동,마포구,제3종일반주거,6,집합,19,,11440,,,,
"380,000",,646.53,제2종근린생활,2018,2019,182.3,아현동,마포구,준주거,6,일반,24,,11440,,,,
"30,500",,31.77,제1종근린생활,2005,2019,,공덕동,마포구,준주거,6,집합,10,,11440,1,,,
"30,000",,16.69,제1종근린생활,,2019,,공덕동,마포구,준주거,6,집합,24,,11440,,,,
"16,500",,77.01,업무,1984,2019,,도화동,마포구,일반상업,6,집합,18,,11440,,,,
"10,000",,8.59,제2종근린생활,2006,2019,,도화동,마포구,일반상업,6,집합,18,,11440,2,,,
"9,381",,22.53,업무,1987,2019,,도화동,마포구,일반상업,6,집합,28,,11440,,,,
"9,381",,22.53,업무,1987,2019,,도화동,마포구,일반상업,6,집합,28,,11440,,,,
"9,739",,23.4,업무,1987,2019,,도화동,마포구,일반상업,6,집합,28,,11440,,,,
"25,500",,62.39,제1종근린생활,2018,2019,,도화동,마포구,제2종일반주거,6,집합,29,,11440,,,,
"92,000",,38.42,제1종근린생활,2016,2019,,용강동,마포구,제2종일반주거,6,집합,27,,11440,1,,,
"182,000",,181.12,제2종근린생활,2016,2019,93,용강동,마포구,제2종일반주거,6,일반,28,,11440,,,,
"13,000",,29.06,업무,1986,2019,,마포동,마포구,준주거,6,집합,13,,11440,,,,
"16,500",,44.11,업무,1987,2019,,마포동,마포구,준주거,6,집합,26,,11440,4,,,
"15,970",,23.53,제1종근린생활,2001,2019,,염리동,마포구,제2종일반주거,6,집합,22,,11440,1,,,
"22,000",,26.48,제2종근린생활,2010,2019,,노고산동,마포구,제2종일반주거,6,집합,18,,11440,1,,,
"14,000",,40.68,기타,1999,2019,,노고산동,마포구,일반상업,6,집합,28,,11440,,,,
"100,056",,60.23,제1종근린생활,1971,2019,132,창전동,마포구,제2종일반주거,6,일반,26,,11440,,,,
"276,000",,534.6,제2종근린생활,1992,2019,220.8,서교동,마포구,제2종일반주거,6,일반,7,,11440,,,,
"63,000",,45.98,제2종근린생활,2004,2019,,서교동,마포구,제3종일반주거,6,집합,10,,11440,1,,,
"14,600",,28.14,업무,2001,2019,,서교동,마포구,제2종일반주거,6,집합,15,,11440,2,,,
"488,881",,460.58,제1종근린생활,2018,2019,246.5,서교동,마포구,제3종일반주거,6,일반,25,,11440,,,,
"46,500",,30.6,제2종근린생활,2002,2019,,서교동,마포구,제2종일반주거,6,집합,29,,11440,4,,,
"46,500",,30.6,제2종근린생활,2002,2019,,서교동,마포구,제2종일반주거,6,집합,29,,11440,4,,,
"66,500",,59.24,제2종근린생활,2002,2019,,서교동,마포구,제2종일반주거,6,집합,29,,11440,3,,,
"66,500",,59.24,제2종근린생활,2002,2019,,서교동,마포구,제2종일반주거,6,집합,29,,11440,3,,,
"66,500",,59.24,제2종근린생활,2002,2019,,서교동,마포구,제2종일반주거,6,집합,29,,11440,2,,,
"66,500",,59.24,제2종근린생활,2002,2019,,서교동,마포구,제2종일반주거,6,집합,29,,11440,2,,,
"66,500",,59.24,제2종근린생활,2002,2019,,서교동,마포구,제2종일반주거,6,집합,29,,11440,1,,,
"66,500",,59.24,제2종근린생활,2002,2019,,서교동,마포구,제2종일반주거,6,집합,29,,11440,1,,,
"54,000",,114.84,제1종근린생활,2002,2019,,서교동,마포구,제2종일반주거,6,집합,29,,11440,,,,
"450,000",,208.68,제2종근린생활,1992,2019,96.9,동교동,마포구,제3종일반주거,6,일반,4,,11440,,,,
"736,197",,1380.38,제1종근린생활,2004,2019,377.46,동교동,마포구,제2종일반주거,6,일반,7,,11440,,,,
"29,000",,51.03,제1종근린생활,2004,2019,,동교동,마포구,근린상업,6,집합,7,,11440,,,,
"8,000",,14.22,제2종근린생활,1999,2019,,동교동,마포구,근린상업,6,집합,26,,11440,,,,
"34,500",,25.22,제2종근린생활,2015,2019,,합정동,마포구,제2종일반주거,6,집합,23,,11440,1,,,
"65,000",,31.05,제1종근린생활,2005,2019,,성산동,마포구,유통상업,6,집합,24,,11440,,,,
"9,250",,7.8,제1종근린생활,1987,2019,,중동,마포구,제3종일반주거,6,집합,11,,11440,,,,
"9,250",,7.8,제1종근린생활,1987,2019,,중동,마포구,제3종일반주거,6,집합,11,,11440,,,,
"3,400",,24.12,제2종근린생활,2005,2019,,상암동,마포구,제3종일반주거,6,집합,11,,11440,,,,
"114,000",,118.59,기타,2010,2019,,상암동,마포구,제3종일반주거,6,집합,18,,11440,9,,,
