level_0,index,거래일,거래금액,전용면적,구주소,도로명주소,아파트,층,건축년도,법정동,구,환산가격,환산m2당가격,인구밀도,학원갯수,위경도,위도,경도,역거리,공원거리,대학거리,대형병원거리,전통시장거리,상권거리,투기지구,강남3구,마용성,노도강
10,144256,2020-06-27,85000,84.53,내발산동 742,강서로47길 108.0 0.0,마곡수명산파크1단지,6,2007.0,내발산동,강서구,92335.434,1092.339,22076.0,293.0,"{'lat': '37.554378050436', 'lng': '126.830206010388'}",37.554378050436,126.830206010388,0.7697765008658602,1.2983001359856068,1.2207488813647716,5.342365752732412,0.7942580113021163,1.0960529031658073,1,0,0,0
11,35018,2017-03-02,46500,84.8,신정동 1276,신정로 290.0 0.0,신트리3,11,2000.0,신정동,양천구,59129.321,697.28,26869.0,865.0,"{'lat': '37.5118997336939', 'lng': '126.852950017333'}",37.5118997336939,126.852950017333,0.9089443824179971,0.4896174575929201,1.7116020362065556,3.5695981821392313,0.7287656934083788,0.9885388134482203,1,0,0,0
12,53101,2017-03-06,76300,84.95,신당동 852,청구로 64.0 0.0,청구e편한세상,12,2011.0,신당동,중구,92603.835,1090.098,31322.166666666668,96.0,"{'lat': '37.5604485958729', 'lng': '127.016730517193'}",37.5604485958729,127.016730517193,0.2568439139021705,1.38355872737757,1.5948965397638648,2.4055478894780085,0.7515842792609891,0.4795317496303502,1,0,0,0
14,371223,2018-01-13,43500,84.62,천호동 49-8,양재대로123길 31.0 0.0,대명사이버아파트,5,2001.0,천호동,강동구,52539.543,620.888,31222.0,122.0,"{'lat': '37.5434660147923', 'lng': '127.140027090051'}",37.5434660147923,127.140027090051,0.3347764397898798,1.002021340688722,2.713830588749729,3.4304670226663956,0.7387067602182184,0.8304039465982508,1,0,0,0
21,390450,2018-07-15,58000,84.96,봉천동 1712,성현로 80.0 0.0,관악드림(동아),14,2003.0,봉천동,관악구,65802.204,774.508,34802.0,429.0,"{'lat': '37.489767905811', 'lng': '126.950619822698'}",37.489767905811,126.950619822698,0.965756996844409,3.0358631035044237,2.53459997489291,2.105053462762039,0.503831452882459,0.8361345555688586,0,0,0,0
23,167862,2020-10-24,66500,84.35,구로동 43-4,새말로16길 70.0 0.0,다솜금호,6,1995.0,구로동,구로구,70111.023,831.192,29127.4,212.0,"{'lat': '37.5025599589788', 'lng': '126.891952426223'}",37.5025599589788,126.891952426223,0.6879707665051458,3.5164258863302207,2.1172941304424926,1.3092516398958631,1.474756349447333,0.7049468016277943,0,0,0,0
24,68927,2017-06-12,60500,84.96,금호동4가 800,독서당로 272.0 0.0,대우,1,2001.0,금호동4가,성동구,73082.998,860.205,17205.0,31.0,"{'lat': '37.5459699809305', 'lng': '127.01982172766'}",37.5459699809305,127.01982172766,0.4170455712713908,0.29403340259975286,2.545192940741502,2.615337744760313,0.3723911266653866,2.0331184160904643,1,0,1,0
26,10510,2020-10-28,83600,84.77,홍제동 82,통일로25길 30.0 0.0,홍제한양,11,1993.0,홍제동,서대문구,85638.192,1010.242,17235.666666666668,138.0,"{'lat': '37.5833210740055', 'lng': '126.946971087746'}",37.5833210740055,126.946971087746,0.31384757768717775,0.8007329573599764,0.3604717638397639,2.397895896157132,0.8866525255276609,2.547120464956311,0,0,0,0
28,179316,2021-09-28,140000,84.408,독산동 1155,시흥대로 291.0 1.0,금천롯데캐슬골드파크3차,19,2018.0,독산동,금천구,139409.74,1651.618,28600.25,149.0,"{'lat': '37.4599188671036', 'lng': '126.897250450783'}",37.4599188671036,126.897250450783,0.5578446681207679,1.3632102125297199,5.142375398387467,3.7513126858533106,0.624043258222035,0.8197776517827902,0,0,0,0
29,22074,2017-06-01,69500,84.84,상암동 1643,월드컵로 338.0 0.0,상암월드컵파크3단지,12,2003.0,상암동,마포구,87742.688,1034.214,3747.0,105.0,"{'lat': '37.5726880929371', 'lng': '126.889779870573'}",37.5726880929371,126.889779870573,0.9093113392421502,0.3239023655142879,3.829073521429659,4.046042378227685,1.1049649244560826,0.8879943801635476,1,0,1,0
30,266854,2020-06-11,41500,84.98,쌍문동 53,해등로 242.0 11.0,성원,2,1989.0,쌍문동,도봉구,44894.406,528.294,30446.75,190.0,"{'lat': '37.6584134290763', 'lng': '127.02890230168'}",37.6584134290763,127.02890230168,1.2022915572072854,0.3072365120153192,1.4807649560683442,7.439825500119271,0.9918052955554116,1.8004353564009223,0,0,0,1
36,162748,2019-11-12,77500,84.69,신도림동 641,신도림로19길 16.0 0.0,현대홈타운아파트,7,1999.0,신도림동,구로구,85874.539,1013.987,24722.0,114.0,"{'lat': '37.5119722191003', 'lng': '126.884254440618'}",37.5119722191003,126.884254440618,0.28885916820018326,2.957783041323637,1.9459132822429683,2.1993108988082786,2.1018496326592215,0.5915553626292108,0,0,0,0
40,376267,2019-09-24,93800,84.92,명일동 54,동남로71길 19.0 0.0,한양,2,1986.0,명일동,강동구,107440.096,1265.192,30318.5,344.0,"{'lat': '37.5504609335785', 'lng': '127.155149609526'}",37.5504609335785,127.155149609526,0.5127796558388561,0.656505014779287,3.963690916720152,4.969361945383156,0.911655020314387,0.34899384852674686,1,0,0,0
45,317903,2020-06-29,74500,84.78,진관동 150,연서로46길 7.0 0.0,은평뉴타운기자촌11단지,4,2015.0,진관동,은평구,79286.589,935.204,4858.0,179.0,"{'lat': '37.6363231544427', 'lng': '126.934653753628'}",37.6363231544427,126.934653753628,1.3950174075995445,1.3616539841338944,4.351340097957742,8.088054341279575,2.05846229461042,2.164729187338146,0,0,0,0
50,204869,2019-10-03,140000,84.9704,상도동 903,만양로 6.0 0.0,e편한세상상도노빌리티,18,2018.0,상도동,동작구,159198.409,1873.575,34756.5,199.0,"{'lat': '37.5053357229011', 'lng': '126.947797962972'}",37.5053357229011,126.947797962972,0.2783547832451977,0.9335424711766651,0.5367260235711083,1.1356228474125236,0.6601184309966563,0.8892701777573626,1,0,0,0
52,76068,2019-10-11,108000,84.99,금호동2가 1217,금호로 107.0 0.0,래미안하이리버,10,2012.0,금호동2가,성동구,117524.885,1382.808,35795.0,23.0,"{'lat': '37.5512924647715', 'lng': '127.024541411946'}",37.5512924647715,127.024541411946,0.5184671444253756,0.5331960260567091,1.9780446512749286,1.9482273936499765,0.3577364851460809,1.3102508377968636,1,0,1,0
54,369188,2017-09-23,52800,84.75,길동 400,천호대로193길 37.0 0.0,길동우성,9,1994.0,길동,강동구,66217.724,781.33,21186.0,93.0,"{'lat': '37.5371649256151', 'lng': '127.144179292388'}",37.5371649256151,127.144179292388,0.37487934487126934,0.8126718012979399,2.1993072911535556,3.4112389922644586,0.12176143135443612,0.5444452447782794,1,0,0,0
58,80084,2020-12-13,174500,84.98,행당동 380,고산자로2길 65.0 0.0,서울숲리버뷰자이,29,2018.0,행당동,성동구,181394.268,2134.552,30663.33333333333,134.0,"{'lat': '37.5551406328318', 'lng': '127.038383152493'}",37.5551406328318,127.038383152493,0.46495547001362364,1.375362243505281,0.728773007324457,0.7007289480086223,0.5154269837988875,0.590136127804224,1,0,1,0
62,185949,2018-05-28,79500,84.99,문래동3가 97,문래로 137.0 0.0,문래금호어울림,9,2006.0,문래동3가,영등포구,93020.451,1094.487,22021.0,42.0,"{'lat': '37.519074190752', 'lng': '126.897615078392'}",37.519074190752,126.897615078392,0.2819708119585032,1.2069450678534144,3.353531527260071,2.1655672301443842,0.4308170722081277,0.4009346940615769,1,0,0,0
67,53178,2017-04-03,77500,84.95,신당동 852,청구로 64.0 0.0,청구e편한세상,6,2011.0,신당동,중구,93889.666,1105.234,31322.166666666668,96.0,"{'lat': '37.5604485958729', 'lng': '127.016730517193'}",37.5604485958729,127.016730517193,0.2568439139021705,1.38355872737757,1.5948965397638648,2.4055478894780085,0.7515842792609891,0.4795317496303502,1,0,0,0
68,3918,2018-03-08,53800,84.95,연희동 740,연희로32길 48.0 0.0,성원,4,2001.0,연희동,서대문구,59977.747,706.036,12372.0,66.0,"{'lat': '37.5761445850031', 'lng': '126.938637748386'}",37.5761445850031,126.938637748386,1.2340555806584468,0.41063703266582774,1.1324888916056728,1.5523077751821057,1.2804048568778292,2.0399531778946183,0,0,0,0
70,86628,2017-08-02,99000,84.595,청담동 108,도산대로89길 49.0 0.0,청담(건영),1,1994.0,청담동,강남구,125226.912,1480.311,11121.0,119.0,"{'lat': '37.5274555242261', 'lng': '127.052236679584'}",37.5274555242261,127.052236679584,0.9049683523031392,0.6818509776566509,2.2096352487491626,2.260559643883305,0.2564394826629322,0.337494544671968,1,1,0,0
72,368214,2017-07-06,45000,84.93,길동 414-10,진황도로 99.0 0.0,강동한신휴플러스,8,2006.0,길동,강동구,56753.575,668.239,21186.0,93.0,"{'lat': '37.5361015376915', 'lng': '127.137478439766'}",37.5361015376915,127.137478439766,0.29206140897251553,1.3528913808359495,1.8646739055592818,2.8221527192772706,0.48180817112839835,0.05847215150099066,1,0,0,0
75,292648,2019-10-15,59000,84.87,중계동 585,덕릉로 613.0 0.0,중계3우성,7,1999.0,중계동,노원구,67578.535,796.259,26184.75,619.0,"{'lat': '37.6524185993566', 'lng': '127.073029868368'}",37.6524185993566,127.073029868368,0.9418536408469163,2.323625108940305,0.9028172813684318,6.782575912183391,0.8683852449125335,0.9600693567486824,1,0,0,1
76,283953,2018-06-22,56500,84.6,하계동 251,한글비석로 91.0 0.0,하계1청구,14,1997.0,하계동,노원구,66311.949,783.829,30323.5,85.0,"{'lat': '37.6393888471761', 'lng': '127.071555308755'}",37.6393888471761,127.071555308755,0.46107183891708403,3.4132399063337973,0.8397278018684571,5.36354691806829,1.9019073454626911,0.33141844630359096,1,0,0,1
80,349177,2018-05-21,62000,84.66,방이동 40,올림픽로 366.0 0.0,파라다이스빌(40-0),11,2006.0,방이동,송파구,72268.345,853.63,23668.0,278.0,"{'lat': '37.5165322574873', 'lng': '127.110797620966'}",37.5165322574873,127.110797620966,0.16872438940580123,1.1789707199353394,1.907229122123561,1.0193416440748242,0.906990338776753,0.2968224780841698,1,1,0,0
83,300658,2020-09-26,83500,84.51,하계동 288,노원로18길 19.0 0.0,하계2현대,3,1997.0,하계동,노원구,90870.891,1075.268,30323.5,85.0,"{'lat': '37.6446075819338', 'lng': '127.072058758551'}",37.6446075819338,127.072058758551,0.6828680381880806,2.944444249687319,0.8771703450386746,5.9274601781277925,1.7021192532279228,0.5583357894482616,1,0,0,1
84,41732,2018-07-03,82500,84.82,목동 405,목동동로12길 23.0 0.0,목동대림,7,1994.0,목동,양천구,94827.575,1117.986,32053.2,1056.0,"{'lat': '37.5235018666449', 'lng': '126.874259682988'}",37.5235018666449,126.874259682988,0.1371904074654047,1.2894329906369282,2.6683858390675033,1.7897033157126543,0.34997508565798324,0.21578224746299918,1,0,0,0
86,79217,2020-07-18,94700,84.67,성수동1가 716,성수일로11길 9.0 0.0,우성,7,2004.0,성수동1가,성동구,99774.179,1178.389,11500.0,57.0,"{'lat': '37.5488380334318', 'lng': '127.050434533813'}",37.5488380334318,127.050434533813,0.32704973126013703,0.47986452442588234,0.714473908621825,1.3243033147860936,1.169746735655736,1.580073200325006,1,0,1,0
87,340745,2017-04-11,114000,84.99,잠실동 22,올림픽로 135.0 0.0,리센츠,27,2008.0,잠실동,송파구,155219.883,1826.331,21363.5,265.0,"{'lat': '37.5127510583527', 'lng': '127.088417185047'}",37.5127510583527,127.088417185047,0.23144237366044687,1.0855787193909108,3.925390459535898,2.2617693923919875,0.5881045166889989,0.6178399528321048,1,1,0,0
88,226064,2017-05-23,43500,84.766,하월곡동 222,오패산로 46.0 0.0,월곡두산위브,12,2003.0,하월곡동,성북구,52111.982,614.775,25435.666666666668,99.0,"{'lat': '37.607033098723', 'lng': '127.038365407563'}",37.607033098723,127.038365407563,0.6299602444467995,1.254554651944821,0.2487997025668299,1.8523155088878216,0.2655259960631409,0.8044923460574289,0,0,0,0
92,204466,2019-08-11,109000,84.99,흑석동 339,서달로 91.0 0.0,흑석한강센트레빌Ⅱ,15,2012.0,흑석동,동작구,124805.114,1468.468,19817.0,66.0,"{'lat': '37.5022759634365', 'lng': '126.958629091553'}",37.5022759634365,126.958629091553,0.8138489300617784,1.3550093277702073,0.5031792841284485,0.5506050832415164,1.2514462041587957,1.6095756819104223,1,0,0,0
94,374051,2018-09-20,49400,84.81,성내동 387-48,양재대로101길 5.0 0.0,해가든,3,2004.0,성내동,강동구,54510.381,642.735,34473.666666666664,189.0,"{'lat': '37.5325245963892', 'lng': '127.13745309282'}",37.5325245963892,127.13745309282,0.5372997145202648,1.5015307890814507,1.4833728355960643,2.6784063392732906,0.5996034726988635,0.407598739571224,1,0,0,0
96,104514,2017-05-15,46500,84.6,중곡동 292,용마산로 174.0 0.0,에스케이,8,1999.0,중곡동,광진구,56537.41,668.291,26212.75,142.0,"{'lat': '37.5688661073555', 'lng': '127.086494548803'}",37.5688661073555,127.086494548803,0.37925138658291113,2.165543218472287,2.2492872365065963,3.406463404222332,0.5156643313374561,1.5487807639007096,0,0,0,0
98,271065,2021-07-02,71000,84.967,도봉동 654,도봉로180길 6.0 23.0,동아에코빌,12,2003.0,도봉동,도봉구,70784.491,833.082,17458.0,42.0,"{'lat': '37.6815163431126', 'lng': '127.046899391178'}",37.6815163431126,127.046899391178,0.2456698376365643,0.9018380034513676,4.458263553176254,9.750209153716709,1.3495910559577593,3.1757968011037616,0,0,0,1
104,298407,2020-06-10,59500,84.83,공릉동 91,노원로1가길 10.0 0.0,청솔아파트8,5,2000.0,공릉동,노원구,66372.781,782.421,16225.0,167.0,"{'lat': '37.6232695689707', 'lng': '127.086010646808'}",37.6232695689707,127.086010646808,0.374968356591662,4.565935803344382,0.6668729756041507,4.473713634929033,0.7735821423696647,2.4922928667793456,1,0,0,1
109,348398,2018-02-03,55000,84.93,오금동 67,성내천로6길 1.0 13.0,아남,14,1992.0,오금동,송파구,64868.125,763.783,23427.0,149.0,"{'lat': '37.5026865105314', 'lng': '127.135841640768'}",37.5026865105314,127.135841640768,0.5201992112317968,0.3313067050408153,1.9443160182349102,3.506171833194908,1.3819649581185705,1.749576731134506,1,1,0,0
110,183545,2017-11-11,72000,84.6,당산동5가 7-2,선유동2로 56.0 0.0,유원제일2차,4,1984.0,당산동5가,영등포구,87718.593,1036.863,24459.0,64.0,"{'lat': '37.5330576470523', 'lng': '126.898553578207'}",37.5330576470523,126.898553578207,0.36006485526640347,1.1604811404016802,3.1805581762614175,1.1342692381186261,0.4463373368462585,0.15790830570783987,1,0,0,0
112,215672,2018-06-01,49800,84.699,면목동 1525,용마산로 290.0 0.0,용마산금호어울림,7,2006.0,면목동,중랑구,55359.96,653.608,24948.83333333333,171.0,"{'lat': '37.5774275202186', 'lng': '127.091421465659'}",37.5774275202186,127.091421465659,0.464605370497117,0.47612407398153656,1.0889667862662205,3.9816496630844114,0.4481665466923915,0.5015900426520082,0,0,0,0
120,230441,2018-02-24,66700,84.049,길음동 1283,길음로 16.0 0.0,길음뉴타운6단지(래미안),5,2007.0,길음동,성북구,77006.99,916.215,38593.0,153.0,"{'lat': '37.6062694708825', 'lng': '127.022893664052'}",37.6062694708825,127.022893664052,0.3708028704291471,1.0974343081340046,1.3073759103878937,1.7736077241810644,0.40849133056858544,0.5172283356398506,0,0,0,0
124,246049,2017-05-20,35700,84.6,번동 136,한천로109길 83.0 0.0,번동솔그린,17,1999.0,번동,강북구,42770.246,505.558,20166.0,65.0,"{'lat': '37.6261268924628', 'lng': '127.039305478078'}",37.6261268924628,127.039305478078,1.1748297581421152,0.33493013019140355,1.1497123673846974,3.7359856900838144,1.2914279320140953,1.6626315207201197,0,0,0,1
126,230662,2018-02-09,48000,84.843,장위동 317,월계로36길 27.0 0.0,꿈의숲대명루첸아파트,1,2008.0,장위동,성북구,55417.324,653.175,26808.666666666668,64.0,"{'lat': '37.6205468770084', 'lng': '127.047001861835'}",37.6205468770084,127.047001861835,1.3887562638491548,2.093294616234455,1.6108492015250906,2.987094660711205,0.11263114387140266,2.1615165940422836,0,0,0,0
129,251944,2020-06-27,70000,84.705,미아동 1357,삼양로19길 113.0 0.0,삼각산아이원,5,2003.0,미아동,강북구,73957.547,873.119,32016.8,253.0,"{'lat': '37.6152263118285', 'lng': '127.01812709371'}",37.6152263118285,127.01812709371,0.7290136275386268,2.185812759163732,1.8082237247183313,2.846622099548946,0.5580243855131877,1.1796829567320557,0,0,0,1
132,382910,2021-01-13,139000,84.92,둔촌동 630,명일로 172.0 0.0,둔촌푸르지오,18,2010.0,둔촌동,강동구,147875.878,1741.355,12724.0,69.0,"{'lat': '37.5341452290037', 'lng': '127.146518101181'}",37.5341452290037,127.146518101181,0.7036723136592559,0.6989548942034295,2.0362750802090193,3.496081658547066,0.4620090475164744,0.7717344547527372,1,0,0,0
136,168451,2020-11-29,82000,84.99,개봉동 481,개봉로20길 6.0 0.0,현대,22,2001.0,개봉동,구로구,86340.198,1015.887,30315.0,146.0,"{'lat': '37.492077368255', 'lng': '126.858496444041'}",37.492077368255,126.858496444041,0.2803052570992963,0.9443314435593755,0.8110420943227882,2.329527295065199,0.4095341826036781,0.3828850919541384,0,0,0,0
143,39667,2018-01-20,47000,84.73,신정동 338,목동남로4길 20.0 0.0,목동우성3,17,1999.0,신정동,양천구,55249.656,652.067,26869.0,865.0,"{'lat': '37.5083581328631', 'lng': '126.865636280342'}",37.5083581328631,126.865636280342,0.4495023730948989,0.2896282022186731,0.956328817187044,2.473063703531604,1.6015562340842184,1.689023478372056,1,0,0,0
145,249839,2019-08-16,51600,84.76,미아동 1353,솔샘로 174.0 0.0,에스케이북한산시티,19,2004.0,미아동,강북구,56131.679,662.243,32016.8,253.0,"{'lat': '37.6179760334621', 'lng': '127.01263074872'}",37.6179760334621,127.01263074872,0.3714409309562033,2.354537347846621,1.8359005969959779,3.3041270826898477,0.5943481663392552,1.7327779321588264,0,0,0,1
146,291733,2019-10-18,67800,84.97,월계동 18,마들로 31.0 0.0,한진한화그랑빌,9,2002.0,월계동,노원구,77658.045,913.947,19545.666666666668,92.0,"{'lat': '37.6178028996422', 'lng': '127.068568020687'}",37.6178028996422,127.068568020687,0.5774294584142954,5.616271318151984,0.8116406386067327,3.0624029844718006,0.9503142990551471,2.5413115723714,1,0,0,1
151,35388,2017-04-03,36000,84.9,신정동 948-24,오목로 160.0 0.0,신호,11,1997.0,신정동,양천구,45739.785,538.749,26869.0,865.0,"{'lat': '37.5246564224396', 'lng': '126.85523050514'}",37.5246564224396,126.85523050514,0.09278420893140632,1.3632178340537329,2.6735711388481413,3.042981750193323,0.44994499178734426,0.4441506656852663,1,0,0,0
158,244363,2021-07-02,127500,84.97,석관동 410,돌곶이로8길 22.0 0.0,래미안아트리치,23,2019.0,석관동,성북구,127923.012,1505.508,20710.0,47.0,"{'lat': '37.6060457872052', 'lng': '127.063614432719'}",37.6060457872052,127.063614432719,0.8061094500527191,1.1892881766799708,0.8528667891832038,1.7323301703744713,0.4329999915129874,3.0310593562035892,0,0,0,0
161,24028,2018-01-24,113500,84.8919,아현동 777,마포대로 195.0 0.0,마포래미안푸르지오4단지,9,2014.0,아현동,마포구,138792.347,1634.93,35607.5,67.0,"{'lat': '37.555593231083', 'lng': '126.953656665391'}",37.555593231083,126.953656665391,0.29308883184120477,2.216172901742743,1.0433888365030453,1.3492888672459695,0.2053952023356297,1.1464840034596921,1,0,1,0
162,53275,2017-05-03,76700,84.95,신당동 852,청구로 64.0 0.0,청구e편한세상,7,2011.0,신당동,중구,92694.483,1091.165,31322.166666666668,96.0,"{'lat': '37.5604485958729', 'lng': '127.016730517193'}",37.5604485958729,127.016730517193,0.2568439139021705,1.38355872737757,1.5948965397638648,2.4055478894780085,0.7515842792609891,0.4795317496303502,1,0,0,0
163,115261,2017-11-04,51500,84.74,휘경동 368,망우로20길 86.0 0.0,브라운스톤휘경,12,2013.0,휘경동,동대문구,59647.975,703.894,24613.5,49.0,"{'lat': '37.5904739061859', 'lng': '127.066492298357'}",37.5904739061859,127.066492298357,0.6744401116621678,1.0479189334380645,0.5400490306395674,1.391719636712713,0.4586364641098915,1.2833718061781705,1,0,0,0
167,327695,2018-02-13,133000,84.82,반포동 10,신반포로15길 4.0 0.0,반포푸르지오,4,2000.0,반포동,서초구,155405.228,1832.177,15587.5,425.0,"{'lat': '37.5038886565254', 'lng': '126.996453891018'}",37.5038886565254,126.996453891018,0.07036068550705986,3.8792264258940863,0.8837688900110513,0.7789835752217061,0.622374689514629,0.7274632948001769,1,1,0,0
168,239370,2020-03-13,47000,84.843,장위동 317,월계로36길 27.0 0.0,꿈의숲대명루첸아파트,2,2008.0,장위동,성북구,49843.401,587.478,26808.666666666668,64.0,"{'lat': '37.6205468770084', 'lng': '127.047001861835'}",37.6205468770084,127.047001861835,1.3887562638491548,2.093294616234455,1.6108492015250906,2.987094660711205,0.11263114387140266,2.1615165940422836,0,0,0,0
175,7807,2019-11-16,53000,84.96,홍은동 455,세검정로1길 95.0 0.0,홍은동벽산,15,1997.0,홍은동,서대문구,55913.839,658.12,13865.0,110.0,"{'lat': '37.5953795593755', 'lng': '126.944732392243'}",37.5953795593755,126.944732392243,0.7075045430702647,1.6419185388911115,0.3610349061335648,3.6090365754997604,0.4512647477494323,3.7730089982914037,0,0,0,0
182,106638,2018-02-06,87000,84.86,구의동 611,광나루로56길 32.0 0.0,구의현대2단지,4,1996.0,구의동,광진구,97142.047,1144.733,29096.33333333333,257.0,"{'lat': '37.5386275109447', 'lng': '127.095874079019'}",37.5386275109447,127.095874079019,0.4066407885277209,1.5238156054075722,1.494921369772908,1.8305028931015523,1.0152634758066166,0.3296340355958415,0,0,0,0
183,37870,2017-09-20,46000,84.51,신정동 1322,신정이펜2로 55.0 0.0,이펜하우스2단지,3,2011.0,신정동,양천구,56999.391,674.469,26869.0,865.0,"{'lat': '37.5161106638708', 'lng': '126.830117649497'}",37.5161106638708,126.830117649497,2.0580994614331765,1.3045445982218835,2.863210757980149,5.452003956276956,0.7833545985389525,2.20890702623666,1,0,0,0
184,202560,2018-07-24,70500,84.84,사당동 1154,사당로16길 96.0 0.0,사당휴먼시아,13,2009.0,사당동,동작구,82273.19,969.745,25922.4,214.0,"{'lat': '37.4789624423231', 'lng': '126.970148076657'}",37.4789624423231,126.970148076657,0.6339385957222867,0.8234013778579847,1.0408136453616297,3.2317515871750446,0.6065795057055637,0.8843172689674236,1,0,0,0
186,149897,2021-09-23,150000,84.95,마곡동 751,마곡중앙로 36.0 0.0,마곡엠벨리(15단지),3,2014.0,마곡동,강서구,150307.147,1769.36,12957.25,224.0,"{'lat': '37.5567276511676', 'lng': '126.828076494605'}",37.5567276511676,126.828076494605,0.44867187755863674,1.5123269056161084,1.5156410719022488,5.616795284209685,1.1158278315019519,1.1441146505212607,1,0,0,0
188,240430,2020-06-24,76000,84.844,길음동 1278,숭인로2길 61.0 0.0,길음동동부센트레빌(1278-0),17,2003.0,길음동,성북구,80682.552,950.952,38593.0,153.0,"{'lat': '37.6102709913229', 'lng': '127.024462245599'}",37.6102709913229,127.024462245599,0.7650141201426446,1.5236876969342052,1.1173000104676019,2.1849553565579884,0.8741557512273693,0.4436559512312003,0,0,0,0
191,101902,2021-04-28,130000,84.99,자곡동 686,자곡로 260.0 0.0,강남한양수자인(4단지),7,2014.0,자곡동,강남구,139914.051,1646.241,6823.0,44.0,"{'lat': '37.4753799821393', 'lng': '127.112496841501'}",37.4753799821393,127.112496841501,1.6295495926373436,0.4353960410030593,8.544521687473221,2.661998833723553,3.6845205423717573,1.5701006961123114,1,1,0,0
195,29013,2019-11-28,143000,84.996,공덕동 476,백범로 152.0 0.0,공덕파크자이,4,2015.0,공덕동,마포구,158102.106,1860.112,37115.0,43.0,"{'lat': '37.5448715926589', 'lng': '126.947965377607'}",37.5448715926589,126.947965377607,0.33352969606786537,1.8382002584176618,0.21184145683511604,2.0355811309830436,0.4566074806267114,0.37933763150807087,1,0,1,0
207,234140,2018-10-31,70000,84.73,종암동 131,종암로9길 71.0 0.0,아이파크종암동2차,13,2005.0,종암동,성북구,75652.7,892.868,27620.0,88.0,"{'lat': '37.5968551400627', 'lng': '127.031722511149'}",37.5968551400627,127.031722511149,0.9359520306083429,0.5678936101795646,0.9064334068622353,0.7568173294601045,1.0950976100205772,1.164338655064464,0,0,0,0
209,224876,2017-02-21,53700,84.88,하월곡동 226,월곡로14길 26.0 0.0,월곡래미안루나밸리,12,2007.0,하월곡동,성북구,64326.002,757.846,25435.666666666668,99.0,"{'lat': '37.5991654480784', 'lng': '127.042132130732'}",37.5991654480784,127.042132130732,0.31410083972500924,0.8520158312237425,0.8547317299049524,0.9975993532194376,1.1622653756078631,1.4412545689326346,0,0,0,0
212,364123,2022-02-17,225000,84.88,잠실동 19,올림픽로 99.0 0.0,잠실엘스,16,2008.0,잠실동,송파구,221223.037,2606.303,21363.5,265.0,"{'lat': '37.5129324772866', 'lng': '127.081460737023'}",37.5129324772866,127.081460737023,0.43717850660725804,0.5433735344069883,4.52440570621047,2.726620755397028,0.49397895376608547,0.27669608508985866,1,1,0,0
217,84901,2017-06-11,142800,84.98,역삼동 716-3,역삼로 315.0 1.0,개나리SK뷰,25,2012.0,역삼동,강남구,182701.656,2149.937,23601.5,407.0,"{'lat': '37.5014129423797', 'lng': '127.049867919661'}",37.5014129423797,127.049867919661,0.3518730238690211,1.3058937931637715,2.395080950973362,3.607910282264502,1.3435912521077344,0.34459549603447626,1,1,0,0
220,181373,2017-05-27,48000,84.87,양평동5가 76,양평로24길 9.0 0.0,양평한신,1,1996.0,양평동5가,영등포구,60255.131,709.97,7500.0,17.0,"{'lat': '37.5401145097335', 'lng': '126.892103512609'}",37.5401145097335,126.892103512609,0.2644816872896795,0.7981147153529853,3.2107821849149873,0.6507651118191166,0.5907087073852899,0.9184609122234219,1,0,0,0
223,77466,2020-02-04,125000,84.96,하왕십리동 1066,무학로 33.0 0.0,텐즈힐(1단지),3,2015.0,하왕십리동,성동구,133199.731,1567.793,39198.5,71.0,"{'lat': '37.5684498209013', 'lng': '127.028040516397'}",37.5684498209013,127.028040516397,0.46991860412197706,1.364895915652485,2.211365561712872,1.716724389127445,0.7549846085501256,0.8233684470155694,1,0,1,0
225,119042,2019-04-22,41300,84.4,장안동 454-1,장한로8길 70.0 0.0,비젼아파트103동,4,2005.0,장안동,동대문구,45311.766,536.869,30559.0,213.0,"{'lat': '37.5629241824293', 'lng': '127.070114049143'}",37.5629241824293,127.070114049143,2.808916753580751,1.5041656483936552,2.360549156420441,2.331300922687949,1.04159296005495,0.29086327277962826,1,0,0,0
226,236175,2019-09-21,83000,84.96,길음동 1282,길음로 74.0 0.0,길음뉴타운5단지(래미안),12,2006.0,길음동,성북구,90036.784,1059.755,38593.0,153.0,"{'lat': '37.6096855257791', 'lng': '127.020710239187'}",37.6096855257791,127.020710239187,0.7960852327188657,1.5115930725718707,0.8954810800163068,2.190896349634003,0.7804683768809343,0.711249846875906,0,0,0,0
229,38448,2017-11-01,46700,84.51,신정동 1317,신정이펜1로 51.0 0.0,이펜하우스4단지,4,2011.0,신정동,양천구,57411.988,679.351,26869.0,865.0,"{'lat': '37.5107541400778', 'lng': '126.829825083522'}",37.5107541400778,126.829825083522,2.284781948645909,1.6362074661273796,2.461911222769161,5.278352883012033,1.3635336122658086,2.4402181271183574,1,0,0,0
230,346834,2017-12-09,80000,84.94,장지동 844,충민로4길 19.0 0.0,송파파인타운7단지,12,2007.0,장지동,송파구,100647.539,1184.925,16754.666666666668,131.0,"{'lat': '37.4791614582283', 'lng': '127.130760269638'}",37.4791614582283,127.130760269638,0.40641082679979185,0.8330150342818657,4.531761528019175,3.959248007360957,1.2650998997323166,0.6780208255010138,1,1,0,0
