level_0,index,거래일,거래금액,전용면적,구주소,도로명주소,아파트,층,건축년도,법정동,구,환산가격,환산m2당가격,인구밀도,학원갯수,위경도,위도,경도,역거리,공원거리,대학거리,대형병원거리,전통시장거리,상권거리,투기지구,강남3구,마용성,노도강
12032,313236,2018-09-12,55000,84.89,역촌동 232,갈현로3나길 22.0 0.0,역촌센트레빌,15,2011.0,역촌동,은평구,59803.393,704.481,39441.0,115.0,"{'lat': '37.6031134891166', 'lng': '126.905988894856'}",37.6031134891166,126.905988894856,0.9822548829838617,0.3658854270360934,0.6613077548542367,5.482668269935773,1.442489058473262,2.1010118498081707,0,0,0,0
12034,122596,2020-05-22,69000,84.96,회기동 65,이문로1길 21.0 0.0,신현대,5,1989.0,회기동,동대문구,73804.649,868.699,16746.0,14.0,"{'lat': '37.5896046831577', 'lng': '127.051822428181'}",37.5896046831577,127.051822428181,0.5078252435378919,1.431428745635198,0.5535928193002576,0.4798310572480376,0.3120590099735016,0.3260295863792043,1,0,0,0
12044,242316,2020-11-21,105000,84.88,하월곡동 226,월곡로14길 26.0 0.0,월곡래미안루나밸리,8,2007.0,하월곡동,성북구,108972.442,1283.841,25435.666666666668,99.0,"{'lat': '37.5991654480784', 'lng': '127.042132130732'}",37.5991654480784,127.042132130732,0.31410083972500924,0.8520158312237425,0.8547317299049524,0.9975993532194376,1.1622653756078631,1.4412545689326346,0,0,0,0
12045,173822,2018-01-20,56800,84.786,시흥동 1026,시흥대로 165.0 0.0,남서울힐스테이트,10,2014.0,시흥동,금천구,64313.68,758.541,17119.8,183.0,"{'lat': '37.4477871989419', 'lng': '126.900966570969'}",37.4477871989419,126.900966570969,1.0677587164436766,0.28774660976997335,5.619305402618556,5.1380067491912635,0.7000508695792593,0.6337914845968455,0,0,0,0
12047,386625,2017-06-03,48200,84.41,봉천동 1721,관악로 263.0 0.0,브라운스톤관악,12,2005.0,봉천동,관악구,57339.934,679.303,34802.0,429.0,"{'lat': '37.4878124150224', 'lng': '126.957233855036'}",37.4878124150224,126.957233855036,0.8308167071281679,3.1009676650830875,2.2063160419501187,2.152933855302092,0.16927804410124137,0.5401220021070512,0,0,0,0
12048,204275,2019-07-16,129500,84.98,사당동 1159,사당로23길 4.0 0.0,래미안로이파크,22,2018.0,사당동,동작구,148452.402,1746.91,25922.4,214.0,"{'lat': '37.4885121810048', 'lng': '126.973323417623'}",37.4885121810048,126.973323417623,0.47229391962243383,0.29223894566898856,0.5824430816366628,2.346468597153343,0.6472184100875337,0.6699042661815146,1,0,0,0
12052,396192,2020-11-24,75800,84.97,신림동 10-622,남부순환로198길 7.0 0.0,성우,5,1998.0,신림동,관악구,80416.822,946.414,23141.81818181818,326.0,"{'lat': '37.4836558402702', 'lng': '126.937344252005'}",37.4836558402702,126.937344252005,0.42629069554314136,2.1644208164000993,2.601500875659295,3.30321313276631,0.2354799743909073,0.59185205255187,0,0,0,0
12054,104233,2017-03-09,70385,84.61,자양동 507-6,능동로 50.0 0.0,이튼타워리버2차,24,2006.0,자양동,광진구,86086.145,1017.446,24348.0,207.0,"{'lat': '37.5355051981789', 'lng': '127.069164103799'}",37.5355051981789,127.069164103799,0.49138453228576434,1.9068455476848623,0.637570362232921,0.6055229117334953,0.22579384541252553,0.5338289827244753,0,0,0,0
12056,135879,2018-07-26,58500,84.87,염창동 258-1,양천로 731.0 0.0,동아3,10,1999.0,염창동,강서구,66671.921,785.577,24002.0,132.0,"{'lat': '37.5501995704814', 'lng': '126.877425235008'}",37.5501995704814,126.877425235008,1.582742323685081,1.1404427477640982,2.0582344459307254,1.726448245224592,1.682140767782545,2.3542585157459897,1,0,0,0
12060,48652,2020-06-27,88000,84.63,신정동 334,신목로 16.0 0.0,쌍용,15,1992.0,신정동,양천구,94824.829,1120.464,26869.0,865.0,"{'lat': '37.5172447842902', 'lng': '126.875553931104'}",37.5172447842902,126.875553931104,0.8069700328404041,1.162658025708927,2.02558277116154,2.33486122178763,0.426377185150693,0.8853482785495276,1,0,0,0
12061,31376,2020-07-27,97900,84.983,창전동 441,창전로 63.0 0.0,창전쌍용스윗닷홈,9,2005.0,창전동,마포구,105491.554,1241.325,17655.0,65.0,"{'lat': '37.5480152580233', 'lng': '126.932149354013'}",37.5480152580233,126.932149354013,0.06369612612506353,0.49799508513052143,0.8056709194369831,1.7657936711420457,0.4161668666800087,0.8061107150955324,1,0,1,0
12063,98551,2020-06-13,234500,84.349,삼성동 50,삼성로111길 8.0 0.0,현대힐스테이트2단지,12,2008.0,삼성동,강남구,262797.126,3115.593,15761.5,138.0,"{'lat': '37.5138589096778', 'lng': '127.051485875359'}",37.5138589096778,127.051485875359,0.18435377456327906,0.35373752730331315,1.8379766424274344,3.4664602406256697,1.0915544371491268,0.39157975891605723,1,1,0,0
12066,128080,2017-04-06,31000,84.85,화곡동 927-1,강서로5나길 104.0 0.0,웰라이빌,13,2000.0,화곡동,강서구,38794.522,457.213,36250.125,342.0,"{'lat': '37.5285700780833', 'lng': '126.842739999797'}",37.5285700780833,126.842739999797,0.49733401014127976,1.7123539241392667,2.2988167579186896,3.9470983809492313,0.06720490502308785,2.7883201845867176,1,0,0,0
12067,85941,2017-07-15,96800,84.9,삼성동 4-3,학동로 420.0 0.0,푸른솔아파트1동,9,1996.0,삼성동,강남구,123472.112,1454.324,15761.5,138.0,"{'lat': '37.517794293276', 'lng': '127.046080481142'}",37.517794293276,127.046080481142,0.4287536953198988,0.6856197298595436,1.33336233926292,3.399762614922492,1.0088551288805387,0.575503846695031,1,1,0,0
12069,361080,2020-11-11,220000,84.8,잠실동 19,올림픽로 99.0 0.0,잠실엘스,17,2008.0,잠실동,송파구,240340.824,2834.208,21363.5,265.0,"{'lat': '37.5129324772866', 'lng': '127.081460737023'}",37.5129324772866,127.081460737023,0.43717850660725804,0.5433735344069883,4.52440570621047,2.726620755397028,0.49397895376608547,0.27669608508985866,1,1,0,0
12070,284129,2018-06-30,39900,84.96,상계동 1312,누원로 28.0 0.0,수락리버시티3단지,10,2009.0,상계동,노원구,46829.146,551.191,21403.777777777777,496.0,"{'lat': '37.6875055926609', 'lng': '127.05425340701'}",37.6875055926609,127.05425340701,1.0777111138960433,2.718470254995378,4.366648067060945,10.411729451722206,3.2553083223953565,3.4965627748417676,1,0,0,1
12076,110327,2020-08-06,140000,84.55,광장동 218-1,아차산로 552.0 0.0,극동2,4,1989.0,광장동,광진구,146574.362,1733.582,14575.0,111.0,"{'lat': '37.5431587122415', 'lng': '127.104188607133'}",37.5431587122415,127.104188607133,0.24459237163507896,0.9919147092306874,0.7712904801847826,1.998367565307998,1.410058851612758,1.1264326922639525,0,0,0,0
12077,67013,2017-02-13,52500,84.88,송정동 104,동일로 237.0 0.0,서울숲아이파크,4,2009.0,송정동,성동구,64658.873,761.768,9997.0,6.0,"{'lat': '37.5529080625121', 'lng': '127.069207117454'}",37.5529080625121,127.069207117454,1.0311819047982844,1.733435130472122,1.839289715459513,1.3999921658990002,1.8970438650004482,0.9401724534940858,1,0,1,0
12082,121234,2019-12-09,72000,84.87,장안동 336,장안벚꽃로 107.0 0.0,장안현대홈타운(336),8,2003.0,장안동,동대문구,77687.999,915.376,30559.0,213.0,"{'lat': '37.569725659288', 'lng': '127.074606226438'}",37.569725659288,127.074606226438,2.658125177458182,1.2107210057471836,1.9240127098774067,2.923185766292101,1.0516813600033337,0.3380501640074112,1,0,0,0
12083,345222,2017-10-10,60000,83.8,송파동 170,송이로 50.0 0.0,SK,4,2001.0,송파동,송파구,77892.38,929.503,33493.0,161.0,"{'lat': '37.5006593715373', 'lng': '127.118035141913'}",37.5006593715373,127.118035141913,0.5270961777720677,1.3161959587107686,2.4691854844939596,2.8899346463961435,0.9049694935030679,0.7143466582162403,1,1,0,0
12084,53634,2017-07-07,59000,84.96,신당동 843,청구로1길 23.0 0.0,삼성,4,1999.0,신당동,중구,70548.633,830.375,31322.166666666668,96.0,"{'lat': '37.5581689025054', 'lng': '127.017895622274'}",37.5581689025054,127.017895622274,0.4264384054693982,1.619173907056546,1.6908927686872088,2.3065282238359486,0.8236588793688551,0.7171533572228714,1,0,0,0
12089,123486,2020-07-17,47000,84.55,장안동 400-3,천호대로77다길 11.0 6.0,(해오름),8,2006.0,장안동,동대문구,49539.134,585.915,30559.0,213.0,"{'lat': '37.5657078808875', 'lng': '127.064621112594'}",37.5657078808875,127.064621112594,2.2463229729596637,1.0575494250944255,1.9197494495649232,1.9403490966832413,0.4810758036203678,0.3896912942882183,1,0,0,0
12095,27132,2019-04-06,83000,84.93,창전동 437,서강로 95.0 0.0,창전래미안,20,1998.0,창전동,마포구,93687.069,1103.109,17655.0,65.0,"{'lat': '37.5512308823936', 'lng': '126.930994059899'}",37.5512308823936,126.930994059899,0.42206365790039335,0.18487301150237906,0.5482842730890651,1.5091180210986477,0.7609573548371663,0.5717278274782902,1,0,1,0
12096,393475,2019-12-02,70000,84.84,봉천동 1698-1,보라매로 62.0 0.0,보라매삼성,14,1996.0,봉천동,관악구,77354.08,911.764,34802.0,429.0,"{'lat': '37.4941052853678', 'lng': '126.928177342998'}",37.4941052853678,126.928177342998,1.1096325812330952,3.446705549993499,3.992578476144826,3.1915934983749663,1.2277051917369335,0.874041851751121,0,0,0,0
12097,158119,2018-06-16,57300,84.98,개봉동 489,개봉로2길 133.0 15.0,개봉동현대아이파크,8,2006.0,개봉동,구로구,65486.443,770.61,30315.0,146.0,"{'lat': '37.4900606508744', 'lng': '126.85978624525'}",37.4900606508744,126.85978624525,0.5134476682588506,0.9977676084372445,1.044214263048698,2.2284562986714835,0.5504649730223667,0.3850089642732657,0,0,0,0
12100,263095,2019-07-15,70000,84.4516,창동 825,도봉로136길 28.0 0.0,북한산아이파크5차,3,2004.0,창동,도봉구,77997.37,923.575,28043.0,256.0,"{'lat': '37.6579097559237', 'lng': '127.043633590922'}",37.6579097559237,127.043633590922,0.6390203539241822,1.0451043150326402,2.5734495678416356,7.149520982579634,1.140634625220023,0.6785646842891716,0,0,0,1
12103,172283,2017-01-20,53000,84.677,시흥동 1026,시흥대로 165.0 0.0,남서울힐스테이트,16,2014.0,시흥동,금천구,62312.627,735.886,17119.8,183.0,"{'lat': '37.4477871989419', 'lng': '126.900966570969'}",37.4477871989419,126.900966570969,1.0677587164436766,0.28774660976997335,5.619305402618556,5.1380067491912635,0.7000508695792593,0.6337914845968455,0,0,0,0
12104,49575,2020-07-29,72500,84.9285,신월동 1023,신정로13길 51.0 0.0,벽산블루밍2단지,11,2003.0,신월동,양천구,77303.479,910.218,27199.714285714286,239.0,"{'lat': '37.5136240359991', 'lng': '126.841496388784'}",37.5136240359991,126.841496388784,1.2361535626989484,0.5709604783568636,2.0827878425983006,4.509402208857771,0.4664169020808058,1.3900472360290193,1,0,0,0
12106,352498,2019-05-22,148500,84.79,신천동 17,올림픽로 435.0 0.0,파크리오,16,2008.0,신천동,송파구,173109.896,2041.631,9881.0,108.0,"{'lat': '37.5205366173754', 'lng': '127.10615089337'}",37.5205366173754,127.10615089337,0.20935528993862296,1.483007125595063,2.2808430896596827,0.5864637652880845,1.5119705185995802,0.7111434931270755,1,1,0,0
12107,20687,2017-03-21,67100,84.94,상암동 1643,월드컵로 338.0 0.0,상암월드컵파크3단지,12,2003.0,상암동,마포구,86024.347,1012.766,3747.0,105.0,"{'lat': '37.5726880929371', 'lng': '126.889779870573'}",37.5726880929371,126.889779870573,0.9093113392421502,0.3239023655142879,3.829073521429659,4.046042378227685,1.1049649244560826,0.8879943801635476,1,0,1,0
12109,68996,2017-06-02,73000,84.9673,성수동1가 715,상원길 47.0 0.0,중앙하이츠빌,19,2003.0,성수동1가,성동구,88182.791,1037.844,11500.0,57.0,"{'lat': '37.5478817306945', 'lng': '127.047793708999'}",37.5478817306945,127.047793708999,0.08622355232996749,0.530483482640174,0.7436562779042661,1.3452463260899494,1.167287341504297,1.5491455178193503,1,0,1,0
12111,10156,2020-08-06,79500,84.78,홍제동 453,통일로 348.0 0.0,청구1차,1,1994.0,홍제동,서대문구,81863.469,965.599,17235.666666666668,138.0,"{'lat': '37.5819153538654', 'lng': '126.95204947944'}",37.5819153538654,126.95204947944,0.16072186100319935,0.9907770698580086,0.8199151268088425,2.0279433154758797,1.2382052450190701,2.156035602999656,0,0,0,0
12117,277334,2017-07-10,41400,84.514,상계동 1128,동일로246길 39.0 0.0,극동늘푸른,7,2000.0,상계동,노원구,49355.648,583.994,21403.777777777777,496.0,"{'lat': '37.6773550990509', 'lng': '127.057269052995'}",37.6773550990509,127.057269052995,0.18056019637897855,3.2268559078601795,3.2083396348789015,9.294670072809845,2.2435161994034623,2.337128267203991,1,0,0,1
12121,168783,2020-12-10,84000,84.57,개봉동 476,경인로 382.0 0.0,한마을,21,1999.0,개봉동,구로구,88259.774,1043.63,30315.0,146.0,"{'lat': '37.4952644521652', 'lng': '126.862501576596'}",37.4952644521652,126.862501576596,0.34529488658371005,1.3572694671761198,0.7258232316533726,2.005251340829861,0.859220233495499,0.8833249064696799,0,0,0,0
12133,6582,2019-07-29,98000,84.971,남가좌동 385,가재울미래로 2.0 0.0,DMC파크뷰자이1단지,15,2015.0,남가좌동,서대문구,104692.841,1232.101,35325.0,94.0,"{'lat': '37.5722579341307', 'lng': '126.917837154419'}",37.5722579341307,126.917837154419,0.4672788348190695,0.5770972529330309,1.0010586679626754,2.314719036417544,0.2144428701171802,2.306677603535895,0,0,0,0
12136,265429,2020-02-12,38300,84.66,쌍문동 54,해등로 242.0 12.0,현대1,2,1990.0,쌍문동,도봉구,41755.203,493.211,30446.75,190.0,"{'lat': '37.6585642084385', 'lng': '127.031200913055'}",37.6585642084385,127.031200913055,1.1473164181390234,0.14511847619252502,1.6470296290433855,7.405011483711516,0.8774321147375707,1.617647844765318,0,0,0,1
12139,340770,2017-04-15,109800,84.83,잠실동 35,잠실로 62.0 0.0,트리지움,21,2007.0,잠실동,송파구,149501.255,1762.363,21363.5,265.0,"{'lat': '37.5099174003709', 'lng': '127.091143733839'}",37.5099174003709,127.091143733839,0.4814559785420913,0.7131738859477288,3.770783970535444,2.306201145562053,0.6543519546089587,0.6319863425650988,1,1,0,0
12145,277884,2017-08-26,63000,84.77,중계동 360-2,중계로 233.0 0.0,청구3,14,1996.0,중계동,노원구,74678.552,880.955,26184.75,619.0,"{'lat': '37.6498275508447', 'lng': '127.074331602869'}",37.6498275508447,127.074331602869,1.058148878246355,2.4016254555671694,0.9364829204261939,6.541327599387475,1.1781377287722161,1.1561577057016168,1,0,0,1
12148,134235,2018-03-05,51900,84.87,염창동 244-2,양천로 637.0 0.0,삼성한마음,15,1995.0,염창동,강서구,60672.121,714.883,24002.0,132.0,"{'lat': '37.5544666796958', 'lng': '126.868290600923'}",37.5544666796958,126.868290600923,0.6480891252139779,0.3943087768110334,1.4020681645385187,2.566098978841684,0.7566287219224704,1.5424939989260364,1,0,0,0
12149,332073,2019-10-29,139000,84.91,방배동 2626,방배선행길 2.0 0.0,삼성래미안1,9,2003.0,방배동,서초구,158933.772,1871.791,18193.33333333333,420.0,"{'lat': '37.4727023921114', 'lng': '126.984007935896'}",37.4727023921114,126.984007935896,1.081002124901264,2.2309268406340164,1.4215627540412341,3.7000826674476905,2.4716255341793447,0.6575115793011346,1,1,0,0
12152,321766,2017-01-24,166000,84.93,반포동 18-1,반포대로 275.0 0.0,래미안퍼스티지,15,2009.0,반포동,서초구,213239.891,2510.772,15587.5,425.0,"{'lat': '37.502931388892', 'lng': '126.9992463413'}",37.502931388892,126.9992463413,0.2978803900051456,3.7119338644334454,0.6170478726778569,0.5117918886066569,0.4043147591506558,0.5958541322509295,1,1,0,0
12153,648,2017-04-08,67500,84.94,북가좌동 481,수색로 100.0 0.0,DMC래미안e편한세상,25,2012.0,북가좌동,서대문구,78565.805,924.956,35457.5,128.0,"{'lat': '37.5726489857162', 'lng': '126.910550761779'}",37.5726489857162,126.910550761779,0.6348481595355501,1.1666393271291071,1.3918457522679666,2.911926328209772,0.48745367579612847,2.8298118013813984,0,0,0,0
12158,28870,2019-10-22,88000,84.9572,중동 398,월드컵북로38길 53.0 0.0,울트라월드컵(참누리),8,2006.0,중동,마포구,97953.39,1152.973,19280.0,30.0,"{'lat': '37.5716676137759', 'lng': '126.905565343328'}",37.5716676137759,126.905565343328,0.6012459906728868,1.0857898559786938,2.7322485758575117,3.2838968429834403,0.9904673133260339,1.7126097869608115,1,0,1,0
12160,265288,2020-01-18,54500,84.995,창동 819,도봉로110다길 51.0 0.0,태영데시앙,2,2003.0,창동,도봉구,59607.435,701.305,28043.0,256.0,"{'lat': '37.6429264181637', 'lng': '127.033389787203'}",37.6429264181637,127.033389787203,0.6444302108464481,0.8413921409777432,1.6657077707847072,5.675142677501249,0.5610426188587027,1.7147340065203058,0,0,0,1
12161,187198,2018-09-01,86000,84.5802,신길동 4937,신길로 119.0 0.0,한화꿈에그린,1,2008.0,신길동,영등포구,95945.929,1134.378,29474.14285714286,221.0,"{'lat': '37.502963391709', 'lng': '126.909607748113'}",37.502963391709,126.909607748113,0.3218767604159436,1.3885644392642669,3.6703348784110292,2.4866782505435614,0.3662523686914432,1.427334165297642,1,0,0,0
12163,294700,2020-01-13,55800,84.9343,월계동 950,마들로5길 25.0 0.0,녹천역두산위브아파트,1,2017.0,월계동,노원구,63052.957,742.373,19545.666666666668,92.0,"{'lat': '37.6406037217621', 'lng': '127.052769690439'}",37.6406037217621,127.052769690439,0.9800121082213336,4.536523291007108,1.1509740665028034,5.194837164436045,2.613567199078227,1.3540722522436868,1,0,0,1
12164,55817,2019-07-11,75000,84.92,황학동 2545,청계천로 400.0 0.0,롯데캐슬,26,2008.0,황학동,중구,80329.327,945.941,40739.0,3.0,"{'lat': '37.5709782271712', 'lng': '127.021433711217'}",37.5709782271712,127.021433711217,0.6413424551337612,1.5992862442681324,2.4071942568180664,2.269148766342123,0.49104769470562515,0.7650121141129522,1,0,0,0
12166,36711,2017-06-08,61800,84.85,목동 758-2,목동중앙로 79.0 0.0,목동2차아이파크,10,2004.0,목동,양천구,77265.768,910.616,32053.2,1056.0,"{'lat': '37.5367199315549', 'lng': '126.870773219155'}",37.5367199315549,126.870773219155,1.193254680944751,0.5322159709829358,1.9790239838257757,1.3783314603090866,0.39344161512309556,0.7412149494764536,1,0,0,0
12169,238207,2020-01-12,93000,84.8778,돈암동 644,아리랑로 75.0 0.0,돈암코오롱하늘채,12,2016.0,돈암동,성북구,99116.458,1167.755,31530.33333333333,95.0,"{'lat': '37.5992700563333', 'lng': '127.012569607103'}",37.5992700563333,127.012569607103,0.40058219062855577,0.6429961437964758,1.1955239874847488,1.6394052281670923,0.2894561538858574,0.44614235648646744,0,0,0,0
12172,36840,2017-06-08,34700,84.979,신월동 1051,신월로9길 36.0 0.0,정은스카이빌2차,7,2007.0,신월동,양천구,43383.854,510.524,27199.714285714286,239.0,"{'lat': '37.5203987099633', 'lng': '126.839189563405'}",37.5203987099633,126.839189563405,1.2107623575968058,1.0637108946035314,2.8556344348334215,4.527453313566296,0.41552483377744065,1.3492821943826276,1,0,0,0
12187,337085,2021-03-29,136700,84.94,방배동 3001-1,동작대로 108.0 0.0,디오수페리움2,7,2006.0,방배동,서초구,149218.583,1756.753,18193.33333333333,420.0,"{'lat': '37.4860378545084', 'lng': '126.982622717409'}",37.4860378545084,126.982622717409,0.9768097961282493,2.9092037588104276,1.4083248814739615,2.6120083472453794,1.0073201396931024,0.8309288359900567,1,1,0,0
12190,26231,2018-08-31,129500,84.98,현석동 225,토정로18길 11.0 0.0,래미안웰스트림,12,2016.0,현석동,마포구,147284.79,1733.17,29274.0,9.0,"{'lat': '37.5432114151593', 'lng': '126.935550955573'}",37.5432114151593,126.935550955573,0.5667083074548432,1.1096822534450355,1.0851767974177247,2.1743044484541225,0.2452171254757917,0.91283698295916,1,0,1,0
12192,266281,2020-03-25,50000,84.354,도봉동 647,마들로 835.0 0.0,도봉파크빌2,9,2002.0,도봉동,도봉구,54297.607,643.687,17458.0,42.0,"{'lat': '37.6843714025297', 'lng': '127.05072081523'}",37.6843714025297,127.05072081523,0.6772356499095251,0.6293224266150368,4.914850441935032,10.060104129699395,1.77999324295605,3.4985481881021245,0,0,0,1
12205,44478,2019-06-27,33400,84.74,신월동 510-3,오목로10길 7.0 3.0,두원빌드피아(510-3),2,2006.0,신월동,양천구,37981.186,448.208,27199.714285714286,239.0,"{'lat': '37.5221493747038', 'lng': '126.844450434208'}",37.5221493747038,126.844450434208,0.7811105605675969,0.9749929146310646,2.907278864781247,4.0243175468346255,0.37220253526630037,0.899301210829366,1,0,0,0
12211,3211,2018-01-23,51500,83.38,대현동 144,이화여대길 50.0 12.0,럭키대현,2,1999.0,대현동,서대문구,58358.644,699.912,22165.0,20.0,"{'lat': '37.5596039122152', 'lng': '126.947581754502'}",37.5596039122152,126.947581754502,1.0652656645918948,1.7770491265234927,0.5908040871172942,0.6608723041340449,1.7266547837273412,0.2805201614367381,0,0,0,0
12213,339205,2022-06-07,222000,84.96,방배동 1344,서초대로1길 30.0 0.0,방배1차현대홈타운,11,1999.0,방배동,서초구,221534.267,2607.513,18193.33333333333,420.0,"{'lat': '37.4884391320046', 'lng': '126.983901007651'}",37.4884391320046,126.983901007651,0.8529778782811748,2.9905148166092985,1.4559203056060523,2.353952777976113,0.725658709556489,0.7148159782960752,1,1,0,0
12214,319157,2020-11-09,85000,84.89,진관동 92,연서로 455.0 0.0,은평뉴타운 제각말 푸르지오(5-4단지),8,2010.0,진관동,은평구,88448.52,1041.919,4858.0,179.0,"{'lat': '37.6347634260965', 'lng': '126.916720415447'}",37.6347634260965,126.916720415447,0.28922333680373297,0.33388324362652677,3.7542465107687386,8.334412185358433,1.2440977461661398,1.667776304209548,0,0,0,0
12219,110645,2020-11-29,118000,83.45,자양동 829,능동로 19.0 0.0,한강현대,19,1993.0,자양동,광진구,122823.14,1471.817,24348.0,207.0,"{'lat': '37.5330883482377', 'lng': '127.066826558539'}",37.5330883482377,127.066826558539,0.17250755389022066,2.244617351153201,0.9708977497057995,0.9377213243695482,0.23044605759703726,0.7800867078332588,0,0,0,0
12223,236187,2019-09-27,86300,84.96,길음동 1285,길음로13길 22.0 0.0,길음뉴타운7단지(두산위브),15,2010.0,길음동,성북구,93616.56,1101.89,38593.0,153.0,"{'lat': '37.6096747261883', 'lng': '127.019032016559'}",37.6096747261883,127.019032016559,0.8758103980821084,1.556425394375999,0.7995088834063347,2.2364113552684195,0.8097515198598578,0.8471485313917333,0,0,0,0
12226,240555,2020-06-28,98000,84.99,종암동 134,종암로24가길 80.0 0.0,래미안라센트,6,2011.0,종암동,성북구,104038.027,1224.121,27620.0,88.0,"{'lat': '37.5992882913524', 'lng': '127.038595496935'}",37.5992882913524,127.038595496935,0.3921161286535129,1.1435356049629237,0.8672465274323473,1.2695741454862006,1.0372646785917718,1.2009209617830707,0,0,0,0
12228,271440,2021-11-06,87500,84.995,창동 819,도봉로110다길 51.0 0.0,태영데시앙,9,2003.0,창동,도봉구,84698.69,996.514,28043.0,256.0,"{'lat': '37.6429264181637', 'lng': '127.033389787203'}",37.6429264181637,127.033389787203,0.6444302108464481,0.8413921409777432,1.6657077707847072,5.675142677501249,0.5610426188587027,1.7147340065203058,0,0,0,1
12230,200758,2018-01-09,84000,84.7835,상도동 531,상도로 346.0 1.0,힐스테이트 상도 센트럴파크,9,2012.0,상도동,동작구,102875.138,1213.386,34756.5,199.0,"{'lat': '37.495409757977', 'lng': '126.950873258289'}",37.495409757977,126.950873258289,0.2691024976454783,1.1411696970899936,0.3946241953373025,1.5434174482382055,1.3584621894597022,1.4174439547867117,1,0,0,0
12233,232099,2018-05-22,49800,84.647,하월곡동 222,오패산로 46.0 0.0,월곡두산위브,8,2003.0,하월곡동,성북구,55885.708,660.221,25435.666666666668,99.0,"{'lat': '37.607033098723', 'lng': '127.038365407563'}",37.607033098723,127.038365407563,0.6299602444467995,1.254554651944821,0.2487997025668299,1.8523155088878216,0.2655259960631409,0.8044923460574289,0,0,0,0
12236,233260,2018-08-31,43000,84.09,정릉동 239,솔샘로25길 28.0 0.0,정릉풍림아이원,12,2005.0,정릉동,성북구,47382.423,563.473,18528.0,141.0,"{'lat': '37.6184876142783', 'lng': '127.007297911588'}",37.6184876142783,127.007297911588,0.686115626748096,2.6287568665930867,0.6492476587600008,3.5693886130967765,1.1314675989111527,0.771577296317665,0,0,0,0
12238,187645,2019-03-23,101750,84.98,문래동3가 54,당산로4길 12.0 0.0,문래자이,13,2001.0,문래동3가,영등포구,113507.526,1335.697,22021.0,42.0,"{'lat': '37.5161435802169', 'lng': '126.896777740873'}",37.5161435802169,126.896777740873,0.2669458999751704,1.2271871152083802,3.0970629336762974,2.4312357915870195,0.34483951740933116,0.1962948944780617,1,0,0,0
12243,76147,2019-10-03,104500,84.822,옥수동 250,독서당로 218.0 0.0,삼성,4,1999.0,옥수동,성동구,113716.208,1340.645,13561.0,60.0,"{'lat': '37.5424312325016', 'lng': '127.014052103004'}",37.5424312325016,127.014052103004,0.3958816422667278,0.6431338582729995,3.1687844671140217,3.258030364966937,1.0122079129499413,2.6588335222388975,1,0,1,0
12244,223346,2021-07-01,124000,84.9672,면목동 1544,동일로91길 23.0 0.0,라온프라이빗,22,2020.0,면목동,중랑구,125597.834,1478.192,24948.83333333333,171.0,"{'lat': '37.5823286592003', 'lng': '127.078794247247'}",37.5823286592003,127.078794247247,0.8681202781715226,1.4530712608076857,1.6750096124423037,2.743082247049866,0.7277460434921789,0.8611784227946899,0,0,0,0
12247,129141,2017-05-27,51500,84.97,방화동 875,방화대로45길 32.0 0.0,방화동동부센트레빌(875번지),9,2003.0,방화동,강서구,64100.919,754.395,11188.0,108.0,"{'lat': '37.574703238848', 'lng': '126.814976041476'}",37.574703238848,126.814976041476,0.36305642682185524,0.6100135096661841,3.725255773321944,7.601399415369486,0.43769567592390474,1.5741522533807557,1,0,0,0
12249,144682,2020-07-03,80000,84.94,화곡동 1091,화곡로13길 107.0 0.0,화곡푸르지오,2,2002.0,화곡동,강서구,85923.152,1011.575,36250.125,342.0,"{'lat': '37.5446220190794', 'lng': '126.831442765438'}",37.5446220190794,126.831442765438,0.6302926502727927,1.5958834616549844,1.0976490139349935,4.931025410083615,0.4433161629756477,1.8897787889222797,1,0,0,0
12252,332691,2019-11-09,310000,84.97,반포동 2-12,신반포로15길 19.0 0.0,아크로리버파크,8,2016.0,반포동,서초구,351429.854,4135.929,15587.5,425.0,"{'lat': '37.5054572291322', 'lng': '126.992771916234'}",37.5054572291322,126.992771916234,0.35906725537389156,4.148116320161182,1.2524245463351766,1.1444416010255956,0.8106513185794996,1.0058633705774076,1,1,0,0
12253,254227,2017-02-13,52000,84.937,방학동 720-18,마들로 646.0 0.0,방학동삼성래미안1,14,2002.0,방학동,도봉구,61820.39,727.838,26365.0,140.0,"{'lat': '37.6669775389205', 'lng': '127.047276059135'}",37.6669775389205,127.047276059135,0.27070709368924495,1.5699615939496452,3.341078664461153,8.133585709602999,0.6472581762222114,1.5591642286787466,0,0,0,1
12256,107554,2018-09-06,79000,84.55,광장동 218-1,아차산로 552.0 0.0,극동2,6,1989.0,광장동,광진구,85467.461,1010.851,14575.0,111.0,"{'lat': '37.5431587122415', 'lng': '127.104188607133'}",37.5431587122415,127.104188607133,0.24459237163507896,0.9919147092306874,0.7712904801847826,1.998367565307998,1.410058851612758,1.1264326922639525,0,0,0,0
12257,381351,2020-08-07,89700,84.9,명일동 332,상암로51길 61.0 0.0,명일엘지,20,1999.0,명일동,강동구,96391.883,1135.358,30318.5,344.0,"{'lat': '37.5490172711955', 'lng': '127.145666455175'}",37.5490172711955,127.145666455175,0.300082416728169,0.20942326509937909,3.4541852971866183,4.199445772137819,0.08803205773363128,0.3490322606106605,1,0,0,0
