거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"47,700",,2002,2017,도신로29길,00028,00000,11560,01,0,4154317,영등포동,0647,0000,11560,10100,1,영등포푸르지오,1,4,11560-2,79.777,,647,11560,6,,
"38,400",,2002,2017,영등포로62길,00042,00000,11560,01,0,4154735,영등포동,0648,0000,11560,10100,1,순영웰라이빌,1,10,11560-3,84.88,,648,11560,4,,
"46,000",,2002,2017,도신로29길,00028,00000,11560,01,0,4154317,영등포동,0647,0000,11560,10100,1,영등포푸르지오,1,14,11560-2,59.912,,647,11560,3,,
"48,500",,2002,2017,도신로29길,00028,00000,11560,01,0,4154317,영등포동,0647,0000,11560,10100,1,영등포푸르지오,1,24,11560-2,79.777,,647,11560,6,,
"50,000",,2002,2017,도신로29길,00028,00000,11560,01,0,4154317,영등포동,0647,0000,11560,10100,1,영등포푸르지오,1,25,11560-2,79.777,,647,11560,5,,
"54,000",,2002,2017,도신로29길,00028,00000,11560,01,0,4154317,영등포동,0647,0000,11560,10100,1,영등포푸르지오,1,26,11560-2,79.777,,647,11560,9,,
"10,600",,2011,2017,경인로114가길,00014,00000,11560,01,0,4154043,영등포동1가,0144,0000,11560,10200,1,헤렌어반,1,9,11560-1518,14.512,,144,11560,5,,
"12,800",,2013,2017,경인로,00882,00000,11560,02,0,3000028,영등포동1가,0113,0001,11560,10200,1,여의도시티아이,1,9,11560-1637,12.59,,113-1,11560,15,,
"13,000",,2011,2017,경인로114가길,00014,00000,11560,01,0,4154043,영등포동1가,0144,0000,11560,10200,1,헤렌어반,1,13,11560-1518,17.785,,144,11560,10,,
"10,500",,2011,2017,경인로114가길,00014,00000,11560,01,0,4154043,영등포동1가,0144,0000,11560,10200,1,헤렌어반,1,14,11560-1518,13.331,,144,11560,6,,
"10,400",,2011,2017,경인로114가길,00014,00000,11560,01,0,4154043,영등포동1가,0144,0000,11560,10200,1,헤렌어반,1,20,11560-1518,13.331,,144,11560,6,,
"40,900",,1998,2017,양산로,00177,00000,11560,03,0,3118016,영등포동7가,0046,0001,11560,10800,1,경남아너스빌,1,9,11560-6,59.9,,46-1,11560,13,,
