거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"44,000",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),1,2,11410-10,59.58,,200,11410,2,,
"59,950",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),1,16,11410-10,84.87,,200,11410,22,,
"67,800",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),1,17,11410-10,114.51,,200,11410,21,,
"34,500",,2000,2017,통일로,00279,00075,11410,07,0,3000008,현저동,1019,0000,11410,10900,1,독립문파크빌,1,21,11410-11,59.4,,1019,11410,7,,
"39,000",,1999,2017,이화여대8길,00062,00000,11410,01,0,4136321,북아현동,1009,0000,11410,11000,1,두산,1,6,11410-13,59.96,,1009,11410,18,,
"55,000",,2015,2017,북아현로1길,00050,00000,11410,01,0,4136122,북아현동,1011,0000,11410,11000,1,신촌푸르지오,1,7,11410-4476,59.9093,,1011,11410,10,,
"38,000",,1999,2017,이화여대8길,00062,00000,11410,01,0,4136321,북아현동,1009,0000,11410,11000,1,두산,1,9,11410-13,59.96,,1009,11410,15,,
"47,000",,2008,2017,북아현로6길,00015,00000,11410,01,0,4136156,북아현동,1010,0000,11410,11000,1,경남102동,1,16,11410-3902,59.97,,1010,11410,3,,
"56,000",,2008,2017,북아현로6길,00015,00000,11410,01,0,4136156,북아현동,1010,0000,11410,11000,1,경남102동,1,16,11410-3902,82.21,,1010,11410,6,,
"38,100",,1996,2017,북아현로,00040,00000,11410,01,0,3112006,북아현동,1006,0000,11410,11000,1,북아현경남,1,17,11410-14,59.77,,1006,11410,6,,
"45,000",,2008,2017,북아현로6길,00015,00000,11410,01,0,4136156,북아현동,1010,0000,11410,11000,1,경남102동,1,18,11410-3902,59.97,,1010,11410,6,,
"56,800",,2008,2017,북아현로6길,00015,00000,11410,01,0,4136156,북아현동,1010,0000,11410,11000,1,경남102동,1,19,11410-3902,82.21,,1010,11410,8,,
"41,800",,1999,2017,이화여대8길,00062,00000,11410,01,0,4136321,북아현동,1009,0000,11410,11000,1,두산,1,20,11410-13,59.96,,1009,11410,12,,
"40,000",,2004,2017,북아현로22길,00081,00000,11410,01,0,4136127,북아현동,0001,0052,11410,11000,1,건일팰리스,1,20,11410-143,84.54,,1-52,11410,4,,
"25,000",,2001,2017,통일로,00319,00000,11410,08,0,3000008,홍제동,0461,0000,11410,11100,1,홍제삼성래미안,1,3,11410-71,32.76,,461,11410,3,,
"37,000",,2006,2017,세무서8길,00049,00000,11410,01,0,4136193,홍제동,0468,0000,11410,11100,1,홍제비콘드림힐,1,3,11410-3599,84.9,,468,11410,8,,
"31,000",,2005,2017,통일로37나길,00052,00000,11410,01,0,4136394,홍제동,0312,0221,11410,11100,1,동일5차101동,1,4,11410-291,84.85,,312-221,11410,4,,
"15,000",,1972,2017,통일로37길,00030,00000,11410,01,0,4136393,홍제동,0315,0007,11410,11100,1,서울맨션,1,5,11410-52,45.32,,315-7,11410,2,,
"27,900",,1996,2017,세검정로,00134,00000,11410,01,0,3005005,홍제동,0454,0000,11410,11100,1,유원하나,1,5,11410-55,58.77,,454,11410,13,,
"29,940",,1975,2017,모래내로,00453,00000,11410,01,0,3112015,홍제동,0156,0200,11410,11100,1,고은,1,6,11410-43,81.75,,156-200,11410,4,,
"35,000",,2002,2017,문화촌길,00006,00024,11410,01,0,4136098,홍제동,0463,0000,11410,11100,1,문화촌현대,1,7,11410-49,59.94,,463,11410,17,,
"52,000",,1992,2017,통일로39가길,00057,00000,11410,01,0,4136396,홍제동,0331,0000,11410,11100,1,홍제현대,1,7,11410-68,106.18,,331,11410,13,,
"40,750",,2003,2017,세무서길,00106,00012,11410,01,0,4136195,홍제동,0465,0000,11410,11100,1,인왕산벽산,1,9,11410-59,84.63,,465,11410,12,,
"35,000",,2002,2017,문화촌길,00006,00024,11410,01,0,4136098,홍제동,0463,0000,11410,11100,1,문화촌현대,1,11,11410-49,59.94,,463,11410,5,,
"45,000",,2003,2017,모래내로,00460,00000,11410,01,0,3112015,홍제동,0157,0003,11410,11100,1,홍제그린,1,11,11410-152,164.71,,157-3,11410,7,,
"40,000",,2000,2017,통일로34길,00043,00000,11410,01,0,4136386,홍제동,0459,0000,11410,11100,1,홍제원현대(459-0),1,12,11410-73,59.93,,459,11410,4,,
"40,000",,2003,2017,세무서길,00106,00012,11410,01,0,4136195,홍제동,0465,0000,11410,11100,1,인왕산벽산,1,13,11410-59,84.63,,465,11410,5,,
"25,000",,2001,2017,통일로,00319,00000,11410,08,0,3000008,홍제동,0461,0000,11410,11100,1,홍제삼성래미안,1,13,11410-71,32.76,,461,11410,6,,
"25,900",,2001,2017,통일로,00319,00000,11410,08,0,3000008,홍제동,0461,0000,11410,11100,1,홍제삼성래미안,1,13,11410-71,32.76,,461,11410,4,,
"29,000",,1999,2017,홍제내길,00168,00000,11410,01,0,4136445,홍제동,0457,0000,11410,11100,1,남양,1,14,11410-46,59.94,,457,11410,12,,
"17,000",,1972,2017,통일로37길,00030,00000,11410,01,0,4136393,홍제동,0315,0007,11410,11100,1,서울맨션,1,14,11410-52,49.78,,315-7,11410,1,,
"35,500",,1993,2017,통일로25길,00030,00000,11410,01,0,4136379,홍제동,0082,0000,11410,11100,1,홍제한양,1,16,11410-67,60.06,,82,11410,13,,
"45,000",,1993,2017,통일로25길,00030,00000,11410,01,0,4136379,홍제동,0082,0000,11410,11100,1,홍제한양,1,18,11410-67,84.77,,82,11410,11,,
"36,000",,2002,2017,문화촌길,00006,00024,11410,01,0,4136098,홍제동,0463,0000,11410,11100,1,문화촌현대,1,19,11410-49,59.94,,463,11410,8,,
"23,000",,2001,2017,통일로,00319,00000,11410,08,0,3000008,홍제동,0461,0000,11410,11100,1,홍제삼성래미안,1,19,11410-71,32.76,,461,11410,1,,
"17,000",,1972,2017,통일로37길,00030,00000,11410,01,0,4136393,홍제동,0315,0007,11410,11100,1,서울맨션,1,21,11410-52,50.71,,315-7,11410,3,,
"59,000",,2009,2017,통일로,00397,00000,11410,08,0,3000008,홍제동,0469,0000,11410,11100,1,인왕산한신휴플러스,1,21,11410-3893,125.256,,469,11410,5,,
"39,900",,2000,2017,통일로34길,00043,00000,11410,01,0,4136386,홍제동,0459,0000,11410,11100,1,홍제원현대(459-0),1,21,11410-73,59.93,,459,11410,18,,
"52,000",,1992,2017,통일로39가길,00057,00000,11410,01,0,4136396,홍제동,0331,0000,11410,11100,1,홍제현대,1,21,11410-68,106.18,,331,11410,6,,
"17,000",,1972,2017,통일로37길,00030,00000,11410,01,0,4136393,홍제동,0315,0007,11410,11100,1,서울맨션,1,22,11410-52,50.64,,315-7,11410,3,,
"41,500",,1994,2017,통일로,00348,00000,11410,00,,3000008,홍제동,0453,0000,11410,11100,1,청구1차,1,23,11410-63,84.78,,453,11410,1,,
"42,000",,2002,2017,문화촌길,00006,00024,11410,01,0,4136098,홍제동,0463,0000,11410,11100,1,문화촌현대,1,24,11410-49,84.99,,463,11410,7,,
"18,000",,2003,2017,통일로39길,00107,00010,11410,01,0,4136397,홍제동,0312,0223,11410,11100,1,월드뷰,1,26,11410-122,87,,312-223,11410,1,,
"26,000",,2001,2017,통일로,00319,00000,11410,08,0,3000008,홍제동,0461,0000,11410,11100,1,홍제삼성래미안,1,31,11410-71,32.76,,461,11410,5,,
"27,100",,2014,2017,신촌로,00149,00000,11410,03,0,3005057,대현동,0104,0036,11410,11200,1,신촌자이엘라,1,10,11410-4373,22.13,,104-36,11410,21,,
"39,500",,2002,2017,연희로2길,00051,00005,11410,01,0,4136280,창천동,0368,0000,11410,11600,1,엘르빌2차,1,21,11410-25,85.76,,368,11410,6,,
"52,500",,2001,2017,연희로32길,00048,00000,11410,01,0,4136283,연희동,0740,0000,11410,11700,1,성원,1,2,11410-30,84.95,,740,11410,7,,
"7,000",,1978,2017,증가로,00061,00000,11410,01,0,3112010,연희동,0188,0041,11410,11700,1,시민,1,9,11410-171,57.69,,188-41,11410,1,,
"8,000",,1978,2017,증가로,00061,00000,11410,01,0,3112010,연희동,0188,0041,11410,11700,1,시민,1,12,11410-171,61.82,,188-41,11410,1,,
"60,950",,2001,2017,연희로32길,00048,00000,11410,01,0,4136283,연희동,0740,0000,11410,11700,1,성원,1,16,11410-30,115.06,,740,11410,4,,
"51,000",,2001,2017,연희로32길,00048,00000,11410,01,0,4136283,연희동,0740,0000,11410,11700,1,성원,1,18,11410-30,84.95,,740,11410,7,,
"16,400",,2014,2017,연희로5길,00014,00000,11410,01,0,4136303,연희동,0745,0000,11410,11700,1,연희자이엘라,1,19,11410-4254,13.642,,745,11410,3,,
"16,400",,2014,2017,연희로5길,00014,00000,11410,01,0,4136303,연희동,0745,0000,11410,11700,1,연희자이엘라,1,20,11410-4254,13.642,,745,11410,4,,
"48,300",,2001,2017,연희로32길,00048,00000,11410,01,0,4136283,연희동,0740,0000,11410,11700,1,성원,1,23,11410-30,84.95,,740,11410,9,,
"32,300",,2009,2017,증가로,00051,00000,11410,01,0,3112010,연희동,0106,0002,11410,11700,1,삼우장미,1,30,11410-3869,63.52,,106-2,11410,6,,
"67,000",,2002,2017,모래내로17안길,00030,00000,11410,01,0,4136085,홍은동,0277,0060,11410,11800,1,넥서스빌,1,6,11410-99,200.27,,277-60,11410,6,,
"31,000",,1988,2017,연희로,00377,00000,11410,00,0,3112019,홍은동,0202,0005,11410,11800,1,"현대(1,2차)",1,11,11410-95,59.97,,202-5,11410,8,,
"30,000",,2012,2017,홍은중앙로1길,00065,00000,11410,01,0,4136428,홍은동,0463,0000,11410,11800,1,동원베네스트,1,12,11410-4044,59.9554,,463,11410,7,,
"41,900",,1997,2017,세검정로1길,00095,00000,11410,01,0,4136176,홍은동,0455,0000,11410,11800,1,홍은동벽산,1,14,11410-85,84.78,,455,11410,12,,
"53,000",,1997,2017,세검정로1길,00095,00000,11410,01,0,4136176,홍은동,0455,0000,11410,11800,1,홍은동벽산,1,16,11410-85,142.98,,455,11410,12,,
"26,500",,1987,2017,홍은중앙로1길,00033,00000,11410,01,0,4136428,홍은동,0022,0000,11410,11800,1,유원,1,16,11410-89,64.26,,22,11410,1,,
"25,000",,1988,2017,연희로41길,00142,00000,11410,01,0,4136298,홍은동,0186,0022,11410,11800,1,서강1차(1동),1,16,11410-87,71.53,,186-22,11410,2,,
"30,500",,1997,2017,세검정로1길,00095,00000,11410,01,0,4136176,홍은동,0455,0000,11410,11800,1,홍은동벽산,1,16,11410-85,58.64,,455,11410,5,,
"29,000",,1990,2017,세검정로1길,00035,00000,11410,01,0,4136176,홍은동,0453,0002,11410,11800,1,풍림2,1,18,11410-93,58.5,,453-2,11410,4,,
"30,900",,1995,2017,포방터10길,00033,00000,11410,01,0,4136410,홍은동,0454,0000,11410,11800,1,극동,1,19,11410-77,84.92,,454,11410,8,,
"29,500",,1997,2017,세검정로1길,00095,00000,11410,01,0,4136176,홍은동,0455,0000,11410,11800,1,홍은동벽산,1,20,11410-85,58.64,,455,11410,8,,
"36,000",,1988,2017,연희로,00377,00000,11410,00,0,3112019,홍은동,0202,0005,11410,11800,1,"현대(1,2차)",1,20,11410-95,77.49,,202-5,11410,2,,
"40,000",,1997,2017,세검정로1길,00095,00000,11410,01,0,4136176,홍은동,0455,0000,11410,11800,1,홍은동벽산,1,26,11410-85,84.96,,455,11410,13,,
"49,000",,2008,2017,거북골로18가길,00023,00000,11410,01,0,4136032,북가좌동,0456,0000,11410,11900,1,DMC휴먼빌아파트,1,2,11410-3608,114.53,,456,11410,5,,
"66,500",,2012,2017,수색로,00100,00000,11410,01,0,3005054,북가좌동,0481,0000,11410,11900,1,DMC래미안e편한세상,1,3,11410-4085,84.92,,481,11410,27,,
"86,700",,2012,2017,수색로,00100,00000,11410,01,0,3005054,북가좌동,0481,0000,11410,11900,1,DMC래미안e편한세상,1,7,11410-4085,153.86,,481,11410,12,,
"34,500",,2004,2017,응암로,00132,00000,11410,01,0,3005055,북가좌동,0273,0017,11410,11900,1,동도하이츠비동,1,11,11410-190,82.5,,273-17,11410,4,,
"89,000",,2012,2017,수색로,00100,00000,11410,01,0,3005054,북가좌동,0481,0000,11410,11900,1,DMC래미안e편한세상,1,11,11410-4085,153.86,,481,11410,26,,
"89,000",,2012,2017,수색로,00100,00000,11410,01,0,3005054,북가좌동,0481,0000,11410,11900,1,DMC래미안e편한세상,1,15,11410-4085,153.25,,481,11410,6,,
"48,800",,2007,2017,수색로,00157,00000,11410,01,0,3005054,북가좌동,0460,0000,11410,11900,1,북가좌동이랜드해가든,1,18,11410-3712,84.91,,460,11410,9,,
"39,000",,1998,2017,수색로,00102,00000,11410,01,0,3005054,북가좌동,0150,0000,11410,11900,1,요진,1,20,11410-105,82.08,,150,11410,6,,
"55,000",,2012,2017,수색로,00100,00000,11410,01,0,3005054,북가좌동,0481,0000,11410,11900,1,DMC래미안e편한세상,1,21,11410-4085,59.97,,481,11410,3,,
"67,000",,2012,2017,수색로,00100,00000,11410,01,0,3005054,북가좌동,0481,0000,11410,11900,1,DMC래미안e편한세상,1,23,11410-4085,84.95,,481,11410,5,,
"46,000",,2008,2017,거북골로18가길,00023,00000,11410,01,0,4136032,북가좌동,0456,0000,11410,11900,1,DMC휴먼빌아파트,1,24,11410-3608,84.21,,456,11410,8,,
"67,500",,2012,2017,수색로,00100,00000,11410,01,0,3005054,북가좌동,0481,0000,11410,11900,1,DMC래미안e편한세상,1,31,11410-4085,84.95,,481,11410,16,,
"51,500",,1999,2017,가재울로,00045,00000,11410,01,0,3112001,남가좌동,0376,0000,11410,12000,1,남가좌동현대,1,2,11410-104,114.9,,376,11410,1,,
"57,500",,2005,2017,수색로6길,00043,00000,11410,01,0,4136203,남가좌동,0379,0000,11410,12000,1,래미안남가좌2차,1,2,11410-3524,84.806,,379,11410,1,,
"50,500",,2005,2017,수색로6길,00043,00000,11410,01,0,4136203,남가좌동,0379,0000,11410,12000,1,래미안남가좌2차,1,5,11410-3524,59.788,,379,11410,12,,
"68,500",,2015,2017,가재울미래로,00002,00000,11410,01,0,3351018,남가좌동,0384,0000,11410,12000,1,DMC파크뷰자이2단지,1,5,11410-4480,84.909,,384,11410,22,,
"72,500",,2015,2017,가재울미래로,00002,00000,11410,01,0,3351018,남가좌동,0385,0000,11410,12000,1,DMC파크뷰자이1단지,1,5,11410-4479,84.971,,385,11410,25,,
"38,900",,2000,2017,증가로,00191,00000,11410,03,0,3112010,남가좌동,0377,0000,11410,12000,1,DMC래미안클라시스,1,7,11410-102,59.93,,377,11410,9,,
"50,500",,2005,2017,수색로6길,00043,00000,11410,01,0,4136203,남가좌동,0379,0000,11410,12000,1,래미안남가좌2차,1,7,11410-3524,59.788,,379,11410,13,,
"47,300",,2000,2017,증가로,00191,00000,11410,03,0,3112010,남가좌동,0377,0000,11410,12000,1,DMC래미안클라시스,1,14,11410-102,84.9,,377,11410,14,,
"38,400",,1999,2017,가재울로,00045,00000,11410,01,0,3112001,남가좌동,0376,0000,11410,12000,1,남가좌동현대,1,14,11410-104,59.4,,376,11410,6,,
"87,500",,2015,2017,가재울미래로,00002,00000,11410,01,0,3351018,남가좌동,0385,0000,11410,12000,1,DMC파크뷰자이1단지,1,15,11410-4479,120.006,,385,11410,19,,
"55,000",,2009,2017,거북골로,00120,00000,11410,03,0,3112003,남가좌동,0381,0000,11410,12000,1,DMC센트레빌,1,19,11410-3900,84.87,,381,11410,10,,
"54,250",,2015,2017,가재울미래로,00002,00000,11410,01,0,3351018,남가좌동,0386,0000,11410,12000,1,DMC파크뷰자이3단지,1,20,11410-4481,84.909,,386,11410,3,,
"39,400",,2000,2017,증가로,00191,00000,11410,03,0,3112010,남가좌동,0377,0000,11410,12000,1,DMC래미안클라시스,1,21,11410-102,59.93,,377,11410,7,,
"68,300",,2015,2017,가재울미래로,00002,00000,11410,01,0,3351018,남가좌동,0385,0000,11410,12000,1,DMC파크뷰자이1단지,1,21,11410-4479,84.971,,385,11410,21,,
"68,000",,2015,2017,가재울미래로,00002,00000,11410,01,0,3351018,남가좌동,0385,0000,11410,12000,1,DMC파크뷰자이1단지,1,22,11410-4479,84.968,,385,11410,6,,
"39,000",,2000,2017,증가로,00191,00000,11410,03,0,3112010,남가좌동,0377,0000,11410,12000,1,DMC래미안클라시스,1,24,11410-102,59.97,,377,11410,10,,
"52,000",,1999,2017,가재울로,00045,00000,11410,01,0,3112001,남가좌동,0376,0000,11410,12000,1,남가좌동현대,1,26,11410-104,114.9,,376,11410,12,,
"39,500",,2000,2017,증가로,00191,00000,11410,03,0,3112010,남가좌동,0377,0000,11410,12000,1,DMC래미안클라시스,1,31,11410-102,59.59,,377,11410,7,,
"54,800",,2015,2017,가재울미래로,00002,00000,11410,01,0,3351018,남가좌동,0383,0000,11410,12000,1,DMC파크뷰자이5단지,1,31,11410-4483,59.981,,383,11410,8,,
"47,000",,2010,2017,충정로5길,00027,00000,11410,01,0,4136367,충정로3가,0477,0000,11410,10200,1,충림예하임,2,11,11410-3939,84.6,,477,11410,5,,
"60,000",,2011,2017,독립문로14길,00033,00000,11410,01,0,4136058,냉천동,0261,0000,11410,10500,1,돈의문센트레빌,2,3,11410-3906,59.98,,261,11410,10,,
"80,200",,2011,2017,독립문로14길,00033,00000,11410,01,0,4136058,냉천동,0261,0000,11410,10500,1,돈의문센트레빌,2,20,11410-3906,114.98,,261,11410,14,,
"59,500",,2011,2017,독립문로14길,00033,00000,11410,01,0,4136058,냉천동,0261,0000,11410,10500,1,돈의문센트레빌,2,20,11410-3906,59.98,,261,11410,5,,
"40,700",,2002,2017,독립문로14길,00074,00000,11410,01,0,4136058,냉천동,0260,0000,11410,10500,1,동부센트레빌,2,25,11410-7,59.86,,260,11410,15,,
"41,000",,2002,2017,독립문로14길,00074,00000,11410,01,0,4136058,냉천동,0260,0000,11410,10500,1,동부센트레빌,2,25,11410-7,59.86,,260,11410,16,,
"57,700",,2006,2017,독립문로8길,00054,00000,11410,04,0,4136063,천연동,0145,0000,11410,10600,1,천연뜨란채,2,4,11410-3569,84.74,,145,11410,6,,
"43,800",,2006,2017,독립문로8길,00054,00000,11410,04,0,4136063,천연동,0145,0000,11410,10600,1,천연뜨란채,2,4,11410-3569,55.82,,145,11410,17,,
"44,900",,2006,2017,독립문로8길,00054,00000,11410,04,0,4136063,천연동,0145,0000,11410,10600,1,천연뜨란채,2,6,11410-3569,56.02,,145,11410,17,,
"41,500",,2006,2017,독립문로8길,00054,00000,11410,04,0,4136063,천연동,0145,0000,11410,10600,1,천연뜨란채,2,12,11410-3569,59.47,,145,11410,2,,
"24,000",,2006,2017,독립문로8길,00054,00000,11410,04,0,4136063,천연동,0145,0000,11410,10600,1,천연뜨란채,2,24,11410-3569,30.17,,145,11410,11,,
"49,500",,1995,2017,독립문로,00010,00000,11410,04,0,3112005,영천동,0100,0000,11410,10800,1,독립문삼호,2,4,11410-9,75.66,,100,11410,17,,
"45,500",,1995,2017,독립문로,00010,00000,11410,04,0,3112005,영천동,0100,0000,11410,10800,1,독립문삼호,2,4,11410-9,75.66,,100,11410,5,,
"57,000",,1995,2017,독립문로,00010,00000,11410,04,0,3112005,영천동,0100,0000,11410,10800,1,독립문삼호,2,8,11410-9,108.63,,100,11410,8,,
"52,700",,1995,2017,독립문로,00010,00000,11410,04,0,3112005,영천동,0100,0000,11410,10800,1,독립문삼호,2,11,11410-9,84.78,,100,11410,12,,
"57,000",,1995,2017,독립문로,00010,00000,11410,04,0,3112005,영천동,0100,0000,11410,10800,1,독립문삼호,2,20,11410-9,108.63,,100,11410,12,,
"58,400",,1995,2017,독립문로,00010,00000,11410,04,0,3112005,영천동,0100,0000,11410,10800,1,독립문삼호,2,25,11410-9,108.63,,100,11410,16,,
"58,600",,1995,2017,독립문로,00010,00000,11410,04,0,3112005,영천동,0100,0000,11410,10800,1,독립문삼호,2,25,11410-9,108.63,,100,11410,6,,
"60,000",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),2,8,11410-10,102.45,,200,11410,10,,
"58,500",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),2,9,11410-10,84.87,,200,11410,16,,
"54,000",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),2,11,11410-10,84.87,,200,11410,16,,
"66,700",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),2,12,11410-10,114.51,,200,11410,16,,
"55,400",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),2,14,11410-10,84.87,,200,11410,20,,
"48,800",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),2,15,11410-10,59.58,,200,11410,7,,
"47,500",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),2,16,11410-10,59.58,,200,11410,16,,
"34,750",,2000,2017,통일로,00279,00075,11410,07,0,3000008,현저동,1019,0000,11410,10900,1,독립문파크빌,2,16,11410-11,59.4,,1019,11410,11,,
"55,000",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),2,18,11410-10,84.87,,200,11410,6,,
"47,500",,1998,2017,독립문공원길,00017,00000,11410,01,0,4136461,현저동,0200,0000,11410,10900,1,독립문극동(200-0),2,26,11410-10,59.58,,200,11410,23,,
"41,500",,2002,2017,북아현로20길,00068,00000,11410,01,0,4136125,북아현동,0001,0046,11410,11000,1,문영센스빌,2,4,11410-20,82.28,,1-46,11410,1,,
"41,000",,1999,2017,이화여대8길,00062,00000,11410,01,0,4136321,북아현동,1009,0000,11410,11000,1,두산,2,7,11410-13,59.96,,1009,11410,8,,
"41,000",,2004,2017,북아현로6길,00065,00021,11410,01,0,4136156,북아현동,0123,0073,11410,11000,1,늘푸른,2,9,11410-129,81.19,,123-73,11410,4,,
"74,168",,2015,2017,북아현로1길,00050,00000,11410,01,0,4136122,북아현동,1011,0000,11410,11000,1,신촌푸르지오,2,13,11410-4476,84.9892,,1011,11410,7,,
"62,000",,2015,2017,북아현로1길,00050,00000,11410,01,0,4136122,북아현동,1011,0000,11410,11000,1,신촌푸르지오,2,13,11410-4476,59.993,,1011,11410,7,,
"76,000",,2015,2017,북아현로1길,00050,00000,11410,01,0,4136122,북아현동,1011,0000,11410,11000,1,신촌푸르지오,2,14,11410-4476,84.9738,,1011,11410,12,,
"42,700",,1999,2017,이화여대8길,00062,00000,11410,01,0,4136321,북아현동,1009,0000,11410,11000,1,두산,2,15,11410-13,59.96,,1009,11410,17,,
"34,900",,2004,2017,북아현로22길,00056,00000,11410,01,0,4136127,북아현동,0001,0078,11410,11000,1,화신,2,16,11410-145,58.4,,1-78,11410,5,,
"67,000",,2018,2017,북아현로,00029,00000,11410,01,0,3112006,북아현동,0149,0000,11410,11000,1,e편한세상신촌3단지,2,16,11410-4617,59.85,,149,11410,2,,
"39,800",,1999,2017,이화여대8길,00062,00000,11410,01,0,4136321,북아현동,1009,0000,11410,11000,1,두산,2,18,11410-13,59.96,,1009,11410,17,,
"37,700",,1999,2017,이화여대8길,00062,00000,11410,01,0,4136321,북아현동,1009,0000,11410,11000,1,두산,2,18,11410-13,59.96,,1009,11410,3,,
"50,550",,1975,2017,북아현로6길,00078,00000,11410,01,0,4136156,북아현동,0114,0001,11410,11000,1,북아현맨션,2,20,11410-15,84.95,,114-1,11410,3,,
"55,500",,1996,2017,북아현로,00040,00000,11410,01,0,3112006,북아현동,1006,0000,11410,11000,1,북아현경남,2,22,11410-14,84.91,,1006,11410,1,,
"64,800",,2015,2017,북아현로1길,00050,00000,11410,01,0,4136122,북아현동,1011,0000,11410,11000,1,신촌푸르지오,2,23,11410-4476,59.8802,,1011,11410,11,,
"41,350",,2003,2017,북아현로20길,00016,00000,11410,01,0,4136125,북아현동,0001,0106,11410,11000,1,수목아이엠,2,24,11410-132,68.76,,1-106,11410,2,,
