거래금액,거래유형,건물면적,건물주용도,건축년도,년,대지면적,법정동,시군구,용도지역,월,유형,일,중개사소재지,지역코드,해제사유발생일,해제여부,층
"353,815",,605.52,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,7
"379,547",,649.74,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,6
"379,547",,649.74,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,5
"353,815",,605.52,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,5
"379,547",,649.74,제2종근린생활,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,4
"353,815",,605.52,제2종근린생활,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,4
"320,271",,548.22,제2종근린생활,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,3
"353,815",,605.52,제2종근린생활,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,3
"353,815",,605.52,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,6
"379,547",,649.74,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,9
"475,123",,678.24,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,2
"123,146",,178.56,제1종근린생활,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,2
"56,518",,127.21,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"87,121",,195.9,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"12,223",,27.54,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"6,341",,14.34,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"6,341",,14.34,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"39,241",,67.1,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,9
"58,816",,100.65,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,9
"135,093",,231.66,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,8
"244,454",,418.08,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,8
"353,815",,605.52,업무,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,8
"52,383",,117.9,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"31,614",,71.04,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"26,375",,59.4,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"6,341",,14.34,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"6,341",,14.34,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"6,341",,14.34,판매,1987,2021,,충정로3가,서대문구,준주거,9,집합,17,,11410,,,1
"70,000",,23.14,제1종근린생활,1950,2021,53.6,충정로3가,서대문구,준주거,9,일반,30,,11410,,,
"79,000",,29.75,제1종근린생활,1950,2021,64.8,충정로3가,서대문구,준주거,9,일반,30,,11410,,,
"40,000",,116.87,업무,1984,2021,,북아현동,서대문구,준주거,9,집합,2,,11410,,,5
"100,000",,66.12,제1종근린생활,1956,2021,38,북아현동,서대문구,제2종일반주거,9,일반,6,,11410,,,
"210,000",,165.75,제1종근린생활,1960,2021,116,홍제동,서대문구,준주거,9,일반,16,,11410,,,
"70,500",,37.25,제1종근린생활,2014,2021,,대현동,서대문구,일반상업,9,집합,1,,11410,,,1
"126,500",,49.86,제1종근린생활,2014,2021,,대현동,서대문구,일반상업,9,집합,1,,11410,,,1
"26,500",,6.71,판매,2007,2021,,대현동,서대문구,일반상업,9,집합,13,,11410,,,1
"210,000",,136.19,제2종근린생활,1978,2021,118,창천동,서대문구,제2종일반주거,9,일반,4,,11410,21.09.17,O,
"145,000",,184.66,제2종근린생활,1994,2021,,창천동,서대문구,제3종일반주거,9,집합,8,,11410,,,
"145,000",,149.8,제2종근린생활,1994,2021,,창천동,서대문구,제3종일반주거,9,집합,8,,11410,,,
"440,000",,657.35,제2종근린생활,1993,2021,236.1,창천동,서대문구,제2종일반주거,9,일반,17,,11410,,,
"220,000",,136.19,제2종근린생활,1978,2021,118,창천동,서대문구,제2종일반주거,9,일반,18,,11410,,,
"235,000",,55.98,제2종근린생활,1985,2021,130.4,창천동,서대문구,제2종일반주거,9,일반,25,,11410,,,
"114,023",,55.98,제2종근린생활,1985,2021,98,창천동,서대문구,제2종일반주거,9,일반,25,,11410,,,
"800,000",,1555.21,제1종근린생활,1997,2021,370.2,연희동,서대문구,제3종일반주거,9,일반,29,,11410,,,
"380,000",,295.21,제2종근린생활,1986,2021,294,연희동,서대문구,제2종일반주거,9,일반,29,,11410,,,
"9,000",,59.91,제1종근린생활,2009,2021,,홍은동,서대문구,제1종일반주거,9,집합,4,,11410,,,
"7,000",,28.82,제1종근린생활,2003,2021,,홍은동,서대문구,제2종일반주거,9,집합,14,,11410,,,1
"33,000",,69.3,제2종근린생활,2014,2021,,북가좌동,서대문구,제3종일반주거,9,집합,9,,11410,,,
"35,000",,28.6,제1종근린생활,2014,2021,,북가좌동,서대문구,제3종일반주거,9,집합,19,,11410,,,1
"50,000",,40.9,제2종근린생활,2020,2021,,남가좌동,서대문구,제3종일반주거,9,집합,1,,11410,21.09.15,O,
"26,000",,44.6,제1종근린생활,2013,2021,,남가좌동,서대문구,제3종일반주거,9,집합,4,,11410,,,2
"50,000",,40.9,제2종근린생활,2020,2021,,남가좌동,서대문구,제2종일반주거,9,집합,27,,11410,,,
"490,000",,472.5,제2종근린생활,1985,2021,170.2,북아현동,서대문구,준주거,10,일반,5,,11410,,,
"24,000",,9.92,제1종근린생활,1941,2021,19.05,북아현동,서대문구,준주거,10,일반,7,,11410,,,
"6,988",,12.44,제2종근린생활,1966,2021,,홍제동,서대문구,준주거,10,집합,28,,11410,,,
"55,000",,46.41,제1종근린생활,2017,2021,,대현동,서대문구,일반상업,10,집합,11,,11410,22.01.21,O,1
"128,700",,164.18,제2종근린생활,1984,2021,,대현동,서대문구,일반상업,10,집합,14,,11410,22.04.29,O,
"472,323",,650.48,제1종근린생활,1984,2021,,대현동,서대문구,일반상업,10,집합,14,,11410,22.04.29,O,
"17,900",,33.8,업무,2001,2021,,대현동,서대문구,일반상업,10,집합,19,,11410,,,12
"17,900",,33.8,업무,2001,2021,,대현동,서대문구,일반상업,10,집합,19,,11410,,,12
"112,000",,217.73,제1종근린생활,1970,2021,61.5,대현동,서대문구,일반상업,10,일반,20,,11410,,,
"13,800",,28.9,업무,2001,2021,,대현동,서대문구,일반상업,10,집합,29,,11410,,,14
"1,020,000",,903.22,제1종근린생활,1967,2021,323.2,창천동,서대문구,일반상업,10,일반,1,,11410,,,
"430,000",,313.4,제1종근린생활,1979,2021,157.7,창천동,서대문구,제3종일반주거,10,일반,14,,11410,,,
"100,000",,12.44,제2종근린생활,,2021,22.12,창천동,서대문구,제3종일반주거,10,일반,19,,11410,,,
"680,000",,1210.5,제2종근린생활,2004,2021,311.1,창천동,서대문구,제3종일반주거,10,일반,22,,11410,,,
"515,000",,801.67,제2종근린생활,2002,2021,243,창천동,서대문구,제2종일반주거,10,일반,22,,11410,,,
"27,000",,42.39,제1종근린생활,1983,2021,,연희동,서대문구,제2종일반주거,10,집합,6,,11410,,,1
"27,000",,42.39,제1종근린생활,1983,2021,,연희동,서대문구,제2종일반주거,10,집합,6,,11410,,,1
"490,000",,314.29,기타,1970,2021,650,연희동,서대문구,제1종전용주거,10,일반,11,,11410,22.01.17,O,
"112,000",,190.4,제1종근린생활,2014,2021,,북가좌동,서대문구,제3종일반주거,10,집합,6,,11410,,,4
"43,000",,47.6,제1종근린생활,2014,2021,,북가좌동,서대문구,제3종일반주거,10,집합,6,,11410,,,4
"36,000",,48.28,교육연구,2014,2021,,북가좌동,서대문구,제3종일반주거,10,집합,30,,11410,,,5
"7,500",,19.35,제1종근린생활,1992,2021,,남가좌동,서대문구,제2종일반주거,10,집합,5,,11410,,,
"390,000",중개거래,839.78,제2종근린생활,1998,2021,324.7,충정로2가,서대문구,제2종일반주거,11,일반,4,서울 서대문구,11410,,,
"100,000",중개거래,166.39,제2종근린생활,1984,2021,,북아현동,서대문구,준주거,11,집합,23,서울 서대문구,11410,,,
"69,000",중개거래,114.17,제1종근린생활,1984,2021,,북아현동,서대문구,준주거,11,집합,23,서울 서대문구,11410,,,
"100,000",중개거래,166.39,제2종근린생활,1984,2021,,북아현동,서대문구,준주거,11,집합,23,서울 서대문구,11410,,,
"69,000",중개거래,114.17,제1종근린생활,1984,2021,,북아현동,서대문구,준주거,11,집합,23,서울 서대문구,11410,,,
"250,000",중개거래,329.6,제1종근린생활,1989,2021,151,홍제동,서대문구,제2종일반주거,11,일반,23,서울 서초구,11410,,,
"100,000",직거래,16.76,제1종근린생활,,2021,53.2,대현동,서대문구,일반상업,11,일반,29,,11410,,,
"300,000",중개거래,234.17,제2종근린생활,1995,2021,104.5,창천동,서대문구,제3종일반주거,11,일반,13,서울 서대문구,11410,,,
"270,000",중개거래,249.24,제1종근린생활,1993,2021,145.5,창천동,서대문구,제3종일반주거,11,일반,19,서울 강남구,11410,,,
"280,000",중개거래,71.61,제2종근린생활,1961,2021,138.6,창천동,서대문구,준주거,11,일반,24,서울 마포구,11410,,,
"1,400,000",중개거래,1319.46,제1종근린생활,1995,2021,257.5,창천동,서대문구,제3종일반주거,11,일반,29,서울 강남구,11410,21.12.15,O,
"1,400,000",중개거래,1319.46,제1종근린생활,1995,2021,257.5,창천동,서대문구,제3종일반주거,11,일반,29,서울 강남구,11410,,,
"5,500",직거래,12.49,제2종근린생활,2007,2021,,연희동,서대문구,제3종일반주거,11,집합,5,,11410,,,
"7,500",직거래,53.4,제1종근린생활,2000,2021,,홍은동,서대문구,제2종일반주거,11,집합,1,,11410,,,2
"34,392",직거래,19.98,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,
"32,866",직거래,19.08,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,
"32,866",직거래,19.08,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,
"29,738",직거래,17.28,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,3
"29,723",직거래,17.28,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,2
"123,919",직거래,72,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,3
"32,866",직거래,19.08,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,
"41,702",직거래,24.21,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,2
"35,113",직거래,20.39,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,2
"47,119",직거래,27.4,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,2
"32,866",직거래,19.08,제2종근린생활,1987,2021,,홍은동,서대문구,제3종일반주거,11,집합,25,,11410,,,
"106,502",중개거래,73.64,제2종근린생활,2019,2021,,남가좌동,서대문구,제2종일반주거,11,집합,12,서울 서대문구,11410,,,
"71,500",중개거래,46.5,제1종근린생활,2015,2021,,남가좌동,서대문구,제3종일반주거,11,집합,17,서울 서대문구,11410,,,
"100,000",중개거래,269.96,제2종근린생활,2017,2021,116,남가좌동,서대문구,제2종일반주거,11,일반,24,서울 서대문구,11410,,,
"346,500",중개거래,589.32,업무,1992,2022,,충정로2가,서대문구,준주거,1,집합,11,서울 서대문구,11410,,,11
"412,000",중개거래,277.55,제1종근린생활,1996,2022,,충정로3가,서대문구,준주거,1,집합,13,서울 서초구,11410,,,
"340,000",중개거래,304.88,제1종근린생활,1984,2022,132.4,북아현동,서대문구,준주거,1,일반,12,"서울 마포구, 서울 서대문구",11410,,,
"79,500",중개거래,237.51,제2종근린생활,1967,2022,52,북아현동,서대문구,준주거,1,일반,25,서울 강남구,11410,,,
"33,000",직거래,47.69,제2종근린생활,2018,2022,,대현동,서대문구,일반상업,1,집합,18,,11410,,,3
"17,500",중개거래,34.2,업무,2001,2022,,대현동,서대문구,일반상업,1,집합,25,서울 서대문구,11410,,,4
"18,000",중개거래,27.79,제1종근린생활,2018,2022,,대신동,서대문구,제3종일반주거,1,집합,17,서울 강남구,11410,,,1
"803,000",중개거래,473.72,제1종근린생활,1997,2022,182.2,창천동,서대문구,제3종일반주거,1,일반,29,서울 강남구,11410,,,
"490,000",중개거래,314.29,기타,1970,2022,650,연희동,서대문구,제1종전용주거,1,일반,12,서울 강남구,11410,,,
"36,530",직거래,31.52,제1종근린생활,2017,2022,,홍은동,서대문구,제3종일반주거,1,집합,28,,11410,,,
"6,500",중개거래,22.44,제2종근린생활,2008,2022,,북가좌동,서대문구,제2종일반주거,1,집합,26,"서울 서대문구, 서울 용산구",11410,22.02.28,O,
"370,000",중개거래,785.7,제2종근린생활,1989,2022,331.2,남가좌동,서대문구,제3종일반주거,1,일반,11,서울 관악구,11410,22.05.26,O,
"36,000",중개거래,16.2,제2종근린생활,1975,2022,,홍제동,서대문구,준주거,2,집합,19,서울 서대문구,11410,,,
"280,000",중개거래,487.8,제1종근린생활,1987,2022,265,홍제동,서대문구,제3종일반주거,2,일반,24,"서울 서대문구, 서울 은평구",11410,,,
"15,200",중개거래,28.9,업무,2001,2022,,대현동,서대문구,일반상업,2,집합,22,서울 마포구,11410,,,11
"938,700",중개거래,2031.22,제1종근린생활,1994,2022,492.6,대현동,서대문구,준주거,2,일반,25,서울 서대문구,11410,,,
"100,000",중개거래,204.39,제2종근린생활,1984,2022,142,신촌동,서대문구,제3종일반주거,2,일반,14,서울 마포구,11410,,,
"32,800",직거래,47.65,제2종근린생활,2021,2022,,창천동,서대문구,제2종일반주거,2,집합,9,,11410,,,1
"170,000",중개거래,103.86,제2종근린생활,1972,2022,96.9,창천동,서대문구,제2종일반주거,2,일반,26,서울 서대문구,11410,,,
"252,000",중개거래,207.4,제2종근린생활,1969,2022,170.9,연희동,서대문구,제2종일반주거,2,일반,4,서울 서대문구,11410,,,
"560,000",중개거래,324.95,제2종근린생활,1971,2022,276.7,연희동,서대문구,제1종일반주거,2,일반,21,서울 종로구,11410,,,
"260,000",중개거래,636.73,제2종근린생활,1976,2022,368,홍은동,서대문구,제2종일반주거,2,일반,11,서울 마포구,11410,,,
"300,000",중개거래,423.7,제1종근린생활,1976,2022,200.3,홍은동,서대문구,제2종일반주거,2,일반,23,서울 강남구,11410,,,
"17,000",중개거래,32.89,제1종근린생활,2014,2022,,북가좌동,서대문구,제2종일반주거,2,집합,3,서울 서대문구,11410,,,1
"39,000",중개거래,58.77,제2종근린생활,2019,2022,,북가좌동,서대문구,제3종일반주거,2,집합,7,서울 서대문구,11410,,,2
"8,175",중개거래,7.6,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,2,집합,10,서울 서대문구,11410,,,
"21,330",중개거래,23.47,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,2,집합,10,서울 서대문구,11410,,,
"13,170",중개거래,13,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,2,집합,10,서울 서대문구,11410,,,
"6,600",중개거래,6.5,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,2,집합,10,서울 서대문구,11410,,,
"8,175",중개거래,7.6,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,2,집합,10,서울 서대문구,11410,,,
"7,170",중개거래,6.94,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,2,집합,14,서울 서대문구,11410,,,
"6,500",중개거래,22.44,제2종근린생활,2008,2022,,북가좌동,서대문구,제2종일반주거,2,집합,28,서울 용산구,11410,,,
"23,673",직거래,20.83,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,2,집합,28,,11410,,,
"9,677",직거래,8.51,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,2,집합,28,,11410,,,
"40,000",중개거래,24.06,제2종근린생활,2019,2022,,남가좌동,서대문구,제2종일반주거,2,집합,21,서울 서대문구,11410,,,1
"136,125",직거래,24.59,제1종근린생활,1968,2022,50,북아현동,서대문구,준주거,3,일반,11,,11410,,,
"9,000",중개거래,18.24,판매,2000,2022,,홍제동,서대문구,제3종일반주거,3,집합,28,서울 서대문구,11410,,,
"9,300",중개거래,18.81,판매,2000,2022,,홍제동,서대문구,제3종일반주거,3,집합,28,서울 서대문구,11410,,,
"9,000",중개거래,18.24,판매,2000,2022,,홍제동,서대문구,제3종일반주거,3,집합,28,서울 서대문구,11410,,,
"13,000",중개거래,24.8,제2종근린생활,1994,2022,,홍제동,서대문구,제3종일반주거,3,집합,28,서울 서대문구,11410,,,1
"7,200",중개거래,14.26,판매,2000,2022,,홍제동,서대문구,제3종일반주거,3,집합,28,서울 서대문구,11410,,,
"7,000",중개거래,14.26,판매,2000,2022,,홍제동,서대문구,제3종일반주거,3,집합,28,서울 서대문구,11410,,,
"52,000",중개거래,46.41,제1종근린생활,2017,2022,,대현동,서대문구,일반상업,3,집합,8,서울 노원구,11410,,,1
"52,359",직거래,36.56,제2종근린생활,2021,2022,,창천동,서대문구,일반상업,3,집합,11,,11410,,,2
"41,000",직거래,59.83,제2종근린생활,1973,2022,51,창천동,서대문구,제3종일반주거,3,일반,29,,11410,,,
"10,900",중개거래,26.99,제2종근린생활,2001,2022,,연희동,서대문구,제3종일반주거,3,집합,17,서울 서대문구,11410,,,2
"48,000",직거래,194.68,기타,2005,2022,,연희동,서대문구,제3종일반주거,3,집합,24,,11410,,,
"65,000",직거래,262.47,기타,2005,2022,,연희동,서대문구,제3종일반주거,3,집합,24,,11410,,,
"2,200",직거래,3.31,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,3,집합,4,,11410,,,
"2,200",직거래,7.27,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,3,집합,4,,11410,,,
"2,200",직거래,7.27,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,3,집합,9,,11410,22.05.18,O,
"2,200",직거래,10.58,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,3,집합,9,,11410,22.05.18,O,
"2,200",직거래,6.61,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,3,집합,9,,11410,,,
"28,000",중개거래,23.51,제2종근린생활,2009,2022,,북가좌동,서대문구,제3종일반주거,3,집합,21,서울 서대문구,11410,,,3
"99,000",중개거래,188.52,기타,1976,2022,150.1,북가좌동,서대문구,제2종일반주거,3,일반,22,서울 마포구,11410,,,
"16,500",중개거래,29.12,제1종근린생활,2017,2022,,북가좌동,서대문구,제2종일반주거,3,집합,31,서울 서대문구,11410,,,1
"125,000",중개거래,42.98,제2종근린생활,,2022,88.6,충정로3가,서대문구,제2종일반주거,4,일반,16,"서울 동대문구, 서울 마포구",11410,,,
"127,000",중개거래,77.39,제2종근린생활,1961,2022,146,북아현동,서대문구,제1종일반주거,4,일반,25,서울 서대문구,11410,,,
"510,000",중개거래,673.59,제2종근린생활,1991,2022,258,홍제동,서대문구,일반상업,4,일반,1,"경기 고양덕양구, 서울 서대문구",11410,,,
"180,000",중개거래,118.5,제1종근린생활,1994,2022,75.4,대현동,서대문구,일반상업,4,일반,1,서울 강남구,11410,,,
"900,000",직거래,1309.49,제1종근린생활,2000,2022,181.8,대현동,서대문구,일반상업,4,일반,6,,11410,,,
"40,000",중개거래,90.74,판매,2001,2022,,대현동,서대문구,일반상업,4,집합,6,서울 마포구,11410,,,2
"5,400",중개거래,39.77,제1종근린생활,2018,2022,,대현동,서대문구,일반상업,4,집합,6,서울 마포구,11410,,,
"9,900",중개거래,30.32,제1종근린생활,2018,2022,,대현동,서대문구,일반상업,4,집합,6,서울 마포구,11410,,,2
"3,700",중개거래,27.04,제1종근린생활,2018,2022,,대현동,서대문구,일반상업,4,집합,6,서울 마포구,11410,,,
"18,000",중개거래,36.53,제2종근린생활,2018,2022,,대현동,서대문구,일반상업,4,집합,6,서울 마포구,11410,,,1
"13,500",중개거래,28.53,제2종근린생활,2017,2022,,대현동,서대문구,일반상업,4,집합,7,서울 서대문구,11410,,,
"495,000",중개거래,140.82,제1종근린생활,1971,2022,,대현동,서대문구,제3종일반주거,4,집합,15,서울 서대문구,11410,,,
"472,323",중개거래,650.48,제2종근린생활,1984,2022,,대현동,서대문구,일반상업,4,집합,29,서울 서대문구,11410,,,
"128,700",중개거래,164.18,제2종근린생활,1984,2022,,대현동,서대문구,일반상업,4,집합,29,서울 서대문구,11410,,,
"311,999",중개거래,246.84,제2종근린생활,2006,2022,,대신동,서대문구,제3종일반주거,4,집합,8,서울 서대문구,11410,,,1
"1,800,000",중개거래,5821.23,업무,2006,2022,,대신동,서대문구,제3종일반주거,4,집합,8,서울 서대문구,11410,,,
"189,248",중개거래,333.07,제2종근린생활,2006,2022,,대신동,서대문구,제3종일반주거,4,집합,8,서울 서대문구,11410,,,2
"218,394",중개거래,455.08,제2종근린생활,2006,2022,,대신동,서대문구,제3종일반주거,4,집합,8,서울 서대문구,11410,,,3
"251,805",중개거래,395.91,제2종근린생활,2006,2022,206.8,창천동,서대문구,제2종일반주거,4,일반,2,서울 강남구,11410,,,
"153,780",중개거래,84.88,제2종근린생활,1960,2022,93.49,창천동,서대문구,제2종일반주거,4,일반,2,서울 강남구,11410,,,
"15,600",중개거래,29.24,업무,2000,2022,,창천동,서대문구,일반상업,4,집합,7,서울 마포구,11410,22.06.23,O,16
"14,000",중개거래,29.65,업무,2000,2022,,창천동,서대문구,일반상업,4,집합,16,서울 서대문구,11410,,,17
"300,000",중개거래,487.92,제2종근린생활,1986,2022,270.7,연희동,서대문구,제2종일반주거,4,일반,6,서울 서대문구,11410,,,
"30,000",직거래,98.69,제2종근린생활,1974,2022,45,홍은동,서대문구,제3종일반주거,4,일반,20,,11410,,,
"6,000",직거래,19.28,판매,1990,2022,,홍은동,서대문구,제3종일반주거,4,집합,29,,11410,,,2
"55,000",중개거래,59.15,제1종근린생활,2018,2022,,북가좌동,서대문구,제3종일반주거,4,집합,6,서울 은평구,11410,,,1
"16,000",중개거래,24.5,제1종근린생활,1997,2022,,북가좌동,서대문구,제2종일반주거,4,집합,7,서울 서대문구,11410,,,1
"8,970",직거래,9.92,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,8,,11410,,,
"18,800",직거래,66.27,제2종근린생활,2012,2022,,북가좌동,서대문구,제2종일반주거,4,집합,8,,11410,,,
"5,500",직거래,5.62,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,12,,11410,,,
"12,700",중개거래,23.47,제2종근린생활,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,13,서울 서대문구,11410,,,
"14,300",중개거래,25.45,판매,1977,2022,15,북가좌동,서대문구,제2종일반주거,4,일반,13,서울 서대문구,11410,,,
"2,200",직거래,8.93,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,14,,11410,,,
"59,000",직거래,269.75,판매,1977,2022,8.6,북가좌동,서대문구,제2종일반주거,4,일반,15,,11410,,,
"6,990",중개거래,6.94,제2종근린생활,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,15,서울 서대문구,11410,,,
"6,990",중개거래,6.94,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,15,서울 서대문구,11410,,,
"2,200",직거래,6.61,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,18,,11410,,,
"2,200",직거래,5.29,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,18,,11410,,,
"2,200",직거래,6.61,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,25,,11410,,,
"2,200",직거래,5.95,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,25,,11410,,,
"2,200",직거래,6.61,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,25,,11410,,,
"2,200",직거래,6.61,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,25,,11410,,,
"2,200",직거래,5.62,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,25,,11410,,,
"2,200",직거래,6.61,판매,1977,2022,,북가좌동,서대문구,제2종일반주거,4,집합,25,,11410,,,
"8,800",중개거래,30.24,제2종근린생활,2008,2022,,북가좌동,서대문구,제2종일반주거,4,집합,26,서울 서대문구,11410,,,
"8,800",중개거래,30.24,제2종근린생활,2008,2022,,북가좌동,서대문구,제2종일반주거,4,집합,26,서울 서대문구,11410,,,
"16,600",중개거래,57.22,제2종근린생활,2008,2022,,북가좌동,서대문구,제2종일반주거,4,집합,26,서울 서대문구,11410,,,
"6,800",중개거래,23.3,제2종근린생활,2008,2022,,북가좌동,서대문구,제2종일반주거,4,집합,26,서울 서대문구,11410,,,
"150,000",중개거래,68.5,제2종근린생활,1968,2022,253.9,합동,서대문구,제3종일반주거,5,일반,28,"서울 강남구, 서울 용산구",11410,,,
"14,000",중개거래,49.6,제2종근린생활,1998,2022,,현저동,서대문구,제3종일반주거,5,집합,27,서울 서대문구,11410,,,5
"30,000",중개거래,55.8,제2종근린생활,1994,2022,,홍제동,서대문구,제3종일반주거,5,집합,11,서울 서대문구,11410,,,2
"51,000",중개거래,171,제2종근린생활,2004,2022,,홍제동,서대문구,제3종일반주거,5,집합,26,서울 성북구,11410,22.06.23,O,1
"51,000",중개거래,171,제2종근린생활,2004,2022,,홍제동,서대문구,제3종일반주거,5,집합,26,서울 성북구,11410,,,1
"9,500",중개거래,43.49,제1종근린생활,1971,2022,,홍제동,서대문구,제1종일반주거,5,집합,30,서울 서대문구,11410,,,
"160,000",중개거래,50.12,제1종근린생활,1961,2022,86,대현동,서대문구,일반상업,5,일반,2,서울 서대문구,11410,,,
"320,000",중개거래,56.93,제1종근린생활,1963,2022,90.6,대현동,서대문구,일반상업,5,일반,2,서울 서대문구,11410,,,
"297,000",중개거래,56.2,제1종근린생활,,2022,109.4,대현동,서대문구,일반상업,5,일반,2,서울 서대문구,11410,,,
"16,500",중개거래,28.9,업무,2001,2022,,대현동,서대문구,일반상업,5,집합,4,서울 마포구,11410,,,9
"180,000",중개거래,118.5,제1종근린생활,1994,2022,75.4,대현동,서대문구,일반상업,5,일반,18,서울 강남구,11410,,,
"14,500",중개거래,28.9,업무,2001,2022,,대현동,서대문구,일반상업,5,집합,23,서울 서대문구,11410,,,7
"17,800",중개거래,34.2,업무,2001,2022,,대현동,서대문구,일반상업,5,집합,26,서울 서대문구,11410,,,13
"450,000",중개거래,408.9,제2종근린생활,1983,2022,123.3,창천동,서대문구,일반상업,5,일반,11,서울 종로구,11410,,,
"470,000",중개거래,510.09,제1종근린생활,1987,2022,172.2,창천동,서대문구,제2종일반주거,5,일반,13,서울 서대문구,11410,,,
"16,000",중개거래,32.41,업무,2000,2022,,창천동,서대문구,일반상업,5,집합,14,서울 서대문구,11410,,,16
"167,500",중개거래,184.56,제2종근린생활,1993,2022,89.3,창천동,서대문구,제3종일반주거,5,일반,17,서울 강남구,11410,,,
"220,000",중개거래,242.52,제2종근린생활,1993,2022,70,창천동,서대문구,제2종일반주거,5,일반,24,"서울 강남구, 서울 관악구",11410,,,
"15,600",중개거래,29.24,업무,2000,2022,,창천동,서대문구,일반상업,5,집합,28,서울 마포구,11410,,,16
"730,000",중개거래,719.56,제1종근린생활,1994,2022,317.7,연희동,서대문구,제3종일반주거,5,일반,13,서울 서대문구,11410,,,
"15,000",직거래,67.56,제2종근린생활,2000,2022,,연희동,서대문구,제2종일반주거,5,집합,31,,11410,,,5
