거래금액,거래유형,건물면적,건물주용도,건축년도,년,대지면적,법정동,시군구,용도지역,월,유형,일,중개사소재지,지역코드,해제사유발생일,해제여부,층
"247,949",,416.49,업무,1996,2017,,충정로3가,서대문구,준주거,1,집합,16,,11410,,,
"535,000",,416.49,업무,1996,2017,,충정로3가,서대문구,준주거,1,집합,16,,11410,,,
"132,000",,71.14,제1종근린생활,1983,2017,78.7,냉천동,서대문구,일반상업,1,일반,26,,11410,,,
"26,700",,15.24,제2종근린생활,1958,2017,24,북아현동,서대문구,제2종일반주거,1,일반,23,,11410,,,
"19,000",,18.54,제2종근린생활,2005,2017,,홍제동,서대문구,제2종일반주거,1,집합,12,,11410,,,
"330,000",,1511.88,제1종근린생활,1993,2017,453,홍제동,서대문구,제3종일반주거,1,일반,19,,11410,,,
"2,200",,3.8,판매,2007,2017,,대현동,서대문구,일반상업,1,집합,6,,11410,,,40
"3,200",,3.8,판매,2007,2017,,대현동,서대문구,일반상업,1,집합,6,,11410,,,
"380,000",,983.56,숙박,1989,2017,275.4,창천동,서대문구,일반상업,1,일반,10,,11410,,,
"305,000",,109.76,제1종근린생활,1962,2017,62.4,창천동,서대문구,일반상업,1,일반,16,,11410,,,
"10,000",,16.39,제2종근린생활,1993,2017,,창천동,서대문구,제2종일반주거,1,집합,18,,11410,,,3
"306,000",,51.54,제2종근린생활,1961,2017,108.8,창천동,서대문구,일반상업,1,일반,31,,11410,,,
"1,100",,8.76,판매,1990,2017,,홍은동,서대문구,제3종일반주거,1,집합,9,,11410,,,
"10,000",,25.18,제2종근린생활,2010,2017,,북가좌동,서대문구,제2종일반주거,1,집합,3,,11410,,,1
"50,809",,59.78,제2종근린생활,2012,2017,,북가좌동,서대문구,제3종일반주거,1,집합,5,,11410,,,
"12,000",,34.2,제2종근린생활,2015,2017,,북가좌동,서대문구,제2종일반주거,1,집합,15,,11410,,,1
"11,900",,22.55,제2종근린생활,1966,2017,,남가좌동,서대문구,일반상업,1,집합,3,,11410,,,3
"7,300",,23.6,제2종근린생활,1966,2017,,남가좌동,서대문구,일반상업,1,집합,6,,11410,,,
"222,412",,332.43,업무,1996,2017,,충정로3가,서대문구,준주거,2,집합,3,,11410,,,
"279,622",,417.94,업무,1996,2017,,충정로3가,서대문구,준주거,2,집합,3,,11410,,,
"325,000",,396.93,업무,1996,2017,,충정로3가,서대문구,준주거,2,집합,8,,11410,,,
"15,500",,65.63,제1종근린생활,1985,2017,100,홍제동,서대문구,제2종일반주거,2,일반,27,,11410,,,
"41,795",,81.35,제1종근린생활,2015,2017,,대현동,서대문구,일반상업,2,집합,11,,11410,,,2
"8,900",,38.79,제2종근린생활,1996,2017,,대신동,서대문구,제2종일반주거,2,집합,8,,11410,,,1
"168,600",,450.77,제2종근린생활,1988,2017,186.4,창천동,서대문구,제2종일반주거,2,일반,1,,11410,,,
"527,933",,995.95,숙박,1995,2017,196.9,창천동,서대문구,일반상업,2,일반,22,,11410,,,
"470,000",,924.64,제2종근린생활,1990,2017,392.1,창천동,서대문구,제3종일반주거,2,일반,25,,11410,,,
"45,000",,77.16,제2종근린생활,1970,2017,40.3,연희동,서대문구,제2종일반주거,2,일반,3,,11410,,,
"33,000",,98.73,제1종근린생활,1987,2017,66,연희동,서대문구,제2종일반주거,2,일반,8,,11410,,,
"150,000",,465.54,제2종근린생활,2003,2017,183.1,홍은동,서대문구,제3종일반주거,2,일반,17,,11410,,,
500,,12.21,제1종근린생활,2001,2017,,북가좌동,서대문구,제2종일반주거,2,집합,9,,11410,,,1
"92,231",,840.36,업무,2000,2017,,북가좌동,서대문구,제2종일반주거,2,집합,27,,11410,,,
"55,440",,123.56,제1종근린생활,1976,2017,88.6,북가좌동,서대문구,제3종일반주거,2,일반,28,,11410,,,
"420,000",,814.5,제2종근린생활,2016,2017,408.6,남가좌동,서대문구,제2종일반주거,2,일반,1,,11410,,,
"420,000",,814.5,제2종근린생활,2016,2017,408.6,남가좌동,서대문구,제2종일반주거,2,일반,1,,11410,,,
"15,500",,37.33,제2종근린생활,2007,2017,,남가좌동,서대문구,제2종일반주거,2,집합,8,,11410,,,2
"45,500",,25.34,제1종근린생활,2009,2017,,남가좌동,서대문구,제3종일반주거,2,집합,14,,11410,,,
"146,000",,466.4,제1종근린생활,1990,2017,,남가좌동,서대문구,제3종일반주거,2,집합,28,,11410,,,
"111,000",,250.6,제2종근린생활,1984,2017,,충정로3가,서대문구,제2종일반주거,3,집합,6,,11410,,,
"110,000",,250.6,제2종근린생활,1984,2017,,충정로3가,서대문구,제2종일반주거,3,집합,6,,11410,,,
"81,000",,80.46,제2종근린생활,1933,2017,48.9,냉천동,서대문구,일반상업,3,일반,30,,11410,,,
"59,000",,211.2,제1종근린생활,1994,2017,95.4,천연동,서대문구,제2종일반주거,3,일반,14,,11410,,,
"74,600",,58.27,제1종근린생활,1960,2017,77.5,북아현동,서대문구,준주거,3,일반,1,,11410,,,
"20,832",,32.34,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,3,집합,13,,11410,,,
"11,807",,16.62,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,3,집합,16,,11410,,,
"68,094",,67.32,제1종근린생활,1946,2017,,북아현동,서대문구,제2종일반주거,3,집합,23,,11410,,,
"64,944",,64.26,제1종근린생활,1946,2017,,북아현동,서대문구,제2종일반주거,3,집합,24,,11410,,,
"39,429",,51.81,제1종근린생활,1946,2017,,북아현동,서대문구,제2종일반주거,3,집합,27,,11410,,,
"68,094",,67.32,제1종근린생활,1946,2017,,북아현동,서대문구,제2종일반주거,3,집합,27,,11410,,,
"68,094",,67.32,제1종근린생활,1946,2017,,북아현동,서대문구,제2종일반주거,3,집합,31,,11410,,,
"25,000",,60.02,제2종근린생활,2009,2017,,홍제동,서대문구,제3종일반주거,3,집합,1,,11410,,,2
"14,000",,21.82,제1종근린생활,1981,2017,,홍제동,서대문구,제2종일반주거,3,집합,20,,11410,,,
"51,000",,44.65,제1종근린생활,2005,2017,,대현동,서대문구,일반상업,3,집합,3,,11410,,,1
"25,250",,26.76,숙박,2014,2017,,대현동,서대문구,일반상업,3,집합,12,,11410,,,15
"290,000",,197.02,제2종근린생활,1963,2017,143.2,대현동,서대문구,일반상업,3,일반,15,,11410,,,
"248,000",,431.61,제2종근린생활,1993,2017,167.9,창천동,서대문구,제2종일반주거,3,일반,7,,11410,,,
"540,000",,66.24,제1종근린생활,1966,2017,175.5,창천동,서대문구,일반상업,3,일반,8,,11410,,,
"12,000",,18.65,판매,2005,2017,,창천동,서대문구,일반상업,3,집합,9,,11410,,,
"225,000",,678.29,제1종근린생활,1994,2017,183.8,창천동,서대문구,제3종일반주거,3,일반,21,,11410,,,
"269,000",,453.41,제2종근린생활,1977,2017,253.2,연희동,서대문구,제3종일반주거,3,일반,11,,11410,,,
"32,000",,64,제2종근린생활,2007,2017,,연희동,서대문구,제3종일반주거,3,집합,13,,11410,,,1
"21,500",,62.17,제2종근린생활,2016,2017,,연희동,서대문구,제3종일반주거,3,집합,18,,11410,,,3
"185,000",,328.04,제1종근린생활,1984,2017,174.2,연희동,서대문구,제3종일반주거,3,일반,20,,11410,,,
"12,000",,39.14,제2종근린생활,2005,2017,,연희동,서대문구,제2종일반주거,3,집합,31,,11410,,,
"137,500",,555.12,제2종근린생활,2004,2017,185,홍은동,서대문구,제3종일반주거,3,일반,8,,11410,,,
"13,500",,32.12,제2종근린생활,2010,2017,,홍은동,서대문구,제3종일반주거,3,집합,13,,11410,,,1
"17,000",,17.28,제2종근린생활,1988,2017,,홍은동,서대문구,제3종일반주거,3,집합,15,,11410,,,1
"41,000",,30.7,제2종근린생활,2014,2017,,북가좌동,서대문구,제3종일반주거,3,집합,17,,11410,,,1
"45,000",,153,제2종근린생활,2004,2017,,북가좌동,서대문구,제2종일반주거,3,집합,24,,11410,,,2
"55,000",,166.5,제2종근린생활,2004,2017,,북가좌동,서대문구,제2종일반주거,3,집합,24,,11410,,,2
"500,000",,991.38,제2종근린생활,1991,2017,274,남가좌동,서대문구,일반상업,3,일반,14,,11410,,,
"10,500",,77.05,제2종근린생활,1991,2017,24.67,남가좌동,서대문구,준주거,3,일반,16,,11410,,,
"99,700",,171.51,제1종근린생활,1976,2017,145,남가좌동,서대문구,제2종일반주거,3,일반,23,,11410,,,
"5,500",,14.42,판매,1992,2017,,남가좌동,서대문구,제2종일반주거,3,집합,24,,11410,,,1
"78,000",,120.56,제2종근린생활,1974,2017,100.2,남가좌동,서대문구,제2종일반주거,3,일반,27,,11410,,,
"410,000",,1101.99,기타,2016,2017,620.8,남가좌동,서대문구,제2종일반주거,3,일반,28,,11410,,,
"410,000",,1101.99,기타,2016,2017,620.8,남가좌동,서대문구,제2종일반주거,3,일반,28,,11410,,,
"155,000",,296.06,제1종근린생활,1993,2017,144.1,천연동,서대문구,제2종일반주거,4,일반,4,,11410,,,
"22,184",,32.34,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,4,집합,4,,11410,,,
"15,657",,20.02,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,4,집합,5,,11410,,,
"43,563",,32.2,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,4,집합,14,,11410,,,2
"60,000",,53.58,제1종근린생활,1962,2017,73.4,북아현동,서대문구,제2종일반주거,4,일반,19,,11410,,,
"19,125",,25.99,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,4,집합,20,,11410,,,
"15,657",,22.02,제2종근린생활,2015,2017,,북아현동,서대문구,제3종일반주거,4,집합,26,,11410,,,
"4,000",,20.8,제2종근린생활,2000,2017,,홍제동,서대문구,제3종일반주거,4,집합,3,,11410,,,
"1,500",,10.24,제2종근린생활,2000,2017,,홍제동,서대문구,제3종일반주거,4,집합,10,,11410,,,
"171,147",,568.11,기타,1994,2017,,홍제동,서대문구,제3종일반주거,4,집합,11,,11410,,,
"58,500",,116.04,제2종근린생활,1979,2017,76,홍제동,서대문구,일반상업,4,일반,21,,11410,,,
"85,500",,298.92,제1종근린생활,1994,2017,131,홍제동,서대문구,제2종일반주거,4,일반,21,,11410,,,
"14,000",,87.28,제1종근린생활,1970,2017,,홍제동,서대문구,일반상업,4,집합,28,,11410,,,2
"580,000",,516.12,제2종근린생활,1987,2017,222.8,대현동,서대문구,준주거,4,일반,20,,11410,,,
"16,995",,51.12,제1종근린생활,2015,2017,,창천동,서대문구,제1종일반주거,4,집합,5,,11410,,,
"14,800",,29.65,업무,2000,2017,,창천동,서대문구,일반상업,4,집합,9,,11410,,,7
"262,500",,458.88,제2종근린생활,1994,2017,175.5,창천동,서대문구,제2종일반주거,4,일반,10,,11410,,,
"71,000",,179.52,제1종근린생활,2004,2017,,창천동,서대문구,제2종일반주거,4,집합,25,,11410,,,2
"60,000",,151.62,제2종근린생활,2004,2017,,창천동,서대문구,제2종일반주거,4,집합,25,,11410,,,3
"71,000",,179.52,제1종근린생활,2004,2017,,창천동,서대문구,제2종일반주거,4,집합,25,,11410,,,1
"51,244",,254.59,제2종근린생활,2006,2017,,연희동,서대문구,제2종일반주거,4,집합,25,,11410,,,2
"35,510",,199.78,제2종근린생활,2004,2017,,연희동,서대문구,제2종일반주거,4,집합,25,,11410,,,3
"35,435",,199.24,제2종근린생활,2004,2017,,연희동,서대문구,제2종일반주거,4,집합,25,,11410,,,2
"68,756",,369.46,제1종근린생활,2006,2017,,연희동,서대문구,제2종일반주거,4,집합,25,,11410,,,
"38,000",,47.85,제1종근린생활,2017,2017,,북가좌동,서대문구,제2종일반주거,4,집합,10,,11410,,,1
"165,000",,792.76,제2종근린생활,1997,2017,278,북가좌동,서대문구,제2종일반주거,4,일반,14,,11410,,,
"12,000",,24.16,제2종근린생활,2007,2017,,남가좌동,서대문구,제2종일반주거,4,집합,27,,11410,,,2
"4,500",,34.57,제2종근린생활,2000,2017,,남가좌동,서대문구,제2종일반주거,4,집합,28,,11410,,,5
"50,000",,29.75,제1종근린생활,1950,2017,64.8,충정로3가,서대문구,준주거,5,일반,17,,11410,,,
"106,000",,254.36,제1종근린생활,1997,2017,92.6,냉천동,서대문구,제2종일반주거,5,일반,11,,11410,,,
"109,000",,254.36,제1종근린생활,1997,2017,92.6,냉천동,서대문구,제2종일반주거,5,일반,11,,11410,,,
"44,000",,21.26,제1종근린생활,1948,2017,109,북아현동,서대문구,제1종일반주거,5,일반,9,,11410,,,
"39,429",,51.81,제1종근린생활,1946,2017,,북아현동,서대문구,제2종일반주거,5,집합,10,,11410,,,
"48,798",,34.32,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,5,집합,23,,11410,,,
"420,000",,900.96,제1종근린생활,1984,2017,309.9,북아현동,서대문구,준주거,5,일반,23,,11410,,,
"225,000",,638.72,제1종근린생활,1998,2017,286,홍제동,서대문구,제2종일반주거,5,일반,12,,11410,,,
"12,800",,13.36,제1종근린생활,1970,2017,,홍제동,서대문구,일반상업,5,집합,15,,11410,,,
"2,712",,12.14,제1종근린생활,1966,2017,,홍제동,서대문구,준주거,5,집합,26,,11410,,,
"4,812",,12.44,제1종근린생활,1966,2017,,홍제동,서대문구,준주거,5,집합,26,,11410,,,
"140,000",,95.56,제2종근린생활,2014,2017,,대현동,서대문구,일반상업,5,집합,1,,11410,,,1
"2,000",,6.94,판매,2007,2017,,대현동,서대문구,일반상업,5,집합,4,,11410,,,
"22,400",,23.7,숙박,2014,2017,,대현동,서대문구,일반상업,5,집합,27,,11410,,,15
"660,000",,358.75,제2종근린생활,2013,2017,146.1,창천동,서대문구,제3종일반주거,5,일반,1,,11410,,,
"13,400",,28.49,업무,2000,2017,,창천동,서대문구,일반상업,5,집합,16,,11410,,,7
"279,000",,467.64,제2종근린생활,2014,2017,175.5,창천동,서대문구,제2종일반주거,5,일반,18,,11410,,,
"159,438",,357.19,숙박,2016,2017,41.64,창천동,서대문구,일반상업,5,일반,26,,11410,,,
"31,000",,26.73,제2종근린생활,2001,2017,,연희동,서대문구,제3종일반주거,5,집합,19,,11410,,,1
"62,000",,380.44,제1종근린생활,2014,2017,,홍은동,서대문구,제3종일반주거,5,집합,8,,11410,,,
"2,500",,26,제2종근린생활,1995,2017,,홍은동,서대문구,제2종일반주거,5,집합,12,,11410,,,2
"34,000",,28.6,제1종근린생활,2014,2017,,북가좌동,서대문구,제3종일반주거,5,집합,2,,11410,,,1
"40,300",,30.02,제2종근린생활,2014,2017,,북가좌동,서대문구,제3종일반주거,5,집합,11,,11410,,,
"8,000",,19.35,제1종근린생활,1992,2017,,남가좌동,서대문구,제2종일반주거,5,집합,30,,11410,,,
"90,000",,363.32,제2종근린생활,1989,2017,156,북아현동,서대문구,제2종일반주거,6,일반,1,,11410,,,
"90,000",,363.32,제2종근린생활,1989,2017,156,북아현동,서대문구,제2종일반주거,6,일반,1,,11410,,,
"45,468",,33.2,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,6,집합,20,,11410,,,
"16,201",,22.02,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,6,집합,20,,11410,,,
"135,000",,219.68,제2종근린생활,1984,2017,66.1,북아현동,서대문구,제2종일반주거,6,일반,22,,11410,,,
"40,000",,33.06,제2종근린생활,1955,2017,56,북아현동,서대문구,제2종일반주거,6,일반,29,,11410,,,
"40,000",,33.06,제1종근린생활,1955,2017,56,북아현동,서대문구,제2종일반주거,6,일반,29,,11410,,,
"10,000",,12,제2종근린생활,1993,2017,,홍제동,서대문구,제3종일반주거,6,집합,1,,11410,,,1
"5,200",,14.07,제1종근린생활,1966,2017,,홍제동,서대문구,준주거,6,집합,2,,11410,,,
"4,000",,13.44,제1종근린생활,1992,2017,,홍제동,서대문구,제2종일반주거,6,집합,11,,11410,,,
"368,000",,407.27,제2종근린생활,1978,2017,198,홍제동,서대문구,일반상업,6,일반,13,,11410,,,
"13,500",,48.26,제1종근린생활,1986,2017,24.75,홍제동,서대문구,제3종일반주거,6,일반,13,,11410,,,
"17,000",,63.97,제2종근린생활,1995,2017,20.19,홍제동,서대문구,제2종일반주거,6,일반,14,,11410,,,
"4,832",,12.44,제1종근린생활,1966,2017,,홍제동,서대문구,준주거,6,집합,21,,11410,,,
"18,000",,32.11,업무,2001,2017,,대현동,서대문구,일반상업,6,집합,1,,11410,,,7
"72,500",,24.16,제1종근린생활,2014,2017,,대현동,서대문구,일반상업,6,집합,7,,11410,,,1
"72,500",,24.16,제1종근린생활,2014,2017,,대현동,서대문구,일반상업,6,집합,7,,11410,,,1
"34,500",,37.19,판매,2001,2017,,대현동,서대문구,일반상업,6,집합,24,,11410,,,1
"14,700",,26.95,업무,2000,2017,,창천동,서대문구,일반상업,6,집합,1,,11410,,,14
"14,900",,29.65,업무,2000,2017,,창천동,서대문구,일반상업,6,집합,5,,11410,,,7
"260,000",,441.72,제1종근린생활,1994,2017,164.3,창천동,서대문구,제3종일반주거,6,일반,15,,11410,,,
"13,000",,5.48,제1종근린생활,1993,2017,,창천동,서대문구,제2종일반주거,6,집합,19,,11410,,,1
"320,000",,787.68,제2종근린생활,1969,2017,253.6,창천동,서대문구,준주거,6,일반,21,,11410,,,
"740,000",,1448.13,숙박,2005,2017,231.1,창천동,서대문구,일반상업,6,일반,22,,11410,,,
"14,000",,29.25,제1종근린생활,2009,2017,,홍은동,서대문구,제2종일반주거,6,집합,1,,11410,,,1
"180,000",,440.81,제1종근린생활,1984,2017,211.2,홍은동,서대문구,제3종일반주거,6,일반,13,,11410,,,
"26,800",,49.29,제2종근린생활,2016,2017,,북가좌동,서대문구,제2종일반주거,6,집합,6,,11410,,,1
"42,500",,44.33,제1종근린생활,2016,2017,,북가좌동,서대문구,제2종일반주거,6,집합,10,,11410,,,1
"82,000",,37.92,제2종근린생활,2014,2017,,북가좌동,서대문구,제3종일반주거,6,집합,21,,11410,,,
"74,500",,562.04,제1종근린생활,1969,2017,169,남가좌동,서대문구,준주거,6,일반,21,,11410,,,
"22,500",,27.77,제1종근린생활,1968,2017,,남가좌동,서대문구,준주거,6,집합,22,,11410,,,
"12,000",,9.92,판매,,2017,10,남가좌동,서대문구,준주거,6,일반,28,,11410,,,
"6,500",,20.06,제2종근린생활,1966,2017,,남가좌동,서대문구,일반상업,6,집합,28,,11410,,,3
"39,500",,36.36,제1종근린생활,,2017,59.5,충정로2가,서대문구,준주거,7,일반,29,,11410,,,
"59,500",,29.75,제2종근린생활,1934,2017,66.1,충정로3가,서대문구,제3종일반주거,7,일반,4,,11410,,,
"11,000",,27,제1종근린생활,2006,2017,,천연동,서대문구,제3종일반주거,7,집합,21,,11410,,,
"54,000",,66.12,제1종근린생활,,2017,38,북아현동,서대문구,제2종일반주거,7,일반,13,,11410,,,
"18,500",,85.22,제2종근린생활,1986,2017,59.02,북아현동,서대문구,제3종일반주거,7,일반,22,,11410,,,
"96,000",,110.06,숙박,,2017,187.8,북아현동,서대문구,준주거,7,일반,25,,11410,,,
"91,000",,110.06,숙박,,2017,187.8,북아현동,서대문구,준주거,7,일반,25,,11410,,,
"14,500",,16.5,제2종근린생활,1999,2017,,북아현동,서대문구,제3종일반주거,7,집합,26,,11410,,,1
"136,000",,128.52,제2종근린생활,2000,2017,274,홍제동,서대문구,제2종일반주거,7,일반,7,,11410,,,
"1,000",,17.23,제2종근린생활,2000,2017,,홍제동,서대문구,제3종일반주거,7,집합,8,,11410,,,
"18,000",,34.2,업무,2001,2017,,대현동,서대문구,일반상업,7,집합,3,,11410,,,14
"86,775",,65.16,제1종근린생활,1969,2017,114.7,대현동,서대문구,일반상업,7,일반,4,,11410,,,
"3,000",,3.8,판매,2007,2017,,대현동,서대문구,일반상업,7,집합,7,,11410,,,
"627,227",,1212.57,제2종근린생활,1982,2017,274.95,대현동,서대문구,일반상업,7,일반,10,,11410,,,
"2,100",,3.8,판매,2007,2017,,대현동,서대문구,일반상업,7,집합,10,,11410,,,
"190,000",,59.34,제1종근린생활,1985,2017,94.2,대현동,서대문구,일반상업,7,일반,14,,11410,,,
"100,000",,121.49,제1종근린생활,1970,2017,47.6,대현동,서대문구,일반상업,7,일반,19,,11410,,,
"33,750",,20.4,제2종근린생활,2001,2017,,대현동,서대문구,일반상업,7,집합,22,,11410,,,1
"33,750",,20.4,판매,2001,2017,,대현동,서대문구,일반상업,7,집합,22,,11410,,,1
"130,769",,185.22,제2종근린생활,1980,2017,61.88,대현동,서대문구,일반상업,7,일반,28,,11410,,,
"12,500",,29.65,제2종근린생활,2000,2017,,창천동,서대문구,일반상업,7,집합,11,,11410,,,4
"12,500",,29.65,제1종근린생활,2000,2017,,창천동,서대문구,일반상업,7,집합,11,,11410,,,4
"265,000",,493.24,제2종근린생활,1993,2017,218.5,창천동,서대문구,제3종일반주거,7,일반,12,,11410,,,
"510,000",,799.9,제2종근린생활,1978,2017,253.2,창천동,서대문구,준주거,7,일반,13,,11410,,,
"543,000",,975.16,제1종근린생활,1994,2017,273.1,창천동,서대문구,일반상업,7,일반,25,,11410,,,
"118,000",,232.53,제1종근린생활,1974,2017,188,홍은동,서대문구,제3종일반주거,7,일반,7,,11410,,,
"25,000",,74.2,제2종근린생활,1989,2017,,홍은동,서대문구,제3종일반주거,7,집합,18,,11410,,,2
"9,000",,32,제2종근린생활,1997,2017,,홍은동,서대문구,제3종일반주거,7,집합,24,,11410,,,2
"12,000",,29.25,제2종근린생활,2009,2017,,홍은동,서대문구,제2종일반주거,7,집합,29,,11410,,,1
"133,000",,664.84,제2종근린생활,1995,2017,245,북가좌동,서대문구,제2종일반주거,7,일반,13,,11410,,,
"77,000",,130.25,제1종근린생활,1980,2017,135.2,북가좌동,서대문구,제3종일반주거,7,일반,27,,11410,,,
"207,000",,105.8,제1종근린생활,2017,2017,,남가좌동,서대문구,제3종일반주거,7,집합,4,,11410,,,1
"20,000",,155.52,제1종근린생활,1983,2017,70.4,남가좌동,서대문구,제2종일반주거,7,일반,7,,11410,,,
"50,000",,90.55,제1종근린생활,2001,2017,89,남가좌동,서대문구,제2종일반주거,7,일반,24,,11410,,,
"89,000",,89.26,제2종근린생활,1933,2017,142.1,충정로3가,서대문구,제3종일반주거,8,일반,13,,11410,,,
"66,000",,35.57,제1종근린생활,1983,2017,39.35,냉천동,서대문구,일반상업,8,일반,1,,11410,,,
"7,700",,19.44,제2종근린생활,1995,2017,,영천동,서대문구,제3종일반주거,8,집합,19,,11410,,,2
"23,000",,33.43,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,8,집합,3,,11410,,,1
"21,152",,31.61,제2종근린생활,2015,2017,,북아현동,서대문구,제2종일반주거,8,집합,10,,11410,,,1
"27,000",,186.68,제2종근린생활,1996,2017,,홍제동,서대문구,제3종일반주거,8,집합,25,,11410,,,
"320,000",,427.84,제2종근린생활,1971,2017,258,홍제동,서대문구,준주거,8,일반,28,,11410,,,
"18,400",,34.2,업무,2001,2017,,대현동,서대문구,일반상업,8,집합,9,,11410,,,4
"128,000",,75.34,제1종근린생활,1967,2017,129.3,대현동,서대문구,일반상업,8,일반,24,,11410,,,
"22,000",,25.76,숙박,2014,2017,,대현동,서대문구,일반상업,8,집합,25,,11410,,,22
"130,000",,34.51,제2종근린생활,1960,2017,58.8,대현동,서대문구,일반상업,8,일반,25,,11410,,,
"270,000",,39.01,제2종근린생활,1950,2017,122.3,대현동,서대문구,일반상업,8,일반,26,,11410,,,
"784,604",,1125.36,제2종근린생활,1982,2017,497.5,창천동,서대문구,제3종일반주거,8,일반,1,,11410,,,
"889,786",,1170.69,제2종근린생활,1981,2017,458,창천동,서대문구,제3종일반주거,8,일반,1,,11410,,,
"10,900",,5.8,제2종근린생활,1993,2017,,창천동,서대문구,제2종일반주거,8,집합,24,,11410,,,3
"550,000",,1026.27,제1종근린생활,1975,2017,569.9,연희동,서대문구,제2종일반주거,8,일반,25,,11410,,,
"16,000",,28.8,제2종근린생활,2010,2017,,북가좌동,서대문구,제2종일반주거,8,집합,11,,11410,,,1
"38,700",,67.78,제2종근린생활,2014,2017,,북가좌동,서대문구,제3종일반주거,8,집합,14,,11410,,,2
"69,500",,115.65,제2종근린생활,2014,2017,,북가좌동,서대문구,제3종일반주거,8,집합,24,,11410,,,
"146,000",,420.86,제2종근린생활,1991,2017,159.3,남가좌동,서대문구,제2종일반주거,8,일반,2,,11410,,,
"12,000",,9.92,제1종근린생활,,2017,10,남가좌동,서대문구,준주거,8,일반,7,,11410,,,
"16,900",,12.23,제1종근린생활,1968,2017,13,남가좌동,서대문구,준주거,8,일반,17,,11410,,,
"450,002",,637.94,제2종근린생활,1978,2017,320,남가좌동,서대문구,제2종일반주거,8,일반,23,,11410,,,
"450,002",,637.94,제2종근린생활,1978,2017,320,남가좌동,서대문구,제2종일반주거,8,일반,23,,11410,,,
"24,200",,57,제1종근린생활,1967,2017,,남가좌동,서대문구,준주거,8,집합,26,,11410,,,
"137,000",,389.76,제1종근린생활,1991,2017,149.1,남가좌동,서대문구,제2종일반주거,8,일반,26,,11410,,,
"50,500",,97.2,제2종근린생활,1999,2017,,북아현동,서대문구,제2종일반주거,9,집합,2,,11410,,,3
"2,000",,5.65,판매,2007,2017,,대현동,서대문구,일반상업,9,집합,20,,11410,,,
"2,000",,5.2,판매,2007,2017,,대현동,서대문구,일반상업,9,집합,20,,11410,,,
"1,200",,3.8,판매,2007,2017,,대현동,서대문구,일반상업,9,집합,21,,11410,,,50
"1,040,000",,1964.25,제1종근린생활,1992,2017,404.4,대현동,서대문구,일반상업,9,일반,28,,11410,,,
"23,500",,6.71,판매,2007,2017,,대현동,서대문구,일반상업,9,집합,29,,11410,,,1
"27,000",,6.62,판매,2007,2017,,대현동,서대문구,일반상업,9,집합,29,,11410,,,1
"21,500",,60.5,제1종근린생활,2004,2017,,창천동,서대문구,일반상업,9,집합,20,,11410,,,
"127,500",,184.29,제1종근린생활,1993,2017,64,창천동,서대문구,제2종일반주거,9,일반,25,,11410,,,
"10,500",,26.95,업무,2000,2017,,창천동,서대문구,일반상업,9,집합,28,,11410,,,16
"16,500",,21,제2종근린생활,2015,2017,,연희동,서대문구,제2종일반주거,9,집합,28,,11410,,,
"78,000",,119.98,제2종근린생활,2010,2017,,연희동,서대문구,제3종일반주거,9,집합,29,,11410,,,
"10,000",,25.69,제2종근린생활,1987,2017,,홍은동,서대문구,제3종일반주거,9,집합,4,,11410,,,1
"2,450",,30.72,판매,1995,2017,,홍은동,서대문구,제2종일반주거,9,집합,6,,11410,,,1
"11,000",,46.44,제2종근린생활,2015,2017,,홍은동,서대문구,제1종일반주거,9,집합,29,,11410,,,
"71,000",,55.4,제2종근린생활,2012,2017,,북가좌동,서대문구,제3종일반주거,9,집합,5,,11410,,,
"80,000",,140.48,제2종근린생활,2014,2017,,북가좌동,서대문구,제3종일반주거,9,집합,7,,11410,,,6
"22,700",,45.29,제1종근린생활,2017,2017,,북가좌동,서대문구,제2종일반주거,9,집합,9,,11410,,,1
"525,000",,2020.07,제2종근린생활,1995,2017,814.9,북가좌동,서대문구,제3종일반주거,9,일반,14,,11410,,,
"19,200",,56.83,업무,2016,2017,,북가좌동,서대문구,제2종일반주거,9,집합,15,,11410,,,1
"86,000",,197.34,제2종근린생활,2014,2017,,북가좌동,서대문구,제3종일반주거,9,집합,18,,11410,,,6
"10,500",,45.72,제2종근린생활,2000,2017,,북가좌동,서대문구,제2종일반주거,9,집합,19,,11410,,,5
"10,500",,35.18,제2종근린생활,2000,2017,,북가좌동,서대문구,제2종일반주거,9,집합,19,,11410,,,5
"230,000",,542.26,기타,2015,2017,275.2,북가좌동,서대문구,제2종일반주거,9,일반,21,,11410,,,
"8,200",,31,제1종근린생활,1992,2017,,북가좌동,서대문구,제2종일반주거,9,집합,23,,11410,,,1
"13,400",,9.92,판매,,2017,10,남가좌동,서대문구,준주거,9,일반,6,,11410,,,
